"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"690",696,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"30975","Mammalia",359,"AMECA, 2 MI SW OF, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,"1949-03-24T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686360397,"Conepatus","Conepatus",2434869,"WGS84","Nadya Moreno Almeraya (CONABIO)","2003-10-01",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9151ddfc-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686360397,"Animalia",1,"en","2016-03-28T15:43:02.976+0000","2016-08-03T12:32:59.616+0000","2015-09-16T18:56:14.036+0000",20.5205507975353,NA,NA,"AMECA, 2 MI SW OF",NA,NA,-104.060223284032,NA,3,NA,NA,"9151ddfc-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1949,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"695",701,"http://vertnet.org/resources/norms.html","Nayarit",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"95656","Mammalia",359,"3MI N SANTA ISABEL,3800FT, Nayarit, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",NA,2520,"Mexico",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,2,NA,NA,NA,NA,NA,NA,122,"NATIVE","1949-05-02T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",783986177,"Conepatus","Conepatus",2434869,"WGS84",NA,NA,"VertNet Georeferencing Guidelines","Assumed by road/ Extent calculated as: y = 0.0863x0.3322 (0.3322 = exponential) where X = number of inhabitants of named place","Instituto Nacional de Estadstica Geografa e Informtica (INEGI), (2002) Localidades de la Repblica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblacin y Viviend","requires verification",NA,"CARNIVORA | MEPHITIDAE | CONEPATUS","| Mexico | Nayarit |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:95656",NA,NA,NA,"UMMZ","urn:lsid:biocol.org:col:34917","MX",783986177,"Animalia",1,"en","2015-07-16T13:28:41.188+0000","2016-08-04T00:58:59.302+0000","2015-04-07T16:40:30.063+0000",21.1951878535083,NA,NA,"3MI N SANTA ISABEL,3800FT",NA,NA,-104.644669683388,"2015-04-06T00:00:00.000+0000",5,NA,"ICZN","urn:catalog:UMMZ:Mammals:95656",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skin | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","W.B. MCINTOSH","920","http://portal.vertnet.org/o/ummz/mammals?id=95656",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Conepatus leuconotus (Lichtenstein, 1832)",NA,"FEMALE","Conepatus leuconotus",2434878,"leuconotus",122,NA,2434878,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"2 MAY 1949","MEXICO | NAYARIT | 3MI N SANTA ISABEL,3800FT",NA,NA,1949,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"701",707,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Coahuila",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"34560","Mammalia",359,"ENCANTADA, Coahuila, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,"1949-08-26T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686363964,"Conepatus","Conepatus",2434869,"WGS84","N Slade","2008-11-04",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"917ca09e-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686363964,"Animalia",1,"en","2016-03-28T15:43:04.488+0000","2016-08-03T12:33:03.324+0000","2015-06-05T22:01:44.921+0000",28.3502343372486,NA,NA,"ENCANTADA",NA,NA,-102.570223897287,NA,8,NA,NA,"917ca09e-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLARK W K",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1949,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"702",708,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Coahuila",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"34559","Mammalia",359,"DON MARTIN, Coahuila, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"1949-08-19T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686363963,"Conepatus","Conepatus",2434869,"WGS84","Juan Carlos Hern<U+FFFD>ndez Barrios (CONABIO)","2003-04-14",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"917c9dd0-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686363963,"Animalia",1,"en","2016-03-28T15:43:04.469+0000","2016-08-03T12:33:03.232+0000","2015-09-16T18:56:16.909+0000",27.5202720927676,NA,NA,"DON MARTIN",NA,NA,-100.610171711695,NA,8,NA,NA,"917c9dd0-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin, Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLARK W K",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1949,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"707",713,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Texas","BREWSTER CO",NA,NA,"PRESERVED_SPECIMEN",NA,"154192","Mammalia",359,"BIG BEND NATIONAL PARK; SANTA ELENA CANYON, Texas, BREWSTER CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,19,NA,NA,NA,"TotalLength: 889.0; TailLength: 260.0; HindFoot: 64.0; EarLength: 29.0",NA,NA,NA,NA,"1948-06-19T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",686481308,"Conepatus","Conepatus",2434869,"WGS84","N Slade","2008-08-15",NA,NA,"Google earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9696a8e5-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","US",686481308,"Animalia",1,"en","2016-03-28T15:43:46.819+0000","2016-08-03T12:33:03.334+0000","2015-06-05T22:02:31.986+0000",29.16,NA,NA,"BIG BEND NATIONAL PARK; SANTA ELENA CANYON",NA,NA,-103.61,NA,6,NA,NA,"9696a8e5-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin, Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHWARTZ A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1948,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"727",733,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Veracruz",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"17898","Mammalia",359,"PIEDRAS NEGRAS, 20 KM WNW OF; RIO BLANCO, Veracruz, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,"1946-05-25T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686347416,"Conepatus","Conepatus",2434869,"WGS84","N Slade","2009-02-12",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90c3cde7-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","MX",686347416,"Animalia",1,"en","2016-03-28T15:42:58.240+0000","2016-08-03T12:32:58.019+0000","2015-06-05T22:01:38.546+0000",18.8406538930722,NA,NA,"PIEDRAS NEGRAS, 20 KM WNW OF; RIO BLANCO",NA,NA,-96.3400354974137,NA,5,NA,NA,"90c3cde7-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin, Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DALQUEST W W",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1946,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"733",739,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Texas","UVALDE CO",NA,NA,"PRESERVED_SPECIMEN",NA,"54344","Mammalia",359,"MONTELL, Texas, UVALDE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,30,NA,NA,NA,NA,NA,NA,NA,NA,"1945-12-30T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",686383573,"Conepatus","Conepatus",2434869,"WGS84","N Slade","2008-08-13",NA,NA,"Google earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9242efc1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leuconotus","KU","http://grbio.org/cool/iakn-125z","US",686383573,"Animalia",1,"en","2016-03-28T15:43:11.591+0000","2016-08-03T12:33:03.595+0000","2015-06-05T22:01:52.563+0000",29.53,NA,NA,"MONTELL",NA,NA,-100.01,NA,12,NA,NA,"9242efc1-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin, Complete Skull",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","RINKER G C",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Conepatus leuconotus subsp. leuconotus",NA,NA,"Conepatus leuconotus",2434878,"leuconotus",NA,NA,7193902,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1945,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"737",743,"http://www.vertnet.org/resources/norms.html","Departamento San Miguel",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"98296","Mammalia",359,"SW edge Lake Olomega, Departamento San Miguel, El Salvador, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,7081,"El Salvador",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",23,NA,NA,NA,"sex=male",60.96,0,23,NA,"1942-01-23T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"El Salvador",1145895450,"Conepatus","Conepatus",2434869,"WGS84","Sunny N. Shah","2003-08-04 00:00:00.0","MaNIS georeferencing guidelines",NA,"Alexandria Digital Library Gazetteer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","Central America, El Salvador, Departamento San Miguel",NA,NA,NA,"A",NA,NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:98296?seid=1705295",1,NA,NA,"MVZ","urn:lsid:biocol.org:col:34777","SV",1145895450,"Animalia",1,"en","2016-08-09T09:39:57.542+0000","2016-08-09T09:45:09.415+0000","2016-08-09T09:39:58.651+0000",13.31667,NA,NA,"SW edge Lake Olomega","Sunny N. Shah",NA,-88.06667,NA,1,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:98296?seid=1705295",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:98296","collector number=10681",NA,"Chordata",44,"study skin","<i>Conepatus mesoleucus nicaraguae</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Milton Hildebrand, F. Perola","10681","http://arctos.database.museum/guid/MVZ:Mamm:98296",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Conepatus mesoleucus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"mesoleucus",NA,NA,2434881,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"23 Jan 1942","SW edge Lake Olomega",NA,NA,1942,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"739",745,"http://www.vertnet.org/resources/norms.html","Departamento Chalatenango",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"98297","Mammalia",359,"S slope Los Esesmiles, Departamento Chalatenango, El Salvador, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,7575,"El Salvador",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",17,NA,NA,NA,"sex=male",2133.6,0,76,NA,"1942-03-17T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"El Salvador",1145895502,"Conepatus","Conepatus",2434869,"WGS84","Sunny N. Shah","2003-08-04 00:00:00.0","MaNIS georeferencing guidelines",NA,"Alexandria Digital Library Gazetteer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","Central America, El Salvador, Departamento Chalatenango",NA,NA,NA,"A",NA,NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:98297?seid=231642",1,NA,NA,"MVZ","urn:lsid:biocol.org:col:34777","SV",1145895502,"Animalia",1,"en","2016-08-09T09:39:57.522+0000","2016-08-09T09:45:09.260+0000","2016-08-09T09:39:58.625+0000",14.38333,NA,NA,"S slope Los Esesmiles","Sunny N. Shah",NA,-89.13333,NA,3,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:98297?seid=231642",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:98297","collector number=1212",NA,"Chordata",44,"skull; study skin","<i>Conepatus mesoleucus nicaraguae</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Milton Hildebrand","1212","http://arctos.database.museum/guid/MVZ:Mamm:98297",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Conepatus mesoleucus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"mesoleucus",NA,NA,2434881,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"17 Mar 1942","S slope Los Esesmiles",NA,NA,1942,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"740",746,"http://vertnet.org/resources/norms.html","Texas","Bexar County",NA,NA,"PRESERVED_SPECIMEN",NA,"13239","Mammalia",359,"San Antonio, 18 mi. NW, Camp Bullis, Texas, Bexar County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,6735.1,"United States",NA,"35720b3e-aded-4b83-b4f1-967f1d457d6a",NA,"1942-09-30T00:00:00.000+0000",30,NA,NA,NA,"age class=adult ; sex=male ; total length=642 mm; tail length=245 mm; hind foot with claw=72 mm",NA,NA,273,NA,"1942-09-30T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1037958399,"Conepatus","Conepatus",2434869,"WGS84","unknown","2014-02-27 00:00:00.0","not recorded",NA,"NamedPlaceExtent: 4; Georeference Source: Delorme Topo NA; Georeference Date: 20110111","unverified",NA,"Animalia Chordata Mammalia Carnivora Mephitidae","North America, United States, Texas, Bexar County",NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/CUMV:Mamm:13239?seid=2100474",NA,NA,NA,"CUMV","http://grbio.org/cool/i64g-wjcr","US",1037958399,"Animalia",1,"en","2016-07-28T04:38:17.315+0000","2016-08-03T13:48:54.439+0000","2016-06-24T04:01:11.650+0000",29.68987,NA,"ADULT","San Antonio, 18 mi. NW, Camp Bullis","unknown",NA,-98.57061,NA,9,NA,"ICZN","http://arctos.database.museum/guid/CUMV:Mamm:13239?seid=2100474","Flat skin",NA,"Carnivora",732,"http://arctos.database.museum/guid/CUMV:Mamm:13239","Trapline ID=WJHJ 30SEP1942",NA,"Chordata",44,"study skin",NA,"DWC_ARCHIVE","US","cf9ceb80-9f3d-11da-b791-b8a03c50a862","Collector(s): William J. Hamilton, Jr.",NA,"http://arctos.database.museum/guid/CUMV:Mamm:13239",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Conepatus mesoleucus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"mesoleucus",NA,NA,2434881,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"30/9/1942","San Antonio, 18 mi. NW, Camp Bullis",NA,NA,1942,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
"742",748,"http://www.vertnet.org/resources/norms.html","Departamento Morazan",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"98295","Mammalia",359,"N slope Mt. Cacaguatique, Departamento Morazan, El Salvador, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,3329,"El Salvador",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",30,NA,NA,NA,"sex=male",1402.08,0,364,NA,"1941-12-30T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"El Salvador",1145895484,"Conepatus","Conepatus",2434869,"WGS84","Sunny N. Shah","2003-08-04 00:00:00.0","MaNIS georeferencing guidelines",NA,"Alexandria Digital Library Gazetteer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","Central America, El Salvador, Departamento Morazan",NA,NA,NA,"A",NA,NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:98295?seid=1604711",1,NA,NA,"MVZ","urn:lsid:biocol.org:col:34777","SV",1145895484,"Animalia",1,"en","2016-08-09T09:39:57.520+0000","2016-08-09T09:45:09.566+0000","2016-08-09T09:39:58.620+0000",13.76667,NA,NA,"N slope Mt. Cacaguatique","Sunny N. Shah",NA,-88.21667,NA,12,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:98295?seid=1604711","SKEL MISSING FEB 1980",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:98295","collector number=964",NA,"Chordata",44,"skull; study skin; skeleton","<i>Conepatus mesoleucus nicaraguae</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Milton Hildebrand","964","http://arctos.database.museum/guid/MVZ:Mamm:98295",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Conepatus mesoleucus (Lichtenstein, 1832)",NA,"MALE","Conepatus leuconotus",2434878,"mesoleucus",NA,NA,2434881,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"30 Dec 1941","N slope Mt. Cacaguatique",NA,NA,1941,"2016-08-10",41632,"Conepatus leuconotus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",143.401103448,227.280871834,TRUE
