"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"495",499,"http://vertnet.org/resources/norms.html","Durango",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"MR.3567","Mammalia",359,"7 mi. NNW La Zarca, Durango, Mexico, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",3360,"Mexico",NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,7,NA,NA,NA,NA,1830,0,188,"NATIVE","1958-07-07T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",919441268,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,"VertNet Georeferencing Guidelines","Extent calculated as: y = 0.0863x0.3322 (0.3322 = exponential) where X = number of inhabitants of named place",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mephitis","North and Central America | Mexico | Durango State |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.3567",NA,NA,"milleri","MSU","http://grbio.org/cool/53w1-8r3k",NA,NA,"MX",919441268,"Animalia",1,"en","2015-07-31T14:03:59.165+0000","2016-08-03T12:48:06.052+0000","2015-04-09T04:32:43.087+0000",25.9294262302707,NA,NA,"7 mi. NNW La Zarca",NA,NA,-104.780914875099,"2015-04-09T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:MSU:MR:MR.3567",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"skeleton",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","John Keever Greer","JKG1472","http://portal.vertnet.org/o/msu/mr?id=mr-3567",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,NA,"Mephitis macroura",5219394,"macroura",188,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees","1830 m",NA,"North and Central America | Mexico | Durango State | 7 mi. NNW La Zarca",NA,NA,NA,1958,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"497",501,"http://vertnet.org/resources/norms.html","México",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"109693","Mammalia",359,"PUERTO LENGUA DE VACA,9200FT, México, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",870,"Mexico",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,3,NA,NA,NA,NA,NA,NA,184,"NATIVE","1958-07-03T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",784000440,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,"VertNet Georeferencing Guidelines","Georeferenced locality has an elevation of 9200 ft","Principales Resultados por Localidad, XII Censo de Poblacin y Vivienda 2000, Instituto Nacional de Estadstica Geografa e Informtica (INEGI)","requires verification",NA,"CARNIVORA | MUSTELIDAE | MEPHITIS","| Mexico | Mexico |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:109693",NA,NA,"macroura","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"MX",784000440,"Animalia",1,"en","2015-07-16T13:28:54.597+0000","2016-08-04T00:58:58.438+0000","2015-04-07T16:40:36.055+0000",19.4514435702396,NA,NA,"PUERTO LENGUA DE VACA,9200FT",NA,NA,-100.186798520194,"2015-04-06T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UMMZ:Mammals:109693",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skin | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","E.T. HOOPER","4290A","http://portal.vertnet.org/o/ummz/mammals?id=109693",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mephitis macroura subsp. macroura",NA,"MALE","Mephitis macroura",5219394,"macroura",184,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,"3 JUL 1958","MEXICO | MEXICO | PUERTO LENGUA DE VACA,9200FT",NA,NA,NA,1958,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"499",503,"http://www.vertnet.org/resources/norms.html","Durango",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"123186","Mammalia",359,"1.5 mi NW Mil Diez [=Mil Dias], 3 mi NW El Salto, Durango, Mexico, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",1500,"Mexico",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",2,NA,NA,NA,"sex=female",NA,NA,183,NA,"1958-07-02T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",1145691175,"Mephitis","Mephitis",5219379,"WGS84","Nadya Moreno Almeraya","2003-04-28 00:00:00.0","MaNIS georeferencing guidelines",NA,"Instituto Nacional de Estadística Geografía e Informática (INEGI), (2002) Localidades de la República Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Población y Viviend","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, Mexico, Durango",NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:123186?seid=401864",1,NA,"macroura","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"MX",1145691175,"Animalia",1,"en","2016-08-09T09:37:51.131+0000","2016-08-09T09:38:19.230+0000","2016-08-09T09:37:51.375+0000",23.8160100453061,NA,NA,"1.5 mi NW Mil Diez [=Mil Dias], 3 mi NW El Salto","Nadya Moreno Almeraya","CONABIO suggests: Durango ; Pueblo Nuevo ; Mil Diez, 1.5 mi NW;(aproximadamente 3 mi NW del Salto)",-105.402019160437,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:123186?seid=401864",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:123186","collector number=1507",NA,"Chordata",44,"skull; study skin","<i>Mephitis macroura macroura</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): William Z. Lidicker Jr.","1507","http://arctos.database.museum/guid/MVZ:Mamm:123186",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura subsp. macroura",NA,"FEMALE","Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"2 Jul 1958","1.5 mi NW Mil Dias, 3 mi NW El Salto",NA,NA,NA,1958,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"500",504,"http://www.vertnet.org/resources/norms.html","Aguascalientes",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"123185","Mammalia",359,"0.33 mi W and 1.25 mi E Rincon de Romos, Aguascalientes, Mexico, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,"Mexico",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",2,NA,NA,NA,"sex=unknown",NA,NA,183,NA,"1958-07-02T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",1145691202,"Mephitis","Mephitis",5219379,"WGS84","CONABIO","2001-04-05 00:00:00.0","not recorded",NA,"GACETERO: INEGI, 1995","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, Mexico, Aguascalientes",NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:123185?seid=462780",1,NA,"macroura","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"MX",1145691202,"Animalia",1,"en","2016-08-09T09:37:51.152+0000","2016-08-09T09:38:19.048+0000","2016-08-09T09:37:51.350+0000",22.2021514593387,NA,NA,"0.33 mi W and 1.25 mi E Rincon de Romos","CONABIO","CONABIO interpretation = Rinc=n de Romos, 2.53 km SE",-102.300188902613,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:123185?seid=462780","PICKUP.",NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:123185","collector number=1568",NA,"Chordata",44,"skull","<i>Mephitis macroura macroura</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): William Z. Lidicker Jr.","1568","http://arctos.database.museum/guid/MVZ:Mamm:123185",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"2 Jul 1958","1/3 mi W and 1 1/4 mi E Rincon de Romos",NA,NA,NA,1958,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"505",509,"http://www.vertnet.org/resources/norms.html","New Mexico","Hidalgo County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"2257","Mammalia",359,"22 MI S ANIMAS (CAVE); T31S, R19W, New Mexico, Hidalgo County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-02-15T00:00:00.000+0000",30,NA,NA,NA,"sex=unknown",NA,NA,30,NA,"1957-01-30T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145259154,"Mephitis","Mephitis",5219379,"WGS84","Jerry W. Dragoo","2002-03-19 00:00:00.0","not recorded",NA,"USGS Map","unverified",NA,"Animalia Chordata Mammalia Carnivora Mephitidae","North America, United States, New Mexico, Hidalgo County",NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:2257?seid=1825279",1,NA,"milleri","MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145259154,"Animalia",1,"en","2016-07-28T04:55:52.276+0000","2016-08-04T12:18:26.501+0000","2016-06-24T04:33:46.406+0000",31.6323356544445,NA,NA,"22 MI S ANIMAS (CAVE); T31S, R19W","Jerry W. Dragoo",NA,-108.809106331621,NA,1,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:2257?seid=1825279",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:2257","preparator number=133",NA,"Chordata",44,NA,"<i>Mephitis macroura milleri</i> (accepted ID) identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Arthur H. Harris",NA,"http://arctos.database.museum/guid/MSB:Mamm:2257",NA,"http://arctosdb.org/home/data/",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"30-Jan-1957","22 MI S ANIMAS (CAVE); T31S, R19W",NA,NA,NA,1957,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"506",510,"http://www.vertnet.org/resources/norms.html","Arizona","Pima County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"160268","Mammalia",359,"1.5 mi ENE Greaterville, Thurber Ranch, Arizona, Pima County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",874,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"1957-01-31T00:00:00.000+0000",31,NA,NA,NA,"sex=male",NA,NA,31,NA,"1957-01-31T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145186931,"Mephitis","Mephitis",5219379,"WGS84","Jason L. Malaney","2009-10-15 00:00:00.0","BioGeoMancer",NA,"biogeomancer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Arizona, Pima County",NA,NA,NA,"A",NA,"legacy","Woodrow Goodpaster","http://arctos.database.museum/guid/MSB:Mamm:160268?seid=1559068",1,NA,"milleri","MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145186931,"Animalia",1,"en","2016-07-28T04:55:35.505+0000","2016-08-04T12:18:26.855+0000","2016-06-24T04:33:07.828+0000",31.77179,NA,NA,"""1.5 mi ENE Greaterville, Thurber Ranch""","Jason L. Malaney",NA,-110.72646,NA,1,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:160268?seid=1559068",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:160268","UIMNH: University of Illinois Museum of Natural History=15162; collector number=8501",NA,"Chordata",44,"skin; skull","<i>Mephitis macroura milleri</i> (accepted ID) identified by Woodrow Goodpaster on 1957-01-31; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Woodrow Goodpaster, L. Goodpaster","8501","http://arctos.database.museum/guid/MSB:Mamm:160268",NA,"http://arctosdb.org/home/data/",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,"MALE","Mephitis macroura",5219394,"macroura",NA,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"31-January-1957","""1.5 mi ENE Greaterville, Thurber Ranch""",NA,NA,NA,1957,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"509",513,"http://www.vertnet.org/resources/norms.html","Chihuahua",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"121825","Mammalia",359,"5 mi N Chihuahua, Chihuahua, Mexico, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",18830,"Mexico",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",11,NA,NA,NA,"sex=male",1432.56,0,162,NA,"1957-06-11T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",1145689667,"Mephitis","Mephitis",5219379,"WGS84","Alejandra Núñez Merchand","2004-04-03 00:00:00.0","MaNIS georeferencing guidelines",NA,"Instituto Nacional de Estadística Geografía e Informática (INEGI), (2002) Localidades de la República Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Población y Viviend","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, Mexico, Chihuahua",NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:121825?seid=207730",1,NA,"milleri","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"MX",1145689667,"Animalia",1,"en","2016-08-09T09:37:50.320+0000","2016-08-09T09:38:16.557+0000","2016-08-09T09:37:50.645+0000",28.7082463876588,NA,NA,"5 mi N Chihuahua","Alejandra Núñez Merchand","CONABIO suggests: Chihuahua ; Chihuahua ; Chihuahua, 5 mi N",-106.089201465703,NA,6,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:121825?seid=207730",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:121825","collector number=101",NA,"Chordata",44,"skull","<i>Mephitis macroura milleri</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Peter Schramm","101","http://arctos.database.museum/guid/MVZ:Mamm:121825",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,"MALE","Mephitis macroura",5219394,"macroura",NA,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"11 Jun 1957","5 mi N Chihuahua",NA,NA,NA,1957,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"510",514,"http://vertnet.org/resources/norms.html","Durango",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"MR.874","Mammalia",359,"6 mi. NW La Pila, Durango, Mexico, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",4490,"Mexico",NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,23,NA,NA,NA,NA,1876,0,204,"NATIVE","1957-07-23T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",919436317,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,"VertNet Georeferencing Guidelines","Extent calculated as: y = 0.0863x0.3322 (0.3322 = exponential) where X = number of inhabitants of named place",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mephitis","North and Central America | Mexico | Durango State |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.874",NA,NA,"milleri","MSU","http://grbio.org/cool/53w1-8r3k",NA,NA,"MX",919436317,"Animalia",1,"en","2015-07-31T14:03:57.958+0000","2016-08-03T12:48:05.458+0000","2015-04-09T04:32:38.213+0000",24.1799089668882,NA,NA,"6 mi. NW La Pila",NA,NA,-104.350316094945,"2015-04-09T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:MSU:MR:MR.874","No measurements","present","Carnivora",732,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","John Keever Greer","JKG986","http://portal.vertnet.org/o/msu/mr?id=mr-874",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,NA,"Mephitis macroura",5219394,"macroura",204,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees","1875.75 m",NA,"North and Central America | Mexico | Durango State | 6 mi. NW La Pila",NA,NA,NA,1957,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"513",517,"http://www.vertnet.org/resources/norms.html","Arizona","Maricopa County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"160267","Mammalia",359,"8 mi NE Fort McDowell, Arizona, Maricopa County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",8465,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"1957-12-03T00:00:00.000+0000",3,NA,NA,NA,"sex=male ; verbatim collector=N.G. Woolsey",NA,NA,337,NA,"1957-12-03T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145186945,"Mephitis","Mephitis",5219379,"WGS84","Jason L. Malaney","2009-12-03 00:00:00.0","BioGeoMancer",NA,"Beogeomancer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Arizona, Maricopa County",NA,NA,NA,"A",NA,"legacy","N. G. Woolsey","http://arctos.database.museum/guid/MSB:Mamm:160267?seid=1674630",1,NA,"milleri","MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145186945,"Animalia",1,"en","2016-07-28T04:55:35.509+0000","2016-08-04T12:18:32.928+0000","2016-06-24T04:33:07.828+0000",33.71879,NA,NA,"8 mi NE Fort McDowell","Jason L. Malaney",NA,-111.57645,NA,12,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:160267?seid=1674630",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:160267","UIMNH: University of Illinois Museum of Natural History=17262; collector number=191",NA,"Chordata",44,"skull; skin (tanned)","<i>Mephitis macroura milleri</i> (accepted ID) identified by N. G. Woolsey on 1957-12-03; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): N. G. Woolsey","191","http://arctos.database.museum/guid/MSB:Mamm:160267",NA,"http://arctosdb.org/home/data/",NA,NA,"Mephitis macroura subsp. milleri Mearns, 1897",NA,"MALE","Mephitis macroura",5219394,"macroura",NA,NA,6164425,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"3-December-1957","8 mi NE Fort McDowell",NA,NA,NA,1957,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"520",524,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Michoacan",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"66217","Mammalia",359,"CIUDAD HIDALGO, 12 MI W OF, Michoacan, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,"1955-01-29T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686395384,"Mephitis","Mephitis",5219379,"WGS84","N Slade","2008-12-19",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92cbed8f-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686395384,"Animalia",1,"en","2016-03-28T15:43:15.817+0000","2016-08-03T12:32:58.615+0000","2015-06-05T22:01:57.128+0000",19.5706058229756,NA,NA,"CIUDAD HIDALGO, 12 MI W OF",NA,NA,-100.860144784213,NA,1,NA,NA,"92cbed8f-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DICKERMAN R W",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1955,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
"521",525,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Puebla",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"66774","Mammalia",359,"IZUCAR DE MATAMOROS, VICINITY OF, Puebla, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,"1955-02-15T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686395941,"Mephitis","Mephitis",5219379,"WGS84","Yolanda Hortelano (CNMA)","2003-07-29",NA,NA,"Principales Resultados por Localidad,  XII Censo de Poblaci<U+FFFD>n y Vivienda 2000, Instituto Nacional de  Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI); Gazetteer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92cef175-1ed8-11e3-bfac-90b11c41863e",NA,NA,"macroura","KU","http://grbio.org/cool/iakn-125z",NA,NA,"MX",686395941,"Animalia",1,"en","2016-03-28T15:43:16.059+0000","2016-08-03T12:32:58.100+0000","2015-09-16T18:56:44.251+0000",18.6,NA,NA,"IZUCAR DE MATAMOROS, VICINITY OF",NA,NA,-98.46,NA,2,NA,NA,"92cef175-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DICKERMAN R W",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Mephitis macroura subsp. macroura",NA,NA,"Mephitis macroura",5219394,"macroura",NA,NA,7193897,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,NA,1955,"2016-08-10",41634,"Mephitis macroura",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",107.338512855,159.648067131,TRUE
