"","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEpochOrLowestSeries","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","group","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"33845",NA,"Victoria",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 16150","Mammalia",359,"13.5 km WNW of Casterton, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-01-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","479622311","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479622311,"Animalia",1,NA,"2013-09-07T07:19:56.000+0000","2016-08-03T15:24:07.289+0000",NA,-37.42,NA,NA,NA,NA,NA,"13.5 km WNW of Casterton",NA,NA,NA,141.22,NA,NA,1,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1976,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33849",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM1862","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-03-15T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1066624570","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6b488a98-1599-47f8-b5dc-b194d749a190",NA,NA,NA,"QM",NA,NA,NA,"AU",1066624570,"Animalia",1,NA,"2015-10-19T05:51:15.252+0000","2016-08-04T10:57:05.466+0000","2015-04-30T09:48:37.751+0000",-28.95,NA,NA,NA,NA,NA,"-",NA,NA,NA,151.46667,NA,NA,3,NA,"6b488a98-1599-47f8-b5dc-b194d749a190",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern grey kangaroo",1976,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33852",NA,"Queensland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM1867","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,700,NA,NA,NA,"1976-07-08T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1066624542","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8a1d05d6-be94-402f-bf3e-b10bf89b28ab",NA,NA,NA,"QM",NA,NA,NA,"AU",1066624542,"Animalia",1,NA,"2015-10-19T05:51:15.252+0000","2016-08-04T10:56:15.182+0000","2015-04-30T09:48:37.732+0000",-17.63333,NA,NA,NA,NA,NA,"-",NA,NA,NA,145.35,NA,NA,7,NA,"8a1d05d6-be94-402f-bf3e-b10bf89b28ab",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern grey kangaroo",1976,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33858",NA,"Victoria",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 16892","Mammalia",359,"Nowhere Creek,Pyrenee Range, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-12-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","479628529","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479628529,"Animalia",1,NA,"2013-09-07T07:19:57.000+0000","2016-08-03T15:24:07.225+0000",NA,-37.12,NA,NA,NA,NA,NA,"Nowhere Creek,Pyrenee Range",NA,NA,NA,143.28,NA,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1976,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33863",NA,"New South Wales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.36167","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-01-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4005793",NA,NA,"Macropodidae",9372,"Australia","1101216560","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a61b57e6-dc8b-451c-a066-f2341899a9e0",NA,NA,NA,"AM",NA,NA,NA,"AU",1101216560,"Animalia",1,NA,"2016-08-19T08:07:03.786+0000","2016-08-04T14:23:29.793+0000","2015-07-17T07:03:46.381+0000",-32.616,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Hawks Nest. (32° 37' S, 152° 12' E) 1976 - 1976, Field Collected - Terrestrial"";",152.2,NA,NA,NA,NA,"a61b57e6-dc8b-451c-a066-f2341899a9e0",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Fox, B",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1976,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33864",NA,"Victoria",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 17601","Mammalia",359,"McKillops Bridge, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-01-03T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","479634325","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479634325,"Animalia",1,NA,"2013-09-07T07:19:57.000+0000","2016-08-03T15:24:07.253+0000",NA,-37.08,NA,NA,NA,NA,NA,"McKillops Bridge",NA,NA,NA,148.4,NA,NA,1,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1975,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33866",NA,"Victoria",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C13684","Mammalia",359,"Beloka Range,Deep Creek Track at bridge, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-01-28T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1272771059","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4821f634-523e-4183-a904-02132a7d201c",1,NA,NA,"NMV",NA,NA,NA,"AU",1272771059,"Animalia",1,NA,"2016-08-19T07:33:46.065+0000","2016-08-03T15:25:21.129+0000","2016-06-21T15:08:34.208+0000",-36.82,NA,NA,NA,NA,NA,"Beloka Range,Deep Creek Track at bridge",NA,NA,NA,147.83,NA,NA,1,NA,"4821f634-523e-4183-a904-02132a7d201c",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","Joan M. Dixon - Museum Victoria",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1975,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33884",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M11143","Mammalia",359,"EX HAY, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-07-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039335","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58ca5e12-876c-4f06-b312-f20f9aa4b7d1",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039335,"Animalia",1,NA,"2016-08-19T07:26:20.481+0000","2016-08-03T11:46:30.951+0000","2015-04-30T07:14:33.157+0000",-34.5,NA,NA,NA,NA,NA,"EX HAY",NA,NA,"HAY PARK",144.85,NA,NA,7,NA,"58ca5e12-876c-4f06-b312-f20f9aa4b7d1",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1975,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33885",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M11140","Mammalia",359,"GAP HILLS TANK, 81 MILES N OF BROKEN HILL, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-07-02T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039333","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3b7e15a2-5fc9-43ae-a9f4-0e76d7da5691",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039333,"Animalia",1,NA,"2016-08-19T07:26:20.471+0000","2016-08-03T11:46:27.898+0000","2015-04-30T07:14:33.150+0000",-30.95,NA,NA,NA,NA,NA,"GAP HILLS TANK, 81 MILES N OF BROKEN HILL",NA,NA,"SILVER CITY HIGHWAY",141.7667,NA,NA,7,NA,"3b7e15a2-5fc9-43ae-a9f4-0e76d7da5691",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1975,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33886",NA,"New South Wales","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M11132","Mammalia",359,"SALT LAKE, C.145 KM W OF BOURKE, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-08-18T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039325","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65b32169-3ec7-4e7f-9564-c82a8f05c6ed",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039325,"Animalia",1,NA,"2016-08-19T07:26:20.441+0000","2016-08-03T11:46:27.283+0000","2015-04-30T07:14:33.147+0000",-30.1667,NA,NA,NA,NA,NA,"SALT LAKE, C.145 KM W OF BOURKE",NA,NA,"SEVERAL MILES N OF SALT LAKE",144.4333,NA,NA,8,NA,"65b32169-3ec7-4e7f-9564-c82a8f05c6ed",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1975,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33889",NA,"Victoria",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C23527","Mammalia",359,"Nowa Nowa, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-09-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1272781544","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"acb0f60e-7848-42c1-9888-7f747a7de072",1,NA,NA,"NMV",NA,NA,NA,"AU",1272781544,"Animalia",1,NA,"2016-08-19T07:34:04.099+0000","2016-08-03T15:25:30.759+0000","2016-06-21T15:09:12.055+0000",-37.73,NA,NA,NA,NA,NA,"Nowa Nowa",NA,NA,NA,148.08,NA,NA,9,NA,"acb0f60e-7848-42c1-9888-7f747a7de072",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","T F. Flannery",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1975,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33892",NA,"South Australia","not applicable",NA,NA,"PRESERVED_SPECIMEN",NA,"M11138","Mammalia",359,"BORDERLANDS, MT GAMBIER, South Australia, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-10-11T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","332039331","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7f074931-d739-4524-a17c-bdc3d3b7d15d",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332039331,"Animalia",1,NA,"2016-08-19T07:26:20.464+0000","2016-08-03T11:46:34.437+0000","2015-04-30T07:14:33.152+0000",-37.8333,NA,NA,NA,NA,NA,"BORDERLANDS, MT GAMBIER",NA,NA,"BORDERLANDS TRACK ON VICTORIAN BORDER",140.9667,NA,NA,10,NA,"7f074931-d739-4524-a17c-bdc3d3b7d15d",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1975,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33900",NA,"Victoria",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C16052","Mammalia",359,"Mallacoota, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-10-22T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1272773886","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41a8857d-ec3c-4189-a28d-13a5c2a81c37",1,NA,NA,"NMV",NA,NA,NA,"AU",1272773886,"Animalia",1,NA,"2016-08-19T07:33:48.639+0000","2016-08-03T15:25:28.166+0000","2016-06-21T15:08:45.112+0000",-37.57,NA,NA,NA,NA,NA,"Mallacoota",NA,NA,NA,149.75,NA,NA,10,NA,"41a8857d-ec3c-4189-a28d-13a5c2a81c37",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","B Hall",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1975,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33904",NA,"Victoria",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 16163","Mammalia",359,"13.5 km WNW of Casterton, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-12-27T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","479622439","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479622439,"Animalia",1,NA,"2013-09-07T07:19:56.000+0000","2016-08-03T15:24:07.474+0000",NA,-37.55,NA,NA,NA,NA,NA,"13.5 km WNW of Casterton",NA,NA,NA,141.25,NA,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1975,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
"33917",NA,"New South Wales",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C23525","Mammalia",359,"Near Mootwingee, New South Wales, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,"Australia","1272781531","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1c070969-4187-4c43-a166-ef410d5dfc26",1,NA,NA,"NMV",NA,NA,NA,"AU",1272781531,"Animalia",1,NA,"2016-08-19T07:34:04.106+0000","2016-08-03T15:25:01.068+0000","2016-06-21T15:09:12.006+0000",-31.28,NA,NA,NA,NA,NA,"Near Mootwingee",NA,NA,NA,142.3,NA,NA,NA,NA,"1c070969-4187-4c43-a166-ef410d5dfc26",NA,NA,"Diprotodontia",1452,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","T F. Flannery",NA,NA,NA,NA,"Macropus giganteus Shaw, 1790",NA,"Macropus giganteus",5219981,"giganteus",NA,NA,5219981,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Eastern Grey Kangaroo",1975,2016-08-25,41513,"Macropus giganteus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",135.838325272,204.644168613,TRUE
