"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferenceProtocol","georeferenceRemarks","georeferenceVerificationStatus","higherClassification","higherGeography","http://unknown.org/occurrenceDetails","http://unknown.org/organismID","identificationID","identifiedBy","identifier","individualCount","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationRemarks","lon","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate"
"230",NA,"Northern Territory",NA,NA,"PRESERVED_SPECIMEN","M.47325.001","Mammalia",359,"Northern Territory, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"2003-11-04T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210416",NA,NA,"Macropodidae",9372,"Australia","1101230093","Macropus","Macropus",2440171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4411744c-e48f-4070-b356-668601cd43fa",NA,"AM",NA,"AU",1101230093,"Animalia",1,NA,"2016-08-19T08:07:06.159+0000","2016-08-04T14:21:53.579+0000","2016-03-12T00:31:42.965+0000",NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Northern Territory, Ex captive (Territory Wildlife Park, Berry Springs) 04/11/2003 - 04/11/2003, Territory Wildlife Park(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Accession"";",NA,NA,11,NA,"4411744c-e48f-4070-b356-668601cd43fa",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Territory Wildlife Park",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"231",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN","M.47369.002","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,"2003-11-26T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210473",NA,NA,"Macropodidae",9372,"Australia","1101230260","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"275df547-e090-4d93-a663-b2ee9c8a40be",NA,"AM",NA,"AU",1101230260,"Animalia",1,NA,"2016-08-19T08:07:06.181+0000","2016-08-04T14:22:34.848+0000","2016-03-12T00:31:43.005+0000",-18.216,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Mt Surprise (18° 13' 00"" S, 144° 22' 00"" E) 26/11/2003 - 26/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Road kill, A"";",144.366,NA,11,NA,"275df547-e090-4d93-a663-b2ee9c8a40be",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"232",NA,"Northern Territory",NA,NA,"PRESERVED_SPECIMEN","M.47338.003","Mammalia",359,"Northern Territory, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,"2003-11-14T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210431",NA,NA,"Macropodidae",9372,"Australia","1101230235","Macropus","Macropus",2440171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2a0b1d45-699d-4758-812f-51442fddc3ac",NA,"AM",NA,"AU",1101230235,"Animalia",1,NA,"2016-08-19T08:07:06.165+0000","2016-08-04T14:21:53.482+0000","2016-03-12T00:31:42.975+0000",NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Northern Territory, Ex captive 14/11/2003 - 14/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Animal in care (wildlife carers), Acc"";",NA,NA,11,NA,"2a0b1d45-699d-4758-812f-51442fddc3ac",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"233",NA,"Northern Territory",NA,NA,"PRESERVED_SPECIMEN","M.47362.001","Mammalia",359,"Northern Territory, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"2003-11-04T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210414",NA,NA,"Macropodidae",9372,"Australia","1101230315","Macropus","Macropus",2440171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c7f0ae60-8de9-42b2-9459-bf2a3b1f5db1",NA,"AM",NA,"AU",1101230315,"Animalia",1,NA,"2016-08-19T08:07:06.178+0000","2016-08-04T14:21:53.458+0000","2016-03-12T00:31:43.051+0000",NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Northern Territory, Ex captive 04/11/2003 - 04/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Animal in care (wildlife carers), Acc"";",NA,NA,11,NA,"c7f0ae60-8de9-42b2-9459-bf2a3b1f5db1",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"234",NA,"Northern Territory",NA,NA,"PRESERVED_SPECIMEN","M.47327.002","Mammalia",359,"Northern Territory, Australia","Mammalogy",NA,NA,0.001,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"2003-11-04T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210418",NA,NA,"Macropodidae",9372,"Australia","1101230109","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"163c35a7-2d55-4d4a-a47f-70d86daa32d3",NA,"AM",NA,"AU",1101230109,"Animalia",1,NA,"2016-08-19T08:07:06.160+0000","2016-08-04T14:22:13.435+0000","2016-03-12T00:31:42.986+0000",-13.5,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Northern Territory, Litchfield National Park, Wongi Falls (13° 30' 00"" S, 130° 36' 00"" E) 04/11/2003 - 04/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australi"";",130.6,NA,11,NA,"163c35a7-2d55-4d4a-a47f-70d86daa32d3",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"235",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN","M.47315.002","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"2003-11-08T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210397",NA,NA,"Macropodidae",9372,"Australia","1101230158","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"220e64d3-1dfa-4224-b9f9-c100fab173ef",NA,"AM",NA,"AU",1101230158,"Animalia",1,NA,"2016-08-19T08:07:06.156+0000","2016-08-04T14:22:36.469+0000","2016-03-12T00:31:43.005+0000",-18.116,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Rocky Springs (18° 07' 00"" S, 144° 26' 00"" E) 08/11/2003 - 08/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Road kill,"";",144.433,NA,11,NA,"220e64d3-1dfa-4224-b9f9-c100fab173ef",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"236",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN","M.47369.003","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,"2003-11-26T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210473",NA,NA,"Macropodidae",9372,"Australia","1101230263","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"b547250e-4796-4e87-932f-000cc6845ed8",NA,"AM",NA,"AU",1101230263,"Animalia",1,NA,"2016-08-19T08:07:06.177+0000","2016-08-04T14:22:36.455+0000","2016-03-12T00:31:43.021+0000",-18.216,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Mt Surprise (18° 13' 00"" S, 144° 22' 00"" E) 26/11/2003 - 26/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Road kill, A"";",144.366,NA,11,NA,"b547250e-4796-4e87-932f-000cc6845ed8",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"237",NA,"Northern Territory",NA,NA,"PRESERVED_SPECIMEN","M.47327.001","Mammalia",359,"Northern Territory, Australia","Mammalogy",NA,NA,0.001,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"2003-11-04T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210418",NA,NA,"Macropodidae",9372,"Australia","1101230106","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"e491634a-4251-49c3-af1e-1441051d8d8a",NA,"AM",NA,"AU",1101230106,"Animalia",1,NA,"2016-08-19T08:07:06.165+0000","2016-08-04T14:22:13.606+0000","2016-03-12T00:31:42.962+0000",-13.5,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Northern Territory, Litchfield National Park, Wongi Falls (13° 30' 00"" S, 130° 36' 00"" E) 04/11/2003 - 04/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australi"";",130.6,NA,11,NA,"e491634a-4251-49c3-af1e-1441051d8d8a",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"238",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN","M.47365.002","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,"2003-11-26T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210473",NA,NA,"Macropodidae",9372,"Australia","1101230218","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"51cbab2e-a902-45e3-ac0a-ad4ebade5202",NA,"AM",NA,"AU",1101230218,"Animalia",1,NA,"2016-08-19T08:07:06.174+0000","2016-08-04T14:22:35.244+0000","2016-03-12T00:31:42.989+0000",-18.216,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Mt Surprise (18° 13' 00"" S, 144° 22' 00"" E) 26/11/2003 - 26/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Road kill, A"";",144.366,NA,11,NA,"51cbab2e-a902-45e3-ac0a-ad4ebade5202",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"239",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN","M.47370.003","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,"2003-11-26T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210473",NA,NA,"Macropodidae",9372,"Australia","1101230274","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8d566357-fbeb-41c4-8c74-5cf4698d181c",NA,"AM",NA,"AU",1101230274,"Animalia",1,NA,"2016-08-19T08:07:06.180+0000","2016-08-04T14:22:35.038+0000","2016-03-12T00:31:43.009+0000",-18.216,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Mt Surprise (18° 13' 00"" S, 144° 22' 00"" E) 26/11/2003 - 26/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Road kill, A"";",144.366,NA,11,NA,"8d566357-fbeb-41c4-8c74-5cf4698d181c",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"240",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN","M.47363.003","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,"2003-11-30T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210470",NA,NA,"Macropodidae",9372,"Australia","1101230323","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22d8cbf1-7bb5-4a00-b2aa-94a357bc5a12",NA,"AM",NA,"AU",1101230323,"Animalia",1,NA,"2016-08-19T08:07:06.173+0000","2016-08-04T14:22:34.929+0000","2016-03-12T00:31:42.995+0000",-18.216,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Mt Surprise (18° 13' 00"" S, 144° 22' 00"" E) 30/11/2003 - 30/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Road kill, A"";",144.366,NA,11,NA,"22d8cbf1-7bb5-4a00-b2aa-94a357bc5a12",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"241",NA,"Northern Territory",NA,NA,"PRESERVED_SPECIMEN","M.47324.001","Mammalia",359,"Northern Territory, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"2003-11-04T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210414",NA,NA,"Macropodidae",9372,"Australia","1101230086","Macropus","Macropus",2440171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eebb6cb4-d924-403b-be5c-b407ebb35956",NA,"AM",NA,"AU",1101230086,"Animalia",1,NA,"2016-08-19T08:07:06.160+0000","2016-08-04T14:21:53.633+0000","2016-03-12T00:31:42.953+0000",NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Northern Territory, Ex captive 04/11/2003 - 04/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Animal in care (wildlife carers), Acc"";",NA,NA,11,NA,"eebb6cb4-d924-403b-be5c-b407ebb35956",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"242",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN","M.47315.003","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"2003-11-08T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210397",NA,NA,"Macropodidae",9372,"Australia","1101230160","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8ba7ac2d-3091-4e59-b152-4cb94b13165f",NA,"AM",NA,"AU",1101230160,"Animalia",1,NA,"2016-08-19T08:07:06.162+0000","2016-08-04T14:22:34.559+0000","2016-03-12T00:31:42.958+0000",-18.116,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Rocky Springs (18° 07' 00"" S, 144° 26' 00"" E) 08/11/2003 - 08/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Road kill,"";",144.433,NA,11,NA,"8ba7ac2d-3091-4e59-b152-4cb94b13165f",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"243",NA,"Northern Territory",NA,NA,"PRESERVED_SPECIMEN","M.47324.002","Mammalia",359,"Northern Territory, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,"2003-11-04T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210414",NA,NA,"Macropodidae",9372,"Australia","1101230090","Macropus","Macropus",2440171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6b7f76b0-37ed-44ce-9900-598a622ebcc9",NA,"AM",NA,"AU",1101230090,"Animalia",1,NA,"2016-08-19T08:07:06.165+0000","2016-08-04T14:21:53.588+0000","2016-03-12T00:31:42.956+0000",NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Northern Territory, Ex captive 04/11/2003 - 04/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Animal in care (wildlife carers), Acc"";",NA,NA,11,NA,"6b7f76b0-37ed-44ce-9900-598a622ebcc9",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"244",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN","M.47315.001","Mammalia",359,"Queensland, Australia","Mammalogy",NA,NA,0.001,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,"2003-11-08T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210397",NA,NA,"Macropodidae",9372,"Australia","1101230156","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5deb277a-4808-40bd-a333-ffa09aa25afb",NA,"AM",NA,"AU",1101230156,"Animalia",1,NA,"2016-08-19T08:07:06.161+0000","2016-08-04T14:22:36.064+0000","2016-03-12T00:31:42.991+0000",-18.116,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Queensland, Rocky Springs (18° 07' 00"" S, 144° 26' 00"" E) 08/11/2003 - 08/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Road kill,"";",144.433,NA,11,NA,"5deb277a-4808-40bd-a333-ffa09aa25afb",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
"245",NA,"Northern Territory",NA,NA,"PRESERVED_SPECIMEN","M.47345.001","Mammalia",359,"Northern Territory, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,"2003-11-23T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1210434",NA,NA,"Macropodidae",9372,"Australia","1101230208","Macropus","Macropus",2440171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"800a6716-0dc1-4b72-a07a-5bbafbfe49dc",NA,"AM",NA,"AU",1101230208,"Animalia",1,NA,"2016-08-19T08:07:06.170+0000","2016-08-04T14:21:53.574+0000","2016-03-12T00:31:42.989+0000",NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Northern Territory, Ex captive 23/11/2003 - 23/11/2003, Ritchie, Dr. Euan - Deakin University - School of Life and Environmental Sciences(Collector), Eldridge, Dr. Mark D. B. - Australian Museum(Presenter), Animal in care (wildlife carers), Acc"";",NA,NA,11,NA,"800a6716-0dc1-4b72-a07a-5bbafbfe49dc",NA,NA,"Diprotodontia",1452,NA,NA,"Chordata",44,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ritchie, Dr Euan - Deakin University - School of Life and Environmental Sciences",NA,NA,NA,NA,"Macropus antilopinus (Gould, 1841)",NA,"Macropus antilopinus",5219988,"antilopinus",NA,NA,5219988,"SPECIES",NA,NA,NA,NA,NA,NA,"Antilopine Wallaroo",2003,2016-08-25
