"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEpochOrLowestSeries","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","verbatimCoordinateSystem","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"27192",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M19316","Mammalia",359,"Struan, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-02-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500865129","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper&Long",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500865129,"Animalia",1,NA,"2013-09-07T07:22:24.000+0000","2016-08-04T15:41:12.578+0000",NA,-37.1711,NA,NA,"Struan",NA,NA,NA,140.61138,NA,2,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Whinson A.C.",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1997,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",18.4480694118,3.26217133431,TRUE
"27255",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M19380","Mammalia",359,"Hesonslea Homestead, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-02-11T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500865342","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500865342,"Animalia",1,NA,"2013-09-07T07:22:24.000+0000","2016-08-04T15:41:11.664+0000",NA,-37.66611,NA,NA,"Hesonslea Homestead",NA,NA,NA,140.67388,NA,2,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Foulkes J.",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1997,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",18.4480694118,3.26217133431,TRUE
"27303",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M19313","Mammalia",359,"Lucindale, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-02-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500865119","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper&Long",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500865119,"Animalia",1,NA,"2013-09-07T07:22:24.000+0000","2016-08-04T15:41:11.537+0000",NA,-37.12249,NA,NA,"Lucindale",NA,NA,NA,140.32054,NA,2,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Daniel M.",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1997,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",18.4480694118,3.26217133431,TRUE
"27348",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M19315","Mammalia",359,"Moreview, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-03-04T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500865126","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper&Long",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500865126,"Animalia",1,NA,"2013-09-07T07:22:24.000+0000","2016-08-04T15:41:12.499+0000",NA,-36.74555,NA,NA,"Moreview",NA,NA,NA,140.01611,NA,3,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1997,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",18.4480694118,3.26217133431,TRUE
"27666",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM14495","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.0045,500,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-11-13T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066623542","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28f38c0a-50b6-4a8e-8c9b-485e779f84a0",NA,NA,NA,"QM",NA,NA,NA,"AU",1066623542,"Animalia",1,NA,"2015-10-19T05:51:15.096+0000","2016-08-04T10:56:39.770+0000","2015-04-30T09:48:36.955+0000",-25.41028,NA,NA,"-",NA,NA,NA,149.96306,NA,11,NA,NA,"28f38c0a-50b6-4a8e-8c9b-485e779f84a0",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked wallaby",NA,1996,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"27678",NA,"Tasmania",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"A1585","Mammalia",359,"Sea Elephant Road, King Island, Tasmania, Australia","Mammalogy",NA,NA,NA,10000,"Australia",NA,"4ffe66a0-6c8b-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","500732952","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1c6bf6c2-ee51-439c-abff-38cdb8737834",NA,NA,NA,"TMAG",NA,NA,NA,"AU",500732952,"Animalia",1,NA,"2016-08-19T07:18:28.005+0000","2016-08-03T23:08:07.638+0000","2015-05-13T22:01:33.303+0000",-39.8886274823283,NA,NA,"Sea Elephant Road, King Island",NA,NA,NA,144.051042303993,NA,NA,NA,NA,"1c6bf6c2-ee51-439c-abff-38cdb8737834",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8a226609-56b9-4b87-a0a2-767c38edd572","Don Hird",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Bennetts wallaby",NA,1996,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"King Island","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",1.71618007496,0.114925147123,TRUE
"27702",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM10907","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-03-20T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066619983","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bdf51b52-020c-4d35-bceb-0baadbb48fe2",NA,NA,NA,"QM",NA,NA,NA,"AU",1066619983,"Animalia",1,NA,"2015-10-19T05:51:14.512+0000","2016-08-04T10:56:57.221+0000","2015-04-30T09:48:34.399+0000",-27.56667,NA,NA,"-",NA,NA,NA,153.16667,NA,3,NA,NA,"bdf51b52-020c-4d35-bceb-0baadbb48fe2",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked wallaby",NA,1995,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"27739",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.32165","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-05-24T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4016512",NA,NA,"Macropodidae",9372,NA,"Australia","1101212108","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f117956-f605-4c71-a7c4-4cb221c732bd",NA,NA,NA,"AM",NA,NA,NA,"AU",1101212108,"Animalia",1,NA,"2016-08-19T08:07:03.044+0000","2016-08-04T14:23:26.545+0000","2015-07-17T07:03:21.886+0000",-32.1,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Nabiac, Minnaburra Rd (32° 06' S, 152° 23' E) 24/05/1995 - 24/05/1995"";",152.383,NA,5,NA,NA,"5f117956-f605-4c71-a7c4-4cb221c732bd",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","FAWNA",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1995,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"27823",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.32169","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-01-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4016509",NA,NA,"Macropodidae",9372,NA,"Australia","1101212123","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54f89350-478c-4ffe-a562-be1edf516829",NA,NA,NA,"AM",NA,NA,NA,"AU",1101212123,"Animalia",1,NA,"2016-08-19T08:07:03.049+0000","2016-08-04T14:23:25.036+0000","2015-07-17T07:03:21.920+0000",-31.966,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Old Bar, Old Bar Rd (31° 58' S, 152° 32' E) 1995 - 1995"";",152.533,NA,NA,NA,NA,"54f89350-478c-4ffe-a562-be1edf516829",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","FAWNA",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1995,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"27836",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM10534","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.01667,1000,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994-03-30T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066619565","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3a96425d-dd3e-4b55-b156-a2ec31135933",NA,NA,NA,"QM",NA,NA,NA,"AU",1066619565,"Animalia",1,NA,"2015-10-19T05:51:14.410+0000","2016-08-04T10:56:58.651+0000","2015-04-30T09:48:34.160+0000",-27.6485398358566,NA,NA,"-",NA,NA,NA,152.884125052667,NA,3,NA,NA,"3a96425d-dd3e-4b55-b156-a2ec31135933",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked wallaby",NA,1994,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"28274",NA,"Victoria",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 29888","Mammalia",359,"Approx. 20 km NW of Portland, on Nelson-Portland Rd, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992-03-18T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","479734035","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479734035,"Animalia",1,NA,"2013-09-07T07:20:05.000+0000","2016-08-03T15:24:06.199+0000",NA,-38.22,NA,NA,"Approx. 20 km NW of Portland, on Nelson-Portland Rd",NA,NA,NA,141.43,NA,3,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1992,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",18.4480694118,3.26217133431,TRUE
"28393",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM9964","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992-12-13T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066632745","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"eef14230-c610-42c4-a8b8-c3ff88606b9f",NA,NA,NA,"QM",NA,NA,NA,"AU",1066632745,"Animalia",1,NA,"2015-10-19T05:51:17.176+0000","2016-08-04T10:56:49.641+0000","2015-04-30T09:48:44.236+0000",-27.25,NA,NA,"-",NA,NA,NA,152.41667,NA,12,NA,NA,"eef14230-c610-42c4-a8b8-c3ff88606b9f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked wallaby",NA,1992,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"28644",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM7615","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-01-25T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066630169","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d8ad09e9-b733-42a3-8ad5-f41172b5783c",NA,NA,NA,"QM",NA,NA,NA,"AU",1066630169,"Animalia",1,NA,"2015-10-19T05:51:16.791+0000","2016-08-04T10:56:43.062+0000","2015-04-30T09:48:42.259+0000",-25.73333,NA,NA,"-",NA,NA,NA,152.58333,NA,1,NA,NA,"d8ad09e9-b733-42a3-8ad5-f41172b5783c",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked wallaby",NA,1990,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"28687",NA,"Tasmania",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 32676","Mammalia",359,"Flinders Is, Patriarchs Reserve, Tasmania, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987-03-21T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","479745111","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479745111,"Animalia",1,NA,"2013-09-07T07:20:06.000+0000","2016-08-03T15:24:06.018+0000",NA,-39.98,NA,NA,"Flinders Is, Patriarchs Reserve",NA,NA,NA,148.18,NA,3,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1987,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"Flinders Island","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",2.61498701674,0.144468505286,TRUE
"28699",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.18921","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987-11-10T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4010563",NA,NA,"Macropodidae",9372,NA,"Australia","1101194206","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97acb7ee-99f4-4076-b6ea-154b7899c491",NA,NA,NA,"AM",NA,NA,NA,"AU",1101194206,"Animalia",1,NA,"2016-08-19T08:07:00.104+0000","2016-08-04T14:23:57.061+0000","2015-07-17T07:02:11.999+0000",-34,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Cocoparra, 35 km NE of Griffith, 17 km W of Rankin Springs (34° 00' S, 146° 12' E) 10/11/1987 - 10/11/1987, Field Collected - Terrestrial"";",146.2,NA,11,NA,NA,"97acb7ee-99f4-4076-b6ea-154b7899c491",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Cruikshank, D",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1987,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",1.66200136043,0.167632573789,TRUE
