"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEpochOrLowestSeries","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","verbatimCoordinateSystem","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"29608",NA,"Victoria",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C8728","Mammalia",359,"21.2 km along Wangarabelle-Wroxham Road from Princes Highway, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-03-27T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1272799530","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"268c86f1-5b44-4664-b121-11dc8eb0b63c",1,NA,NA,"NMV",NA,NA,NA,"AU",1272799530,"Animalia",1,NA,"2016-08-19T07:34:18.172+0000","2016-08-03T15:25:25.014+0000","2016-06-21T15:10:13.572+0000",-37.35,NA,NA,"21.2 km along Wangarabelle-Wroxham Road from Princes Highway",NA,NA,NA,149.47,NA,3,NA,NA,"268c86f1-5b44-4664-b121-11dc8eb0b63c",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","A J. Coventry - Museum Victoria; Joan M. Dixon - Museum Victoria",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1969,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"29613",NA,"New South Wales","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03299","Mammalia",359,"SNOWY MTNS HWY, BROWN MOUNTAIN, NEAR NIMMITABEL, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-04-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332040045","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ec92ba20-cf66-4f4e-b43f-d9305148eb13",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040045,"Animalia",1,NA,"2016-08-19T07:26:18.700+0000","2016-08-03T11:46:33.541+0000","2015-04-30T07:14:28.765+0000",-36.6167,NA,NA,"SNOWY MTNS HWY, BROWN MOUNTAIN, NEAR NIMMITABEL",NA,NA,NA,149.3667,NA,4,NA,NA,"ec92ba20-cf66-4f4e-b43f-d9305148eb13",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1969,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"30082",NA,"New South Wales","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M10740","Mammalia",359,"HAYSTACK CREEK, BONALBO, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-05-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332041074","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00abdcd2-3cc7-47fd-824c-e3ed122e3c47",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332041074,"Animalia",1,NA,"2016-08-19T07:26:20.375+0000","2016-08-03T11:46:25.982+0000","2015-04-30T07:14:32.993+0000",-28.6167,NA,NA,"HAYSTACK CREEK, BONALBO",NA,NA,NA,152.5333,NA,5,NA,NA,"00abdcd2-3cc7-47fd-824c-e3ed122e3c47",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1968,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"30356",NA,"Tasmania",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 7851","Mammalia",359,"Emita,Flinders Island, Tasmania, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-06-15T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","479797564","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479797564,"Animalia",1,NA,"2013-09-07T07:20:09.000+0000","2016-08-03T15:24:05.416+0000",NA,-40,NA,NA,"Emita,Flinders Island",NA,NA,NA,147.92,NA,6,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1967,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"Flinders Island","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",2.61498701674,0.144468505286,TRUE
"30370",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J15411","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-07-30T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066613420","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5e31b846-9024-40ec-887d-bef29b663964",NA,NA,NA,"QM",NA,NA,NA,"AU",1066613420,"Animalia",1,NA,"2015-10-19T05:51:13.459+0000","2016-08-04T10:57:04.035+0000","2015-04-30T09:48:29.389+0000",-28.28333,NA,NA,"-",NA,NA,NA,151.65,NA,7,NA,NA,"5e31b846-9024-40ec-887d-bef29b663964",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked wallaby",NA,1967,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"30387",NA,"New South Wales","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03444","Mammalia",359,"EX CAPTAINS FLAT, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-08-14T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332040055","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"784befcc-b58b-413c-9d73-f4ec544af988",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040055,"Animalia",1,NA,"2016-08-19T07:26:18.702+0000","2016-08-03T11:46:32.778+0000","2015-04-30T07:14:28.825+0000",-35.5833,NA,NA,"EX CAPTAINS FLAT",NA,NA,NA,149.45,NA,8,NA,NA,"784befcc-b58b-413c-9d73-f4ec544af988",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1967,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"30425",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C6990","Mammalia",359,"Bondo, New South Wales, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-01-21T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1272797469","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ea8fe70b-8ea3-4d23-b551-fe580598e5a6",1,NA,NA,"NMV",NA,NA,NA,"AU",1272797469,"Animalia",1,NA,"2016-08-19T07:34:14.811+0000","2016-08-03T15:25:16.483+0000","2016-06-21T15:10:09.829+0000",-36.35,NA,NA,"Bondo",NA,NA,NA,149.15,NA,1,NA,NA,"ea8fe70b-8ea3-4d23-b551-fe580598e5a6",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","Unknown",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1966,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"30586",NA,"South Australia","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03017","Mammalia",359,"MILLICENT, South Australia, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.08333,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-10-20T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332040029","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7da94ad7-728a-46ab-bb63-5715cd72cbd2",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040029,"Animalia",1,NA,"2016-08-19T07:26:18.702+0000","2016-08-03T11:46:34.210+0000","2015-04-30T07:14:28.618+0000",-37.4167,NA,NA,"MILLICENT",NA,NA,NA,143.3333,NA,10,NA,NA,"7da94ad7-728a-46ab-bb63-5715cd72cbd2",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1966,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",1.53538142434,0.162462827424,TRUE
"30711",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J15451","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-07-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1066613442","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"274c87de-5cc6-4b67-b546-919b8cfaf59b",NA,NA,NA,"QM",NA,NA,NA,"AU",1066613442,"Animalia",1,NA,"2015-10-19T05:51:13.462+0000","2016-08-04T10:56:46.715+0000","2015-04-30T09:48:29.396+0000",-26.8,NA,NA,"-",NA,NA,NA,150.66667,NA,7,NA,NA,"274c87de-5cc6-4b67-b546-919b8cfaf59b",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked wallaby",NA,1965,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"30890",NA,"New South Wales","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03453","Mammalia",359,"KENMORE AREA, GOULBURN, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-08-02T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","332040062","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9310717a-cd2b-4b98-96eb-c460fc0308af",NA,NA,NA,"ANWC",NA,NA,NA,"AU",332040062,"Animalia",1,NA,"2016-08-19T07:26:18.731+0000","2016-08-03T11:46:31.265+0000","2015-04-30T07:14:28.824+0000",-34.7167,NA,NA,"KENMORE AREA, GOULBURN",NA,NA,NA,149.75,NA,8,NA,NA,"9310717a-cd2b-4b98-96eb-c460fc0308af",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1964,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",77.6090097998,51.9824522749,TRUE
"31018",NA,"Tasmania",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C17434","Mammalia",359,"Florentine Valley, Tasmania, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-02-09T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1272775397","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6f9a81ac-3d79-4ea3-9ae5-9bb35b63de89",1,NA,NA,"NMV",NA,NA,NA,"AU",1272775397,"Animalia",1,NA,"2016-08-19T07:33:51.953+0000","2016-08-03T15:26:05.389+0000","2016-06-21T15:08:48.447+0000",-42.68,NA,NA,"Florentine Valley",NA,NA,NA,146.53,NA,2,NA,NA,"6f9a81ac-3d79-4ea3-9ae5-9bb35b63de89",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","Unknown",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1962,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"Tasmania","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",21.9459843637,5.53653406147,TRUE
"31161",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M6327","Mammalia",359,"Currawong Station, Saudi Arabia","Mammalogy",NA,NA,0.001,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-12-04T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500896634","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500896634,"Animalia",1,NA,"2013-09-07T07:22:28.000+0000","2016-08-04T15:41:06.142+0000",NA,-36.116,NA,NA,"Currawong Station",NA,NA,NA,139.75,NA,12,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1962,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",18.4480694118,3.26217133431,TRUE
"31168",NA,"Tasmania",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"A1225","Mammalia",359,"Florentine Valley, Tasmania, Australia","Mammalogy",NA,NA,NA,10000,"Australia",NA,"4ffe66a0-6c8b-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","500732313","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"306c517c-5d24-484c-9c9f-70a65ae3b2cd",NA,NA,NA,"TMAG",NA,NA,NA,"AU",500732313,"Animalia",1,NA,"2016-08-19T07:18:28.033+0000","2016-08-03T23:08:14.011+0000","2015-05-13T22:01:32.832+0000",-42.628623857024,NA,NA,"Florentine Valley",NA,NA,NA,146.441049277363,NA,NA,NA,NA,"306c517c-5d24-484c-9c9f-70a65ae3b2cd",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8a226609-56b9-4b87-a0a2-767c38edd572","B C Mollision",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Bennetts wallaby",NA,1962,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,"Tasmania","ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",21.9459843637,5.53653406147,TRUE
"31183",NA,"Victoria",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C17456","Mammalia",359,"Glendinning, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961-05-16T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","1272775131","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8dda599f-ca54-4508-ad96-c4cc212c48a8",1,NA,NA,"NMV",NA,NA,NA,"AU",1272775131,"Animalia",1,NA,"2016-08-19T07:33:51.959+0000","2016-08-03T15:25:24.619+0000","2016-06-21T15:08:47.961+0000",-37.32,NA,NA,"Glendinning",NA,NA,NA,141.97,NA,5,NA,NA,"8dda599f-ca54-4508-ad96-c4cc212c48a8",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","Unknown",NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"Red-necked Wallaby",NA,1961,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",2.59778573049,0.365230613916,TRUE
"31218",NA,"Victoria",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 3005","Mammalia",359,"Victoria Valley,Grampians, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961-09-07T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,"Australia","479734249","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479734249,"Animalia",1,NA,"2013-09-07T07:20:05.000+0000","2016-08-03T15:24:06.126+0000",NA,-37.53,NA,NA,"Victoria Valley,Grampians",NA,NA,NA,142.33,NA,9,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,NA,"Macropus rufogriseus (Desmarest, 1817)",NA,"Macropus rufogriseus",2440196,"rufogriseus",NA,NA,2440196,NA,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1961,2016-08-25,40566,"Macropus rufogriseus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",2.59778573049,0.365230613916,TRUE
