"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"886",886,NA,"Texas","Ellis",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14540","Mammalia",359,"no specific locality, Texas, Ellis, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-09-02T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289523,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289523,"Animalia",1,NA,"2016-06-28T07:24:31.050+0000","2016-08-04T15:40:27.391+0000","2015-03-03T13:48:29.353+0000",32.34713,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-96.77514,NA,NA,9,NA,NA,"fc2601f5-3e5d-47a0-a489-9cbe03e4fde5",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"02 September 2011",NA,NA,"Striped Skunk",NA,2011,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"924",924,NA,"Texas","Garza",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14770","Mammalia",359,"1 mi N, 0.8 mi W Post, Hwy 84, Texas, Garza, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.36,NA,NA,NA,"2010-02-19T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289734,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289734,"Animalia",1,NA,"2016-06-28T07:24:31.109+0000","2016-08-04T15:40:27.510+0000","2015-03-03T13:48:29.813+0000",33.20464,NA,NA,NA,NA,NA,NA,NA,NA,"1 mi N, 0.8 mi W Post, Hwy 84",NA,NA,NA,-101.39251,NA,NA,2,NA,NA,"fd019218-d1da-4b33-b453-3ad75ebc4118",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"heart, kidney;liver;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ferguson, Adam W",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,"FEMALE",NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,"1845 ft","19 February 2010","1 mi N, 0.8 mi W Post on Hwy 84, N 33.20464°, W 101.39251°, elev. 1845ft",NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"936",937,NA,"Texas","Wichita",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14425","Mammalia",359,"no specific locality, Texas, Wichita, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-07-28T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289374,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289374,"Animalia",1,NA,"2016-06-28T07:24:30.988+0000","2016-08-04T15:40:27.246+0000","2015-03-03T13:48:29.085+0000",33.99653,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-98.70576,NA,NA,7,NA,NA,"d3876daf-fb7d-4465-acdc-49505e8fedbe",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"28 July 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"940",941,NA,"Texas","Hutchinson",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14532","Mammalia",359,"Texas Department of Health Services, Texas, Hutchinson, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-31T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289469,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289469,"Animalia",1,NA,"2016-06-28T07:24:31.038+0000","2016-08-04T15:40:27.038+0000","2015-03-03T13:48:29.254+0000",31.66553,NA,NA,NA,NA,NA,NA,NA,NA,"Texas Department of Health Services",NA,NA,NA,-99.34577,NA,NA,8,NA,NA,"17d2a51e-0786-42b9-add1-a512ac441542",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"31 August 2010","Hutchinson:",NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"942",943,NA,"Texas","Eastland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14564","Mammalia",359,"no specific locality, Texas, Eastland, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-19T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289503,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289503,"Animalia",1,NA,"2016-06-28T07:24:31.028+0000","2016-08-04T15:40:27.311+0000","2015-03-03T13:48:29.342+0000",32.32718,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-98.83074,NA,NA,8,NA,NA,"bcfff6d5-913d-407e-bd0c-5c3a7898533b",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"19 August 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"950",951,NA,"Texas","Runnels",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14687","Mammalia",359,"no specific locality, Texas, Runnels, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-26T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289618,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289618,"Animalia",1,NA,"2016-06-28T07:24:31.100+0000","2016-08-04T15:40:27.160+0000","2015-03-03T13:48:29.548+0000",31.83081,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-99.97657,NA,NA,8,NA,NA,"b84324f7-284d-49bb-a009-cb8dacd86f11",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"26 August 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"954",955,NA,"Texas","Cameron",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14542","Mammalia",359,"no specific locality, Texas, Cameron, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-16T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289516,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289516,"Animalia",1,NA,"2016-06-28T07:24:31.018+0000","2016-08-04T15:40:25.573+0000","2016-06-28T07:24:31.041+0000",26.12674,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-97.51316,NA,NA,8,NA,NA,"2c378ea9-35b7-41dc-8826-279f08298a6a",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"skull;muscle",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"16 August 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"957",958,NA,"Texas","Cooke",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14428","Mammalia",359,"no specific locality, Texas, Cooke, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-08-03T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289370,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289370,"Animalia",1,NA,"2016-06-28T07:24:30.976+0000","2016-08-04T15:40:27.328+0000","2015-03-03T13:48:29.085+0000",33.66357,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-97.20137,NA,NA,8,NA,NA,"887780e0-e5d0-4665-93a1-d37567c5536b",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"03 August 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"966",967,NA,"Texas","Clay",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14445","Mammalia",359,"no specific locality, Texas, Clay, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-14T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289426,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289426,"Animalia",1,NA,"2016-06-28T07:24:31.018+0000","2016-08-04T15:40:27.428+0000","2015-03-03T13:48:29.182+0000",33.80261,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-98.1893,NA,NA,9,NA,NA,"f9080c36-fe3b-464c-8ce9-737cd24ce80f",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"14 September 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"978",979,NA,"Texas","Wise",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14508","Mammalia",359,"no specific locality, Texas, Wise, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-03T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289451,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289451,"Animalia",1,NA,"2016-06-28T07:24:31.024+0000","2016-08-04T15:40:27.661+0000","2015-03-03T13:48:29.219+0000",33.21827,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-97.64452,NA,NA,9,NA,NA,"166f29b0-c166-4294-b03a-c85e478efe3d",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"03 September 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"981",982,NA,"Texas","Cherokee",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14688","Mammalia",359,"no specific locality, Texas, Cherokee, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-06T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289626,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289626,"Animalia",1,NA,"2016-06-28T07:24:31.071+0000","2016-08-04T15:40:27.159+0000","2015-03-03T13:48:29.584+0000",31.82901,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-95.15962,NA,NA,9,NA,NA,"2519af1a-ba0b-484d-8a67-5e361df6ae10",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"06 September 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"992",993,NA,"Texas","Val Verde",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14534","Mammalia",359,"no specific locality, Texas, Val Verde, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-09-06T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289461,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289461,"Animalia",1,NA,"2016-06-28T07:24:31.017+0000","2016-08-04T15:40:26.254+0000","2015-03-03T13:48:29.240+0000",29.82697,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-101.20208,NA,NA,9,NA,NA,"c2468cff-f196-430d-9908-711dbab13519",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"06 September 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1003",1004,NA,"Texas","Hansford",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14632","Mammalia",359,"no specific locality, Texas, Hansford, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-15T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289581,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289581,"Animalia",1,NA,"2016-06-28T07:24:31.050+0000","2016-08-04T15:40:27.647+0000","2015-03-03T13:48:29.470+0000",36.27989,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-101.35255,NA,NA,10,NA,NA,"7c830300-b54a-4f3a-a729-add9a6a07fe1",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"15 October 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
