"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1007",1008,NA,"Texas","Coryell",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14518","Mammalia",359,"no specific locality, Texas, Coryell, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-13T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289471,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289471,"Animalia",1,NA,"2016-06-28T07:24:31.018+0000","2016-08-04T15:40:26.811+0000","2015-03-03T13:48:29.256+0000",31.38488,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-97.80003,NA,NA,10,NA,NA,"22876f32-140a-49dc-9523-35e0595dccf1",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"13 October 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1008",1009,NA,"Texas","Upshur",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14517","Mammalia",359,"no specific locality, Texas, Upshur, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-11T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289474,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289474,"Animalia",1,NA,"2016-06-28T07:24:31.029+0000","2016-08-04T15:40:27.225+0000","2015-03-03T13:48:29.259+0000",32.73928,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-94.92781,NA,NA,10,NA,NA,"68b806b3-cd97-48ab-acc9-e4b9afac2611",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"11 October 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1012",1013,NA,"Texas","Ector",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14510","Mammalia",359,"no specific locality, Texas, Ector, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-11T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289459,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289459,"Animalia",1,NA,"2016-06-28T07:24:31.008+0000","2016-08-04T15:40:27.331+0000","2015-03-03T13:48:29.235+0000",31.85948,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-102.53863,NA,NA,10,NA,NA,"8bb3a8db-3b2e-44bb-9bd1-7e01d5206ed2",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"11 October 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1014",1015,NA,"Texas","Hood",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14638","Mammalia",359,"no specific locality, Texas, Hood, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-26T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289563,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289563,"Animalia",1,NA,"2016-06-28T07:24:31.059+0000","2016-08-04T15:40:27.231+0000","2015-03-03T13:48:29.428+0000",32.43965,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-97.83859,NA,NA,10,NA,NA,"d67bff0b-fbe3-4b81-b9b5-299e9d072551",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"26 October 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1019",1020,NA,"Texas","Gregg",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14414","Mammalia",359,"no specific locality, Texas, Gregg, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-07T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289367,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289367,"Animalia",1,NA,"2016-06-28T07:24:30.981+0000","2016-08-04T15:40:27.535+0000","2015-03-03T13:48:29.059+0000",32.4693,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-94.79262,NA,NA,10,NA,NA,"fb7fcce4-60de-481d-ab33-88ffdc5b6ec7",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"07 October 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1033",1034,NA,"Texas","Hunt",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14409","Mammalia",359,"no specific locality, Texas, Hunt, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-05T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289352,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289352,"Animalia",1,NA,"2016-06-28T07:24:30.968+0000","2016-08-04T15:40:27.193+0000","2015-03-03T13:48:29.047+0000",33.13572,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-96.07412,NA,NA,10,NA,NA,"d1762253-0b5b-4aaf-a4da-f5fd12761a99",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"05 October 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1036",1037,NA,"Texas","Washington",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14511","Mammalia",359,"no specific locality, Texas, Washington, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-07T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289473,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289473,"Animalia",1,NA,"2016-06-28T07:24:31.020+0000","2016-08-04T15:40:26.117+0000","2015-03-03T13:48:29.254+0000",30.2051,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-96.43393,NA,NA,10,NA,NA,"2b437a7d-fc70-4749-b901-e44b4ac4d2b6",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"07 October 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1069",1070,NA,"Texas","Wood",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"14520","Mammalia",359,"no specific locality, Texas, Wood, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12-29T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061289497,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061289497,"Animalia",1,NA,"2016-06-28T07:24:31.043+0000","2016-08-04T15:40:27.397+0000","2015-03-03T13:48:29.323+0000",32.78984,NA,NA,NA,NA,NA,NA,NA,NA,"no specific locality",NA,NA,NA,-95.38271,NA,NA,12,NA,NA,"0397ba10-f71a-4d25-afae-4326884e6953",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"muscle;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Texas Department of State Health Services",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"29 December 2010",NA,NA,"Striped Skunk",NA,2010,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1071",1072,NA,"California","Contra Costa Co.",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"29900","Mammalia",359,"Moraga, Corliss Drive and Camino Ricardo, California, Contra Costa Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,14,NA,NA,NA,"Weight=800g; Length=930.0 cm. S.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-03-14T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",812143735,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,NA,NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae","North America; USA; California; Contra Costa Co.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CAS:MAM:29900",NA,NA,"occidentalis","CAS",NA,NA,NA,"US",812143735,"Animalia",1,"en","2016-08-09T10:34:02.206+0000","2016-08-04T00:58:23.700+0000","2016-03-29T19:22:56.771+0000",37.84462,NA,NA,NA,NA,NA,NA,NA,NA,"Moraga, Corliss Drive and Camino Ricardo",NA,NA,NA,-122.1347,NA,NA,3,NA,NA,"urn:catalog:CAS:MAM:29900","Weight taken on 21 September 2011. Total length: 525mm; Tail: 225mm; Hind foot: 74mm; Ear: 23mm. Found circling in road, hit by car.",NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"SL; TISSUE",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","Lindsay Wildlife Museum","LWM#360",NA,NA,NA,NA,NA,"Mephitis mephitis subsp. occidentalis Baird, 1858",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",73,NA,6164436,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"14 March 2009",NA,NA,NA,NA,2009,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1084",1085,"http://www.vertnet.org/resources/norms.html","New Mexico","San Juan County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"127526","Mammalia",359,"In arroyo coming south off the south bench, south of ruins and farmer's ditch, New Mexico, San Juan County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2002-03-21T00:00:00.000+0000",27,NA,NA,NA,"sex=recorded as unknown ; endoparasite examination=no ; ectoparasite examination=no",NA,NA,NA,NA,NA,1746,0,331,NA,"2009-11-27T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1145156225,"Mephitis","Mephitis",5219379,"WGS84",NA,"MSB Division of Mammals Staff (2013 - 2014)","2014-04-07 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, New Mexico, San Juan County, Aztec Ruins National Monument",NA,NA,NA,NA,"A",NA,NA,"student","MSB Division of Mammals Staff (2013 - 2014)","http://arctos.database.museum/guid/MSB:Mamm:127526?seid=2343448",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145156225,"Animalia",1,"en","2016-07-28T04:55:27.197+0000","2016-08-04T12:18:44.923+0000","2016-06-24T04:32:51.065+0000",36.83562,NA,NA,NA,NA,NA,NA,NA,NA,"In arroyo coming south off the south bench, south of ruins and farmer's ditch","MSB Division of Mammals Staff (2013 - 2014)",NA,"UTM: 12S 0767267 4080830",-108.00302,NA,NA,11,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:127526?seid=2343448","no body, tag: 243 ARZU (Incorrect)",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:127526",NA,"NK=230971; USGS: U.S. Geological Survey=127526; original identifier=AZRU 13753; preparator number=CAR 4957",NA,NA,"Chordata",44,"skull; muscle (frozen)","<i>Mephitis mephitis</i> (accepted ID) identified by MSB Division of Mammals Staff (2013 - 2014) on 2002-03-21; method: student","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Larisa E. Harding; Preparator(s): MSB Division of Mammals Staff (2013 - 2014)",NA,"http://arctos.database.museum/guid/MSB:Mamm:127526",NA,"http://arctosdb.org/home/data/",NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,NA,NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"21 Mar 2014","New Mexico: San Juan Co., Aztec Ruins NM, in arroyo coming S of the S bench S of ruins and Farmer's Ditch",NA,NA,NA,2009,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1088",1089,NA,"Texas","Val Verde",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"13667","Mammalia",359,"4.5 mi NE Juno, RR 189, Texas, Val Verde, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.54,NA,NA,NA,"2008-02-15T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061288651,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061288651,"Animalia",1,NA,"2016-06-28T07:24:30.681+0000","2016-08-04T15:40:26.383+0000","2015-03-03T13:48:27.472+0000",30.17903,NA,NA,NA,NA,NA,NA,NA,NA,"4.5 mi NE Juno, RR 189",NA,NA,NA,-101.04626,NA,NA,2,NA,NA,"f9a8a151-d4c4-48d9-ae53-c5c3ad92e511",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"heart, kidney;liver;skin, skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Ferguson, Adam W",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,"MALE",NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,"530 m","15 February 2008","RR 189, 4.5 mi NE Juno, N 30.17903°, W 101.04626°, 530m elev.",NA,"Striped Skunk",NA,2008,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
"1091",1092,NA,"Texas","Brown",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"13631","Mammalia",359,"Camp Bowie, Texas, Brown, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008-03-19T00:00:00.000+0000",NA,NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1061288580,"Mephitis","Mephitis",5219379,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061288580,"Animalia",1,NA,"2016-06-28T07:24:30.668+0000","2016-08-04T15:40:26.469+0000","2015-03-03T13:48:27.285+0000",31.62374,NA,NA,NA,NA,NA,NA,NA,NA,"Camp Bowie",NA,NA,NA,-98.89255,NA,NA,3,NA,NA,"28eaba57-8734-400b-83ce-d615e24a2392",NA,NA,"Carnivora",732,NA,NA,NA,NA,NA,"Chordata",44,"heart, kidney;liver;skin, skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Dowler, Robert C",NA,NA,NA,NA,NA,NA,"Mephitis mephitis (Schreber, 1776)",NA,"FEMALE",NA,"Mephitis mephitis",5219380,"mephitis",NA,NA,5219380,NA,"SPECIES",NA,NA,NA,NA,NA,NA,"19 March 2008","Camp Bowie, 14R 0510193, 3498717",NA,"Striped Skunk",NA,2008,"2016-08-10",41635,"Mephitis mephitis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",597.384814797,1399.62348233,TRUE
