"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"33347",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 25129","Mammalia",359,"Cuthero Station, New South Wales, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1961-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","479698320","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479698320,"Animalia",1,NA,"2013-09-07T07:20:02.000+0000","2016-08-03T15:24:06.563+0000",NA,-33.03,NA,NA,NA,NA,NA,NA,"Cuthero Station",NA,NA,NA,142.37,NA,NA,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33388",NA,"Queensland","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M23816","Mammalia",359,"GILRUTH PLAINS STATION, C.50 KM E OF CUNNAMULLA, Queensland, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1960-07-27T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332042183","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d81f7044-2f40-4018-bffd-3362f8d67682",NA,NA,"ANWC",NA,NA,NA,"AU",332042183,"Animalia",1,NA,"2016-08-19T07:26:24.744+0000","2016-08-03T11:46:24.472+0000","2015-04-30T07:14:40.062+0000",-28.0833,NA,NA,NA,NA,NA,NA,"GILRUTH PLAINS STATION, C.50 KM E OF CUNNAMULLA",NA,NA,NA,146.1833,NA,NA,7,NA,"d81f7044-2f40-4018-bffd-3362f8d67682",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1960,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33469",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M06200","Mammalia",359,"Saudi Arabia","Mammalogy",NA,NA,NA,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1958-05-05T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","691276583","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",691276583,"Animalia",1,NA,"2013-09-07T07:16:37.000+0000","2016-08-04T15:41:41.993+0000",NA,-31.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.383,NA,NA,5,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Crampton M.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1958,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33477","http://www.vertnet.org/resources/norms.html","South Australia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"124396","Mammalia",359,"Willochra Rd., between Guorn and Hawker, South Australia, Australia, OCEANIA","Mammal specimens","urn:lsid:biocol.org:col:34904","OCEANIA",NA,33756,"Australia",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",21,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,"172",NA,"1958-06-21T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1145692498","Macropus","Macropus",2440171,"WGS84",NA,"Vygandas Relys","2003-10-10 00:00:00.0","MaNIS georeferencing guidelines",NA,"ArcView GNS data","unverified","Animalia Chordata Mammalia Diprotodontia Macropodidae Macropodinae","Australia, Australia, South Australia",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:124396?seid=1355843",1,NA,"MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"AU",1145692498,"Animalia",1,"en","2016-08-09T09:37:51.786+0000","2016-08-09T09:38:21.572+0000","2016-08-09T09:37:52.121+0000",-32.14,NA,NA,NA,NA,NA,NA,"Willochra Rd., between Guorn and Hawker","Vygandas Relys",NA,NA,138.24,NA,NA,6,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:124396?seid=1355843","PICKUP",NA,"Diprotodontia",1452,"http://arctos.database.museum/guid/MVZ:Mamm:124396","collector number=4913",NA,"Chordata",44,"skull","<i>Macropus rufus rufus</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Reuben A. Stirton","4913","http://arctos.database.museum/guid/MVZ:Mamm:124396","http://creativecommons.org/publicdomain/zero/1.0/",NA,"Macropus rufus (Desmarest, 1822)","MALE","Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,"21 Jun 1958","Willochra Rd., Betw.Guorn and Hawker",NA,NA,NA,1958,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33484","http://www.vertnet.org/resources/norms.html","South Australia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"124395","Mammalia",359,"Main N Rd., 5 mi S Parachilna, South Australia, Australia, OCEANIA","Mammal specimens","urn:lsid:biocol.org:col:34904","OCEANIA",NA,8574.58,"Australia",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",26,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,"238",NA,"1958-08-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1145692507","Macropus","Macropus",2440171,"WGS84",NA,"Vygandas Relys","2003-10-10 00:00:00.0","MaNIS georeferencing guidelines",NA,"ArcView GNS data","unverified","Animalia; Chordata; Mammalia; Diprotodontia; Macropodidae; Macropodinae;","Australia, Australia, South Australia",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:124395?seid=1326115",1,NA,"MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"AU",1145692507,"Animalia",1,"en","2016-08-09T09:37:51.786+0000","2016-08-09T09:38:21.675+0000","2016-08-09T09:37:52.142+0000",-31.21,NA,NA,NA,NA,NA,NA,"Main N Rd., 5 mi S Parachilna","Vygandas Relys",NA,NA,138.4,NA,NA,8,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:124395?seid=1326115","PICKUP",NA,"Diprotodontia",1452,"http://arctos.database.museum/guid/MVZ:Mamm:124395","collector number=5012",NA,"Chordata",44,"skull","<i>Macropus rufus rufus</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Reuben A. Stirton","5012","http://arctos.database.museum/guid/MVZ:Mamm:124395","http://creativecommons.org/publicdomain/zero/1.0/",NA,"Macropus rufus (Desmarest, 1822)","MALE","Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,"26 Aug 1958","Main N Rd., 5 mi S Parachilna",NA,NA,NA,1958,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33486",NA,"Nt",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U2581","Mammalia",359,"Willowra Station, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1958-08-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085843833","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"866cded0-13cd-4cc3-9b7a-b9c8c7c076f8",NA,NA,"MAGNT",NA,NA,NA,"AU",1085843833,"Animalia",1,NA,"2016-08-19T07:37:39.503+0000","2016-08-04T02:31:10.622+0000","2015-05-13T22:31:13.582+0000",-20.91667,NA,NA,NA,NA,NA,NA,"Willowra Station",NA,NA,NA,132.51667,NA,NA,8,NA,"866cded0-13cd-4cc3-9b7a-b9c8c7c076f8",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1958,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33495",NA,"Nt",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U8521","Mammalia",359,"Macdonald Downs, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1956-01-20T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085848651","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H.H. Finlayson","5e3e8ee7-a84f-46f3-b01e-f275c8f59b3f",NA,NA,"MAGNT",NA,NA,NA,"AU",1085848651,"Animalia",1,NA,"2016-08-19T07:37:44.769+0000","2016-08-04T02:31:10.915+0000","2015-05-13T22:31:33.114+0000",-22.4,NA,NA,NA,NA,NA,NA,"Macdonald Downs",NA,NA,NA,135.1,NA,NA,1,NA,"5e3e8ee7-a84f-46f3-b01e-f275c8f59b3f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33502",NA,"Western Australia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C8396","Mammalia",359,"Hillside Station, Western Australia, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955-05-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1272798930","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76476d30-7d95-4ac5-838b-38f48c05429d",1,NA,"NMV",NA,NA,NA,"AU",1272798930,"Animalia",1,NA,"2016-08-19T07:34:15.107+0000","2016-08-03T15:24:50.379+0000","2016-06-21T15:10:12.828+0000",-21.72,NA,NA,NA,NA,NA,NA,"Hillside Station",NA,NA,NA,119.4,NA,NA,5,NA,"76476d30-7d95-4ac5-838b-38f48c05429d",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","E H. Ealey",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1955,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33504",NA,"Nt",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U8519","Mammalia",359,"Ranken Plain, Barkly Tableland, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955-12-09T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085848631","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H.H. Finlayson","9ebdc414-0a3d-4342-ba33-3a56a26cc0b6",NA,NA,"MAGNT",NA,NA,NA,"AU",1085848631,"Animalia",1,NA,"2016-08-19T07:37:44.757+0000","2016-08-04T02:31:09.100+0000","2015-05-13T22:31:33.074+0000",-19.38333,NA,NA,NA,NA,NA,NA,"Ranken Plain, Barkly Tableland",NA,NA,NA,136.86667,NA,NA,12,NA,"9ebdc414-0a3d-4342-ba33-3a56a26cc0b6",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33509",NA,"Nt",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U8492","Mammalia",359,"Box Hole, Macdonnell Ranges (East), Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954-02-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085848378","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H.H. Finlayson","9f99646c-dd9d-4bde-af3b-9bdac0f62895",NA,NA,"MAGNT",NA,NA,NA,"AU",1085848378,"Animalia",1,NA,"2016-08-19T07:37:44.757+0000","2016-08-04T02:31:11.883+0000","2015-05-13T22:31:32.464+0000",-23.66667,NA,NA,NA,NA,NA,NA,"Box Hole, Macdonnell Ranges (East)",NA,NA,NA,134.63333,NA,NA,2,NA,"9f99646c-dd9d-4bde-af3b-9bdac0f62895",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33511",NA,"Nt",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U8506","Mammalia",359,"Tarlton Range, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954-03-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085848502","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H.H. Finlayson","d3ed8b70-041b-4785-94e5-0648449fe942",NA,NA,"MAGNT",NA,NA,NA,"AU",1085848502,"Animalia",1,NA,"2016-08-19T07:37:44.750+0000","2016-08-04T02:31:11.324+0000","2015-05-13T22:31:32.759+0000",-22.8,NA,NA,NA,NA,NA,NA,"Tarlton Range",NA,NA,NA,136.8,NA,NA,3,NA,"d3ed8b70-041b-4785-94e5-0648449fe942",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33516","http://vertnet.org/resources/norms.html","New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"010073","Mammalia",359,"Collarenebri, 10 mi E, New South Wales, Australia, OCEANIA","Mammals","urn:lsid:biocol.org:col:34897","OCEANIA",NA,14763,"Australia",NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"235","NATIVE","1954-08-23T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1065352404","Macropus","Macropus",2440171,"WGS84",NA,"David S. Janiger (LACM)",NA,"VertNet Georeferencing Guidelines",NA,"ArcView GNS data","requires verification","Diprotodontia | Macropodidae | Macropus","| Australia | New South Wales |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"381771c2-fa09-4c1e-8532-8beb70d2fcd5",NA,NA,"LACM","urn:lsid:biocol.org:col:34802",NA,NA,"AU",1065352404,"Animalia",1,"en","2015-04-17T15:59:07.528+0000","2016-08-04T02:40:15.319+0000","2015-04-17T15:59:07.542+0000",-29.55,NA,NA,NA,NA,NA,NA,"Collarenebri, 10 mi E",NA,NA,NA,148.75605,NA,"2015-04-17T00:00:00.000+0000",8,"ICZN","381771c2-fa09-4c1e-8532-8beb70d2fcd5",NA,"present","Diprotodontia",1452,NA,NA,NA,"Chordata",44,"SP",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Stager, K E","KES 15430","http://portal.vertnet.org/o/lacm/mammals?id=010073","https://creativecommons.org/publicdomain/zero/1.0",NA,"Macropus rufus (Desmarest, 1822)","FEMALE","Macropus rufus",5219963,"rufus","235",NA,5219963,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"23 AUG 1954","Australia | New South Wales | Collarenebri, 10 mi E",NA,NA,NA,1954,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33521","http://www.vertnet.org/resources/norms.html","South Australia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"119673","Mammalia",359,"NW Lake Frome Basin, 5 mi W narrowest part of Lake Callabonna, South Australia, Australia, OCEANIA","Mammal specimens","urn:lsid:biocol.org:col:34904","OCEANIA",NA,8614.82,"Australia",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",20,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,"171",NA,"1953-06-20T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1145687248","Macropus","Macropus",2440171,"WGS84",NA,"Vygandas Relys","2003-10-10 00:00:00.0","MaNIS georeferencing guidelines",NA,"ArcView GNS data","unverified","Animalia; Chordata; Mammalia; Diprotodontia; Macropodidae; Macropodinae;","Australia, Australia, South Australia",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:119673?seid=99088",1,NA,"MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"AU",1145687248,"Animalia",1,"en","2016-08-09T09:37:49.116+0000","2016-08-09T09:38:12.325+0000","2016-08-09T09:37:49.582+0000",-29.89,NA,NA,NA,NA,NA,NA,"NW Lake Frome Basin, 5 mi W narrowest part of Lake Callabonna","Vygandas Relys",NA,NA,140.06,NA,NA,6,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:119673?seid=99088",NA,NA,"Diprotodontia",1452,"http://arctos.database.museum/guid/MVZ:Mamm:119673","collector number=4691",NA,"Chordata",44,"whole organism (ethanol)","<i>Macropus rufus rufus</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Reuben A. Stirton","4691","http://arctos.database.museum/guid/MVZ:Mamm:119673","http://creativecommons.org/publicdomain/zero/1.0/",NA,"Macropus rufus (Desmarest, 1822)","MALE","Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,"20 Jun 1953","NW Lake Frome Basin, 5 mi W Narrowest Part of Lake Callabonna",NA,NA,NA,1953,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
