"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"32257",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C23493","Mammalia",359,"Cobar, 100km west, New South Wales, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978-08-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1272781713","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f021c240-d465-4197-8b73-a739a013241b",1,NA,"NMV",NA,NA,NA,"AU",1272781713,"Animalia",1,NA,"2016-08-19T07:34:04.097+0000","2016-08-03T15:25:01.218+0000","2016-06-21T15:09:12.382+0000",-31.48,NA,NA,NA,NA,NA,NA,"Cobar, 100km west",NA,NA,NA,145.83,NA,NA,8,NA,"f021c240-d465-4197-8b73-a739a013241b",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","T F. Flannery",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1978,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32331",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C23494","Mammalia",359,"Cork Station, west of Winton, Queensland, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1272781742","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8568fb18-0ef1-4698-a52b-d11c6938abbf",1,NA,"NMV",NA,NA,NA,"AU",1272781742,"Animalia",1,NA,"2016-08-19T07:34:04.097+0000","2016-08-03T15:24:51.304+0000","2016-06-21T15:09:12.434+0000",-22.93,NA,NA,NA,NA,NA,NA,"Cork Station, west of Winton",NA,NA,NA,142.3,NA,NA,NA,NA,"8568fb18-0ef1-4698-a52b-d11c6938abbf",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","T F. Flannery",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1978,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32928",NA,"Victoria",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 17228","Mammalia",359,"Mallee, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977-03-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","479631520","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479631520,"Animalia",1,NA,"2013-09-07T07:19:57.000+0000","2016-08-03T15:24:07.365+0000",NA,-34,NA,NA,NA,NA,NA,NA,"Mallee",NA,NA,NA,141,NA,NA,3,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32930",NA,NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M09942","Mammalia",359,"Saudi Arabia","Mammalogy",NA,NA,NA,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977-05-06T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","691291644","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",691291644,"Animalia",1,NA,"2013-09-07T07:16:38.000+0000","2016-08-04T15:41:42.793+0000",NA,-33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.733,NA,NA,5,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Head W.,Barrington D.,Aitken P.F.",NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32937",NA,"Victoria",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 23039","Mammalia",359,"Calder Highway,522 km post,Carwarp area, Victoria, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1977-10-21T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","479680802","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479680802,"Animalia",1,NA,"2013-09-07T07:20:01.000+0000","2016-08-03T15:24:06.651+0000",NA,-34.43,NA,NA,NA,NA,NA,NA,"Calder Highway,522 km post,Carwarp area",NA,NA,NA,142.18,NA,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32954",NA,"Queensland",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM1291","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-08-21T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066621842","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"addf868d-6108-4018-bcca-ba0b257e420f",NA,NA,"QM",NA,NA,NA,"AU",1066621842,"Animalia",1,NA,"2015-10-19T05:51:14.805+0000","2016-08-04T10:56:51.456+0000","2015-04-30T09:48:35.567+0000",-27.38333,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,141.33333,NA,NA,8,NA,"addf868d-6108-4018-bcca-ba0b257e420f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1975,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32956",NA,"New South Wales",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"C 23497","Mammalia",359,"Broken Hill, 100km south, New South Wales, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","479684353","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NMV",NA,NA,NA,"AU",479684353,"Animalia",1,NA,"2013-09-07T07:20:01.000+0000","2016-08-03T15:24:06.745+0000",NA,-31.95,NA,NA,NA,NA,NA,NA,"Broken Hill, 100km south",NA,NA,NA,141.45,NA,NA,NA,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32965",NA,"New South Wales","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03390","Mammalia",359,"EX TOGANMAIN STATION, C.70 KM E OF HAY, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.08333,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-05-22T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041193","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4e95e1c1-7e7c-4608-8018-cadb2be58403",NA,NA,"ANWC",NA,NA,NA,"AU",332041193,"Animalia",1,NA,"2016-08-19T07:26:18.670+0000","2016-08-03T11:46:30.768+0000","2015-04-30T07:14:28.792+0000",-34.5,NA,NA,NA,NA,NA,NA,"EX TOGANMAIN STATION, C.70 KM E OF HAY",NA,NA,NA,144.8333,NA,NA,5,NA,"4e95e1c1-7e7c-4608-8018-cadb2be58403",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1973,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32967",NA,"Western Australia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"JM12811","Mammalia",359,"-, Western Australia, Australia","Mammals",NA,NA,0.0045,500,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-08-22T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066621771","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"deb71368-8595-4ad5-b69d-22723c8ed96f",NA,NA,"QM",NA,NA,NA,"AU",1066621771,"Animalia",1,NA,"2015-10-19T05:51:14.792+0000","2016-08-04T10:56:44.049+0000","2015-04-30T09:48:35.532+0000",-26.11667,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,117.16667,NA,NA,8,NA,"deb71368-8595-4ad5-b69d-22723c8ed96f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1973,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32974",NA,"New South Wales","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03119","Mammalia",359,"EX GRIFFITH, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971-07-15T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041190","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7754ccb4-595d-4826-9859-cba0c1d8aafc",NA,NA,"ANWC",NA,NA,NA,"AU",332041190,"Animalia",1,NA,"2016-08-19T07:26:18.718+0000","2016-08-03T11:46:30.488+0000","2015-04-30T07:14:28.696+0000",-34.2833,NA,NA,NA,NA,NA,NA,"EX GRIFFITH",NA,NA,NA,146.0333,NA,NA,7,NA,"7754ccb4-595d-4826-9859-cba0c1d8aafc",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1971,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32976",NA,"Northern Territory",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"J22282","Mammalia",359,"-, Northern Territory, Australia","Mammals",NA,NA,NA,NA,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971-08-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066615715","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0e0f888b-3c1a-4709-8ece-0835b80ee631",NA,NA,"QM",NA,NA,NA,"AU",1066615715,"Animalia",1,NA,"2015-10-19T05:51:13.797+0000","2016-08-04T10:56:29.301+0000","2015-04-30T09:48:31.125+0000",-22.26667,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,137.96667,NA,NA,8,NA,"0e0f888b-3c1a-4709-8ece-0835b80ee631",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red kangaroo",NA,1971,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32981",NA,"Qld",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U2585","Mammalia",359,"Boulia, Qld, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085843827","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fe2fb578-a3c8-491b-bd10-6dfad4bdcc08",NA,NA,"MAGNT",NA,NA,NA,"AU",1085843827,"Animalia",1,NA,"2016-08-19T07:37:39.501+0000","2016-08-04T02:31:11.168+0000","2015-05-13T22:31:13.572+0000",-22.91667,NA,NA,NA,NA,NA,NA,"Boulia",NA,NA,NA,139.9,NA,NA,1,NA,"fe2fb578-a3c8-491b-bd10-6dfad4bdcc08",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32987",NA,"Nt",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"U2584","Mammalia",359,"Alice Springs Area, Central Australia, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-02-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085843811","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"051368e4-44da-4157-b140-904f652b2596",NA,NA,"MAGNT",NA,NA,NA,"AU",1085843811,"Animalia",1,NA,"2016-08-19T07:37:39.513+0000","2016-08-04T02:31:11.766+0000","2015-05-13T22:31:13.556+0000",-23.7,NA,NA,NA,NA,NA,NA,"Alice Springs Area, Central Australia",NA,NA,NA,133.88333,NA,NA,2,NA,"051368e4-44da-4157-b140-904f652b2596",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"32989",NA,"New South Wales","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M03187","Mammalia",359,"SNAKE ISLAND, MENINDEE LAKE, KINCHEGA NATIONAL PARK, New South Wales, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.08333,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-03-13T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041192","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1ba239b9-323c-4c9e-abb7-412633ea8910",NA,NA,"ANWC",NA,NA,NA,"AU",332041192,"Animalia",1,NA,"2016-08-19T07:26:18.622+0000","2016-08-03T11:46:28.531+0000","2015-04-30T07:14:28.730+0000",-32.3333,NA,NA,NA,NA,NA,NA,"SNAKE ISLAND, MENINDEE LAKE, KINCHEGA NATIONAL PARK",NA,NA,NA,142.25,NA,NA,3,NA,"1ba239b9-323c-4c9e-abb7-412633ea8910",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1970,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
"33000",NA,"Northern Territory","not applicable",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M13944","Mammalia",359,"DERWENT STATION, 185 KM WNW OF ALICE SPRINGS, Northern Territory, not applicable, Australia, OCEANIA","Mammals",NA,"OCEANIA",0.01667,2000,"Australia",NA,"0debafd0-6c8a-11de-8225-b8a03c50a862",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-06-30T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","332041215","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ec14ada-1db4-4ba2-be6f-abdd6b264b3f",NA,NA,"ANWC",NA,NA,NA,"AU",332041215,"Animalia",1,NA,"2016-08-19T07:26:21.388+0000","2016-08-03T11:46:22.590+0000","2015-04-30T07:14:34.532+0000",-23.1667,NA,NA,NA,NA,NA,NA,"DERWENT STATION, 185 KM WNW OF ALICE SPRINGS",NA,NA,NA,132.15,NA,NA,6,NA,"7ec14ada-1db4-4ba2-be6f-abdd6b264b3f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","602f0aa0-1f3e-11da-9ae9-b8a03c50a862",NA,NA,NA,NA,NA,"Macropus rufus (Desmarest, 1822)",NA,"Macropus rufus",5219963,"rufus",NA,NA,5219963,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Red Kangaroo",NA,1969,2016-08-25,40567,"Macropus rufus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",133.635537814,482.582920356,TRUE
