"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventTime","family","familyKey","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"2868",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M23143001","Mammalia",359,"Saudi Arabia","Mammalogy",NA,NA,NA,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,9,NA,NA,NA,NA,NA,NA,"2004-12-09T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","691337844","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",691337844,"Animalia",1,NA,"2013-09-07T07:16:40.000+0000","2016-08-04T15:41:42.409+0000",NA,-34.27221,NA,NA,NA,NA,NA,135.42527,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Stemmer D., Brandle R.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2004,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"2884",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM25997-187039","Mammalia",359,"Lake Malata Road WPT 118 (53/E547922/N6210146) on edge of Samphire swamp 30 m at 247 degrees., Australia","SU",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,8,NA,NA,NA,NA,NA,NA,"2004-12-08T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Australia","501878025","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501878025,"Animalia",1,NA,"2013-09-07T07:24:54.000+0000","2016-08-03T15:43:12.160+0000",NA,-34.24877,NA,NA,"Lake Malata Road WPT 118 (53/E547922/N6210146) on edge of Samphire swamp 30 m at 247 degrees.",NA,NA,135.52008,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","EHMANN H.F.W. Harald;BRANDLE R. Robert;HABY N. Nerissa;STEMMER D. David;THIESSEN J.H. James;PENNINGTON S. Sarah",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2004,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"3324",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M22852","Mammalia",359,"Innes National Park Headquaters, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,27,NA,NA,NA,NA,NA,NA,"2003-04-27T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500877137","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500877137,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:08.948+0000",NA,-35.21,NA,NA,"Innes National Park Headquaters",NA,NA,136.92249,NA,4,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Medlin G., Matejcic P.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2003,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"3337",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.37199","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,29,NA,NA,NA,NA,NA,NA,"2003-09-29T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4017672",NA,"Macropodidae",9372,NA,"Australia","1101217469","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50832e3c-a344-4866-82c5-129abb51e5c3",NA,NA,NA,"AM",NA,NA,NA,"AU",1101217469,"Animalia",1,NA,"2016-08-19T08:07:03.946+0000","2016-08-04T14:23:09.426+0000","2015-07-17T07:03:51.096+0000",-29.85277,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Dam at Nocoleche Nature Reserve, 200 km W of Bourke. (29° 51' 10"" S, 144° 04' 05"" E) 29/09/2003 - 29/09/2003, found dead, Field Collected - Terrestrial"";",144.06804,NA,9,NA,"50832e3c-a344-4866-82c5-129abb51e5c3",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Ingleby, Dr Sandy - Australian Museum - Mammalogy",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2003,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"3352",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM20990-132032","Mammalia",359,"Spring Gully (CP), Australia","SU",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,23,NA,NA,NA,NA,NA,NA,"2003-10-23T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Australia","501873421","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501873421,"Animalia",1,NA,"2013-09-07T07:24:53.000+0000","2016-08-03T15:43:12.655+0000",NA,-33.91976,NA,NA,"Spring Gully (CP)",NA,NA,138.60724,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","CARPENTER G.A. Graham;BRANDLE R. Robert;SHARP A. Andy",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2003,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"3515",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M22970","Mammalia",359,"Wedina Hill, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,12,NA,NA,NA,NA,NA,NA,"2003-12-12T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500877548","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500877548,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:09.332+0000",NA,-32.99388,NA,NA,"Wedina Hill",NA,NA,134.49444,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Armstrong D.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2003,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"3548",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM21027-132707","Mammalia",359,"Cross fallen fence N of BAS01101 and head 770 m west to base of blown out dune following the edge of the cleared native vegetation - 140m at 225 deg from 53/499104/6269962., Australia","SU",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,11,NA,NA,NA,NA,NA,NA,"2003-12-11T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Australia","501873547","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501873547,"Animalia",1,NA,"2013-09-07T07:24:53.000+0000","2016-08-03T15:43:12.607+0000",NA,-33.71105,NA,NA,"Cross fallen fence N of BAS01101 and head 770 m west to base of blown out dune following the edge of the cleared native vegetation - 140m at 225 deg from 53/499104/6269962.",NA,NA,134.98924,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","ROBINSON A.C. Tony;KEMPER C.M. Cath;ARMSTRONG D.M. David",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2003,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"4182",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M21333","Mammalia",359,"Point Lowly, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,23,NA,NA,NA,NA,NA,NA,"2002-02-23T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500871858","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500871858,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:11.544+0000",NA,-32.96166,NA,NA,"Point Lowly",NA,NA,137.73777,NA,2,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C. and Carpenter G.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2002,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"4201",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M22863","Mammalia",359,"Colton, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,12,NA,NA,NA,NA,NA,NA,"2002-07-12T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500877172","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500877172,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:10.890+0000",NA,-33.42499,NA,NA,"Colton",NA,NA,134.87916,NA,7,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Matejcic P., Matejcic N.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2002,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"4205",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M21743","Mammalia",359,"Edithburgh, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,17,NA,NA,NA,NA,NA,NA,"2002-08-17T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500873213","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper+Stemmer",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500873213,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:10.010+0000",NA,-35.12443,NA,NA,"Edithburgh",NA,NA,137.7286,NA,8,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C., Carpenter G.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2002,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"4264",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M21887","Mammalia",359,"Middle Camp, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,29,NA,NA,NA,NA,NA,NA,"2002-11-29T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500873691","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500873691,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:10.079+0000",NA,-33.63054,NA,NA,"Middle Camp",NA,NA,136.75305,NA,11,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Brandle R., Queale L., Dufek J.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2002,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"4270",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M22187","Mammalia",359,"Kimba, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,27,NA,NA,NA,NA,NA,NA,"2002-11-27T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500874729","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer&Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500874729,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:15.235+0000",NA,-33.05083,NA,NA,"Kimba",NA,NA,136.31943,NA,11,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Thompson D., Owens H.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2002,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"4322",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M22186","Mammalia",359,"Sheoak Hill, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,"2002-12-04T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500874726","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer&Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500874726,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:11.069+0000",NA,-33.18638,NA,NA,"Sheoak Hill",NA,NA,136.86111,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Robinson A.C., Thompson D.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2002,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"4704",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M23338","Mammalia",359,"Yardea Dam, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,6,NA,NA,NA,NA,NA,NA,"2001-05-06T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Saudi Arabia","500878657","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500878657,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.648+0000",NA,-32.40611,NA,NA,"Yardea Dam",NA,NA,135.97693,NA,5,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C., Carpenter G.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2001,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"4706",NA,"Sa",NA,NA,"PRESERVED_SPECIMEN",NA,"M23340","Mammalia",359,"Nukey Bluff, Sa, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,8,NA,NA,NA,NA,NA,NA,"2001-05-08T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Australia","500878667","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",500878667,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.674+0000",NA,-32.55888,NA,NA,"Nukey Bluff",NA,NA,135.67832,NA,5,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C., Carpenter G.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2001,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"4737",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"OPM62467-1391371","Mammalia",359,"Gawler Ranges (CR), Australia","OP",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,22,NA,NA,NA,NA,NA,NA,"2001-10-22T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Australia","501548354","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501548354,"Animalia",1,NA,"2013-09-07T07:24:08.000+0000","2016-08-03T15:43:51.376+0000",NA,-32.54359,NA,NA,"Gawler Ranges (CR)",NA,NA,134.98126,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","BRANDLE R. Robert",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2001,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"4855",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.40702.002","Mammalia",359,"Western Australia, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,9,NA,NA,NA,NA,NA,NA,"2001-12-09T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145980",NA,"Macropodidae",9372,NA,"Australia","1101221611","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"e8429549-0c1c-400f-a6a0-9998b3674030",NA,NA,NA,"AM",NA,NA,NA,"AU",1101221611,"Animalia",1,NA,"2016-08-19T08:07:04.713+0000","2016-08-04T14:23:31.781+0000","2015-07-17T07:04:14.649+0000",-32.85,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Western Australia, Waroona (32° 51' S, 115° 55' E) 09/12/2001 - 09/12/2001, Beveridge, Dr Ian(Collector), Neaves, Linda(Presenter), Road kill, Accession"";",115.916,NA,12,NA,"e8429549-0c1c-400f-a6a0-9998b3674030",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Beveridge, Dr Ian",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2001,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
