"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventTime","family","familyKey","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"729",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.45679.001","Mammalia",359,"Western Australia, Australia","Mammalogy",NA,NA,1e-05,100,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-12-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1175855",NA,"Macropodidae",9372,NA,"Australia","1101227646","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dc27224c-6a58-47ac-852c-05c010b76ea7",NA,NA,NA,"AM",NA,NA,NA,"AU",1101227646,"Animalia",1,NA,"2016-08-19T08:07:05.753+0000","2016-08-04T14:23:26.785+0000","2015-07-17T07:04:46.651+0000",-32.13446,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Western Australia, 21km W of Balladonia (32° 08' 04"" S, 123° 26' 45"" E) /12/2007 - /12/2007, Sadlier, Dr Ross Allen - Australian Museum - Herpetology(Collector and presenter), Beatson, Ms Cecilie A - Australian Museum - Herpetology(Collector an"";",123.44588,NA,12,NA,"dc27224c-6a58-47ac-852c-05c010b76ea7",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Sadlier, Dr Ross Allen - Australian Museum - Herpetology",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2007,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"730",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.45683.001","Mammalia",359,"Western Australia, Australia","Mammalogy",NA,NA,1e-05,100,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-12-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1175863",NA,"Macropodidae",9372,NA,"Australia","1101227660","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23ec41ad-09c3-4601-b86c-9b9db713d0ed",NA,NA,NA,"AM",NA,NA,NA,"AU",1101227660,"Animalia",1,NA,"2016-08-19T08:07:05.757+0000","2016-08-04T14:23:26.275+0000","2015-07-17T07:04:46.683+0000",-32.05183,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Western Australia, 50km W of Cocklebiddy (32° 03' 07"" S, 125° 55' 31"" E) /12/2007 - /12/2007, Sadlier, Dr Ross Allen - Australian Museum - Herpetology(Collector and presenter), Beatson, Ms Cecilie A - Australian Museum - Herpetology(Collector a"";",125.92527,NA,12,NA,"23ec41ad-09c3-4601-b86c-9b9db713d0ed",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Sadlier, Dr Ross Allen - Australian Museum - Herpetology",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2007,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"733",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.45680.001","Mammalia",359,"Western Australia, Australia","Mammalogy",NA,NA,1e-05,100,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-12-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1175856",NA,"Macropodidae",9372,NA,"Australia","1101227652","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"715dc4fd-3d00-4691-b0a0-848429974fe2",NA,NA,NA,"AM",NA,NA,NA,"AU",1101227652,"Animalia",1,NA,"2016-08-19T08:07:05.757+0000","2016-08-04T14:23:29.052+0000","2015-07-17T07:04:46.663+0000",-32.46138,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Western Australia, 30.5km E of Balladonia (32° 27' 41"" S, 123° 53' 25"" E) /12/2007 - /12/2007, Sadlier, Dr Ross Allen - Australian Museum - Herpetology(Collector and presenter), Beatson, Ms Cecilie A - Australian Museum - Herpetology(Collector"";",123.89019,NA,12,NA,"715dc4fd-3d00-4691-b0a0-848429974fe2",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Sadlier, Dr Ross Allen - Australian Museum - Herpetology",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2007,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"737",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.45685.001","Mammalia",359,"Western Australia, Australia","Mammalogy",NA,NA,1e-05,100,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-12-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1175871",NA,"Macropodidae",9372,NA,"Australia","1101227666","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1cce3f4e-87cf-4002-acaa-1dff74456f85",NA,NA,NA,"AM",NA,NA,NA,"AU",1101227666,"Animalia",1,NA,"2016-08-19T08:07:05.752+0000","2016-08-04T14:23:24.591+0000","2015-07-17T07:04:46.695+0000",-31.90612,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Western Australia, 72.9km E of Cocklebiddy (31° 54' 22"" S, 126° 49' 26"" E) /12/2007 - /12/2007, Sadlier, Dr Ross Allen - Australian Museum - Herpetology(Collector and presenter), Beatson, Ms Cecilie A - Australian Museum - Herpetology(Collector"";",126.82388,NA,12,NA,"1cce3f4e-87cf-4002-acaa-1dff74456f85",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Sadlier, Dr Ross Allen - Australian Museum - Herpetology",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2007,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"738",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.45684.001","Mammalia",359,"Western Australia, Australia","Mammalogy",NA,NA,1e-05,100,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-12-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1175864",NA,"Macropodidae",9372,NA,"Australia","1101227663","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5b6e3f56-e096-49ed-a8e3-ddb138e35ee2",NA,NA,NA,"AM",NA,NA,NA,"AU",1101227663,"Animalia",1,NA,"2016-08-19T08:07:05.754+0000","2016-08-04T14:23:27.807+0000","2015-07-17T07:04:46.689+0000",-32.02335,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Western Australia, 80km E of Cocklebiddy (32° 01' 24"" S, 126° 10' 58"" E) /12/2007 - /12/2007, Sadlier, Dr Ross Allen - Australian Museum - Herpetology(Collector and presenter), Beatson, Ms Cecilie A - Australian Museum - Herpetology(Collector a"";",126.18288,NA,12,NA,"5b6e3f56-e096-49ed-a8e3-ddb138e35ee2",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Sadlier, Dr Ross Allen - Australian Museum - Herpetology",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2007,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"739",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.45686.001","Mammalia",359,"Western Australia, Australia","Mammalogy",NA,NA,1e-05,100,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-12-01T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1175872",NA,"Macropodidae",9372,NA,"Australia","1101227670","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cfdae4b2-c5d7-462e-9596-26d25c8567f8",NA,NA,NA,"AM",NA,NA,NA,"AU",1101227670,"Animalia",1,NA,"2016-08-19T08:07:05.759+0000","2016-08-04T14:23:24.037+0000","2015-07-17T07:04:46.701+0000",-31.84296,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Western Australia, 2km W of Mundrabilla (31° 50' 35"" S, 128° 02' 52"" E) /12/2007 - /12/2007, Sadlier, Dr Ross Allen - Australian Museum - Herpetology(Collector and presenter), Beatson, Ms Cecilie A - Australian Museum - Herpetology(Collector an"";",128.0478,NA,12,NA,"cfdae4b2-c5d7-462e-9596-26d25c8567f8",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Sadlier, Dr Ross Allen - Australian Museum - Herpetology",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2007,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"1347",NA,"South Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.40996.001","Mammalia",359,"South Australia, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,5,NA,NA,NA,NA,NA,NA,"2005-04-05T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1145810",NA,"Macropodidae",9372,NA,"Australia","1101222497","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fc5eff72-52c3-4d12-b4fc-4b5385f418e7",NA,NA,NA,"AM",NA,NA,NA,"AU",1101222497,"Animalia",1,NA,"2016-08-19T08:07:04.862+0000","2016-08-04T14:24:04.730+0000","2015-07-17T07:04:19.918+0000",-34.683,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, South Australia, Para Wirra National Park (34° 41' S, 138° 49' 41"" E) 05/04/2005 - 05/04/2005, Arnold, Christine(Contact person), Dalzell, Brett(Shooter), Sleep, Robbie(Shooter), Paplinska, Justyna(Collector), Neaves, Linda(Presenter), Shot, Ac"";",138.82804,NA,4,NA,"fc5eff72-52c3-4d12-b4fc-4b5385f418e7",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Arnold, Christine",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2005,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"1478",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.40944.001","Mammalia",359,"Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,12,NA,NA,NA,NA,NA,NA,"2005-09-12T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1147003",NA,"Macropodidae",9372,NA,"Australia","1101222269","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d5adcdfe-5a31-4422-90e8-e57ea00d1f71",NA,NA,NA,"AM",NA,NA,NA,"AU",1101222269,"Animalia",1,NA,"2016-08-19T08:07:04.841+0000","2016-08-04T14:23:17.425+0000","2015-07-17T07:04:18.551+0000",-31,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Kanandah Stn (31° 0' S, 124° 36' E) 12/09/2005 - 12/09/2005, Prince, Bob(Contact person), Franolich, Phil(Contact person), Thompson, Doug(Contact person), Paplinska, Justyna(Collector), Neaves, Linda(Presenter), Shot, Accession"";",124.6,NA,9,NA,"d5adcdfe-5a31-4422-90e8-e57ea00d1f71",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Prince, Bob",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2005,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"1509",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M.40973.003","Mammalia",359,"Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,5,NA,NA,NA,NA,NA,NA,"2005-10-05T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1147092",NA,"Macropodidae",9372,NA,"Australia","1101222384","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1ed5227e-5f4c-45f2-979f-55a106f25398",NA,NA,NA,"AM",NA,NA,NA,"AU",1101222384,"Animalia",1,NA,"2016-08-19T08:07:04.856+0000","2016-08-04T14:23:08.982+0000","2015-07-17T07:04:19.224+0000",-29.8,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Edjudina Stn (29° 48' S, 122° 12' E) 05/10/2005 - 05/10/2005, Kalgoorlie(Contact person), Epis, Dom(Shooter), Paplinska, Justyna(Collector), Neaves, Linda(Presenter), Shot, Accession"";",122.2,NA,10,NA,"1ed5227e-5f4c-45f2-979f-55a106f25398",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Kalgoorlie",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2005,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"1658",NA,"Sa",NA,NA,"PRESERVED_SPECIMEN",NA,"M23593","Mammalia",359,"Moonabie Homestead, Sa, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,30,NA,NA,NA,NA,NA,NA,"2005-11-30T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Australia","500879511","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper & Stemmer",NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",500879511,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.472+0000",NA,-33.3861,NA,NA,"Moonabie Homestead",NA,NA,137.20305,NA,11,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2005,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"1714",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M25176","Mammalia",359,"Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,19,NA,NA,NA,NA,NA,NA,"2005-11-19T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Australia","691343902","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer, David - South Australian Museum",NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",691343902,"Animalia",1,NA,"2013-09-07T07:16:41.000+0000","2016-08-04T15:41:42.170+0000",NA,-31.98027,NA,NA,NA,NA,NA,140.07054,NA,11,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","How, Dr Travis - EBS",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2005,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"1752",NA,"Sa",NA,NA,"PRESERVED_SPECIMEN",NA,"M23451","Mammalia",359,"Fowlers Bay (township), Sa, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,"2005-12-13T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Australia","500879029","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stemmer",NA,NA,NA,NA,"SAMA",NA,NA,NA,"AU",500879029,"Animalia",1,NA,"2013-09-07T07:22:26.000+0000","2016-08-04T15:41:08.575+0000",NA,-31.933,NA,NA,"Fowlers Bay (township)",NA,NA,132.216,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Queale L.",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2005,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"2033",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"M.40418.003","Mammalia",359,"Western Australia, Australia","Mammalogy",NA,NA,0.001,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,4,NA,NA,NA,NA,NA,NA,"2004-02-04T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1146463",NA,"Macropodidae",9372,NA,"Australia","1101220991","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"a65ef018-f3c0-4cd7-9e48-8f53f2eb8533",NA,NA,NA,"AM",NA,NA,NA,"AU",1101220991,"Animalia",1,NA,"2016-08-19T08:07:04.596+0000","2016-08-04T14:23:20.968+0000","2015-07-17T07:04:09.741+0000",-31.55,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, Western Australia, Moonera Stn, Dimple Paddock (31° 33' S, 126° 03' E) 04/02/2004 - 04/02/2004, Prince, Bob(Contact person), Pratzky, Michael(Shooter), Pond, Sid(Contact person), Proud, John(Contact person), Paplinska, Justyna(Collector), Neave"";",126.05,NA,2,NA,"a65ef018-f3c0-4cd7-9e48-8f53f2eb8533",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Prince, Bob",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,"Western Grey Kangaroo",2004,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
"2226",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM21469-145900","Mammalia",359,"From entrance to road reserve by railway crossing drive 900 m to gate on the right (NE). Go through this to another gate after 250 m. Site is 400 m west of gate in Allocasuarina verticillata Low Woodland over Cryptandra amara, Lomandra multiflora ssp. du, Australia","SU",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,19,NA,NA,NA,NA,NA,NA,"2004-03-19T00:00:00.000+0000",NA,NA,"Macropodidae",9372,NA,"Australia","501874924","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501874924,"Animalia",1,NA,"2013-09-07T07:24:54.000+0000","2016-08-03T15:43:12.312+0000",NA,-33.07941,NA,NA,"From entrance to road reserve by railway crossing drive 900 m to gate on the right (NE). Go through this to another gate after 250 m. Site is 400 m west of gate in Allocasuarina verticillata Low Woodland over Cryptandra amara, Lomandra multiflora ssp. du",NA,NA,138.63421,NA,3,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","JAY J. Justin;LLOYD K.M. Kate;FOULKES J.N. Jeff;GROVES T. Tim",NA,NA,NA,NA,"Macropus fuliginosus (Desmarest, 1817)",NA,"Macropus fuliginosus",5219965,"fuliginosus",NA,NA,5219965,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,2004,2016-08-25,40563,"Macropus fuliginosus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",139.012399152,152.373403529,TRUE
