"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","sampleSizeUnit","sampleSizeValue","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"431",432,"http://www.vertnet.org/resources/norms.html","British Columbia",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"230564","Mammalia",359,"Kootenay Region, Bruce Creek, British Columbia, Canada, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,NA,"Canada",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,NA,23,NA,NA,NA,"hind foot with claw: 84mm; sex: male; tail length: 171mm; total length: 570mm; weight: 700g",NA,NA,NA,NA,NA,NA,NA,358,NA,"2008-12-23T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"Canada",1145264464,"Martes","Martes",2433765,"WGS84",NA,"Frank Rad","2011-02-25 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae  (Turton, 1806)","North America, Canada, British Columbia",NA,NA,NA,NA,"A",NA,NA,"field","Frank Rad","http://arctos.database.museum/guid/MSB:Mamm:230564?seid=1689544",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"CA",1145264464,"Animalia",1,"en","2016-07-28T04:55:53.506+0000","2016-08-04T12:19:00.479+0000","2016-06-24T04:33:49.261+0000",50.4948,NA,NA,NA,NA,NA,NA,NA,"Kootenay Region, Bruce Creek","Frank Rad",NA,NA,-116.31143,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:230564?seid=1689544",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:230564","NK=197704",NA,NA,"Chordata",44,"skull; postcranial skeleton; tongue (frozen); heart, kidney, lung, spleen (frozen); liver (frozen)",NA,"DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Frank Rad; Preparator(s): Andrea C. Jackson",NA,"http://arctos.database.museum/guid/MSB:Mamm:230564",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"23 Dec 2008","Kootenoy BC; Bruce Creek",NA,NA,NA,2008,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"476",477,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"126499","Mammalia",359,"Primrose Trail, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,10000,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2007-01-07T00:00:00.000+0000",7,NA,NA,NA,"sex=male ; total length=63 cm; weight=1190 g; numeric age=2 years",NA,NA,NA,NA,NA,NA,NA,7,NA,"2007-01-07T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",1229699871,"Martes","Martes",2433765,"WGS84",NA,"Andrew Baltensperger","2007-01-07 00:00:00.0","not recorded",NA,"Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Alaska, Seward Quad",NA,NA,NA,NA,"A",NA,NA,"field","Andrew Baltensperger","http://arctos.database.museum/guid/UAM:Mamm:126499?seid=3079861",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",1229699871,"Animalia",1,"en","2016-08-09T08:05:49.751+0000","2016-08-09T08:06:20.923+0000","2016-08-09T08:05:50.672+0000",60.27,NA,NA,NA,NA,NA,NA,NA,"Primrose Trail","Andrew Baltensperger",NA,NA,-149.42,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:126499?seid=3079861","Study Area: Mountain",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:126499","original identifier=M07-16",NA,NA,"Chordata",44,"skull","<i>Martes americana</i> (accepted ID) identified by Andrew Baltensperger on 2007-01-07; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): unknown; Preparator(s): Andrew Baltensperger",NA,"http://arctos.database.museum/guid/UAM:Mamm:126499",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"1/7/07","Primrose Trail",NA,NA,NA,2007,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"482",483,NA,"Alaska","Valdez-Cordova Dist.",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"29894","Mammalia",359,"Paxson lake, Alaska, Valdez-Cordova Dist., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,10,NA,NA,NA,"Weight=2 lb 1 oz; Length=930.0 cm. S.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-02-10T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",812143729,"Martes","Martes",2433765,"WGS84",NA,NA,NA,"GNIS",NA,NA,NA,NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae","North America; USA; Alaska; Valdez-Cordova Dist.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CAS:MAM:29894",NA,NA,NA,"CAS",NA,NA,NA,"US",812143729,"Animalia",1,"en","2016-08-09T10:34:02.206+0000","2016-08-04T00:58:26.033+0000","2016-07-19T19:55:52.656+0000",62.91388,NA,NA,NA,NA,NA,NA,"ADULT","Paxson lake",NA,NA,NA,-145.53277,NA,NA,2,NA,NA,"urn:catalog:CAS:MAM:29894","Weight taken on 10 February 2007. Skeleton obtained from Alaskan taxidermist Martin Middelstadt.",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"TISSUE; SL",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","Martin Middelstadt","Skeleton Y",NA,NA,NA,NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,NA,NA,"Martes americana",5218864,"americana",41,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"10 February 2007",NA,NA,NA,NA,2007,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"487",488,NA,"Alaska","Yukon-Koyukuk Dist.",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"28385","Mammalia",359,"Nome Creek, Alaska, Yukon-Koyukuk Dist., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,3,NA,NA,NA,"Weight=1 lbs. 3.0 oz.; Length=540.0 mm S.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-02-03T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",583535989,"Martes","Martes",2433765,"WGS84",NA,NA,NA,"GNIS",NA,NA,NA,NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae","North America; USA; Alaska; Yukon-Koyukuk Dist.",NA,NA,NA,NA,NA,NA,NA,NA,"L. Thomsen","urn:catalog:CAS:MAM:28385",NA,NA,NA,"CAS",NA,NA,NA,"US",583535989,"Animalia",1,"en","2016-08-09T10:34:01.751+0000","2016-08-04T00:58:27.769+0000","2016-03-29T19:22:56.109+0000",65.38833,NA,NA,NA,NA,NA,NA,NA,"Nome Creek",NA,NA,NA,-147.13555,NA,NA,2,NA,NA,"urn:catalog:CAS:MAM:28385","Total length taken from skinned carcass. Aged 2-3 years by Martin Middelstadt.",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"TISSUE; SL",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","Martin Middelstadt",NA,NA,NA,NA,NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,NA,NA,"Martes americana",5218864,"americana",34,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"03 February 2007",NA,NA,NA,NA,2007,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"557",558,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"126520","Mammalia",359,"Upper Trail Lake, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,5000,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2007-11-24T00:00:00.000+0000",24,NA,NA,NA,"sex=male ; total length=66.7 cm; weight=1010 g; numeric age=0 years",NA,NA,NA,NA,NA,NA,NA,328,NA,"2007-11-24T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",1229699858,"Martes","Martes",2433765,"WGS84",NA,"Andrew Baltensperger","2007-11-24 00:00:00.0","not recorded",NA,"Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Alaska, Seward Quad",NA,NA,NA,NA,"A",NA,NA,"field","Andrew Baltensperger","http://arctos.database.museum/guid/UAM:Mamm:126520?seid=3079882",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",1229699858,"Animalia",1,"en","2016-08-09T08:05:49.757+0000","2016-08-09T08:06:21.189+0000","2016-08-09T08:05:50.757+0000",60.51,NA,NA,NA,NA,NA,NA,NA,"Upper Trail Lake","Andrew Baltensperger",NA,NA,-149.37,NA,NA,11,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:126520?seid=3079882","Study Area: Mountain",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:126520","original identifier=M08-10",NA,NA,"Chordata",44,"skull","<i>Martes americana</i> (accepted ID) identified by Andrew Baltensperger on 2007-11-24; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): unknown; Preparator(s): Andrew Baltensperger",NA,"http://arctos.database.museum/guid/UAM:Mamm:126520",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"11/24/07","Upper Trail Lake",NA,NA,NA,2007,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"797",798,"http://vertnet.org/resources/norms.html","Michigan",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"177697","Mammalia",359,"UP M123 between upper and lower Falls, Michigan, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",NA,NA,"United States",NA,NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,"NATIVE","2006-06-03T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",784067735,"Martes","Martes",2433765,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Carnivora | Mustelidae | Martes","| USA | Michigan |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:177697",NA,NA,NA,"UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",784067735,"Animalia",1,"en","2015-07-16T13:30:02.698+0000","2016-08-04T00:59:14.543+0000","2015-04-07T16:41:06.061+0000",46.24,NA,NA,NA,NA,NA,NA,NA,"UP M123 between upper and lower Falls",NA,NA,NA,-84.47,NA,"2015-04-06T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:UMMZ:Mammals:177697",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skeleton | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","Gary Sizquist","MZ9398","http://portal.vertnet.org/o/ummz/mammals?id=177697",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",154,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"3 June 2006","USA | Michigan | UP M123 between upper and lower Falls",NA,NA,NA,2006,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"894",895,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"85892","Mammalia",359,"1981 Bluegrass Dr., Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,1000,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2006-09-01T00:00:00.000+0000",30,NA,NA,NA,"sex=male ; total length=570 mm; tail length=187 mm; hind foot with claw=73 mm; ear from notch=24 mm; weight=790 g",NA,NA,NA,NA,NA,NA,NA,242,NA,"2006-08-30T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897098210,"Martes","Martes",2433765,"WGS84",NA,"Aren M. Gunderson","2006-12-13 00:00:00.0","not recorded",NA,"GPS (transcribed)","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Alaska, Fairbanks Quad",NA,NA,NA,NA,"A",NA,NA,"student","Sumy Sekine","http://arctos.database.museum/guid/UAM:Mamm:85892?seid=1041120",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897098210,"Animalia",1,"en","2016-08-09T08:06:33.180+0000","2016-08-09T08:08:46.409+0000","2016-08-09T08:06:33.669+0000",65.0077796478385,NA,NA,NA,NA,NA,NA,NA,"1981 Bluegrass Dr.","Aren M. Gunderson",NA,NA,-146.218795859075,NA,NA,8,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:85892?seid=1041120",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:85892","AF=40870",NA,NA,"Chordata",44,"heart (frozen); heart (frozen); heart (frozen) sample","<i>Martes americana</i> (accepted ID) identified by Sumy Sekine on 2006-09-01; method: student","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Eamon O'Regan; Preparator(s): Sumy Sekine",NA,"http://arctos.database.museum/guid/UAM:Mamm:85892",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"30 Aug 2006","1981 Bluegrass Dr.",NA,NA,NA,2006,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"1042",1043,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"126487","Mammalia",359,"Nikiski, AK, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,50000,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2006-11-17T00:00:00.000+0000",17,NA,NA,NA,"sex=male ; total length=61.0 cm; weight=940 g; numeric age=4 years",NA,NA,NA,NA,NA,NA,NA,321,NA,"2006-11-17T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",1229699801,"Martes","Martes",2433765,"WGS84",NA,"Andrew Baltensperger","2006-11-17 00:00:00.0","not recorded",NA,"Google Earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, Gulf of Alaska, United States, Alaska, Kenai Quad",NA,NA,NA,NA,"A",NA,NA,"field","Andrew Baltensperger","http://arctos.database.museum/guid/UAM:Mamm:126487?seid=3079849",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",1229699801,"Animalia",1,"en","2016-08-09T08:05:49.711+0000","2016-08-09T08:06:21.117+0000","2016-08-09T08:05:50.756+0000",60.69,NA,NA,NA,NA,NA,NA,NA,"Nikiski, AK","Andrew Baltensperger",NA,NA,-151.29,NA,NA,11,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:126487?seid=3079849","Study Area: Lowland",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:126487","original identifier=M07-01",NA,NA,"Chordata",44,"skull","<i>Martes americana</i> (accepted ID) identified by Andrew Baltensperger on 2006-11-17; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): unknown; Preparator(s): Andrew Baltensperger",NA,"http://arctos.database.museum/guid/UAM:Mamm:126487",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"11/17/06","Nikiski, AK",NA,NA,"Gulf of Alaska",2006,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"1045",1046,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"101851","Mammalia",359,"Mastodon Creek, Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,50,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2006-11-12T00:00:00.000+0000",12,NA,NA,NA,"sex=female ; total length=568 mm; tail length=180 mm; hind foot with claw=86 mm",NA,NA,NA,NA,NA,NA,NA,316,NA,"2006-11-12T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",896997290,"Martes","Martes",2433765,"WGS84",NA,"Patrick W. Cotter","2006-11-12 00:00:00.0","not recorded",NA,"GPS transcribed","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Alaska, Big Delta Quad",NA,NA,NA,NA,"A",NA,NA,"field","Patrick W. Cotter","http://arctos.database.museum/guid/UAM:Mamm:101851?seid=97319",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",896997290,"Animalia",1,"en","2016-08-09T08:05:38.145+0000","2016-08-09T08:05:39.443+0000","2016-08-09T08:05:38.174+0000",64.8894036363955,NA,NA,NA,NA,NA,NA,NA,"Mastodon Creek","Patrick W. Cotter",NA,NA,-146.398779211325,NA,NA,11,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:101851?seid=97319","Weight of skinned carcass 620 g.",NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:101851","AF=50612; original identifier=PWC 064",NA,NA,"Chordata",44,"skull; postcranial skeleton; muscle (frozen); muscle (frozen) sample","<i>Martes americana</i> (accepted ID) identified by Patrick W. Cotter on 2006-11-12; method: field","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Patrick W. Cotter; Preparator(s): Sumy Sekine",NA,"http://arctos.database.museum/guid/UAM:Mamm:101851",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"12 Nov 2006","Mastodon Creek",NA,NA,NA,2006,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"1201",1202,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"197649","Mammalia",359,"Telida 15 mile radius from Village, Alaska, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-01-01T00:00:00.000+0000",1,NA,NA,NA,"sex=male ; weight=860 g; total length=630 mm; tail length=185 mm; hind foot with claw=100 mm; unformatted measurements=50",NA,NA,NA,NA,NA,NA,NA,1,NA,"2005-01-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",1145228389,"Martes","Martes",2433765,"WGS84",NA,"Anson Koehler","2005-01-01 00:00:00.0","not recorded",NA,"Geographic Names Database","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Alaska",NA,NA,NA,NA,"A",NA,NA,"field","C. Tom Seaton","http://arctos.database.museum/guid/MSB:Mamm:197649?seid=1436235",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145228389,"Animalia",1,"en","2016-07-28T04:55:45.447+0000","2016-08-04T12:19:06.226+0000","2016-06-24T04:33:29.037+0000",63.383,NA,NA,NA,NA,NA,NA,NA,"Telida 15 mile radius from Village","Anson Koehler",NA,NA,-153.2667,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:197649?seid=1436235","skinned; T = 8x4 baculum saved; nps; Ectoparasites not examined; diaphragm nps",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:197649","NK=122492",NA,NA,"Chordata",44,"skull; heart (frozen); heart, kidney, lung, spleen (frozen); liver (frozen)","<i>Martes americana</i> (accepted ID) identified by C. Tom Seaton on 2005-01-01; method: field","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): C. Tom Seaton; Preparator(s): Anson Koehler",NA,"http://arctos.database.museum/guid/MSB:Mamm:197649",NA,"http://arctosdb.org/home/data/",NA,NA,NA,"trapped","Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"1-Jan-2005","Telida 15 mile radius from Village",NA,NA,NA,2005,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
