"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","sampleSizeUnit","sampleSizeValue","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"2990",2993,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"69376","Mammalia",359,"old Situk Creek (sic), Alaska, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,1041,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",24,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,24,NA,"1998-01-24T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897079458,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Alaska, Yakutat Quad",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:69376?seid=395562",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897079458,"Animalia",1,"en","2016-08-09T08:06:23.270+0000","2016-08-09T08:08:11.914+0000","2016-08-09T08:06:23.427+0000",59.44167,NA,NA,NA,NA,NA,NA,NA,"old Situk Creek (sic)","unknown",NA,NA,-139.55,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:69376?seid=395562",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:69376","AF=24454; original identifier=3076",NA,NA,"Chordata",44,"skull; kidney (frozen); spleen (frozen); muscle (frozen); liver (frozen); heart (frozen)","<i>Martes americana</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy<br><i>Martes americana</i> identified by Joseph A. Cook, Rodney W. Flynn, Karen D. Stone <i>sensu</i> <a href=""http://arctos.database.museum/publication/10004414"">Stone et al. 2002</a>; method: type specimen Remark: ID from citation in Stone et al. 2002.","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Jeff Fraken; Preparator(s): Rodney W. Flynn",NA,"http://arctos.database.museum/guid/UAM:Mamm:69376",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"24 Jan 1998","old Situk Creek (sic)",NA,NA,NA,1998,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"2997",3000,"http://www.vertnet.org/resources/norms.html","Montana","Jefferson County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"75580","Mammalia",359,"Crystal Mine area, Montana, Jefferson County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,NA,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",29,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,29,NA,"1998-01-29T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897087023,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Montana, Jefferson County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:75580?seid=536629",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897087023,"Animalia",1,"en","2016-08-09T08:06:27.170+0000","2016-08-09T08:08:23.498+0000","2016-08-09T08:06:27.374+0000",46.35556,NA,NA,NA,NA,NA,NA,NA,"Crystal Mine area","unknown",NA,NA,-112.26944,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:75580?seid=536629",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:75580","AF=39419; original identifier=169-98",NA,NA,"Chordata",44,"muscle (frozen)","<i>Martes americana</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Neil Anderson; Preparator(s): Brandy K. Jacobsen",NA,"http://arctos.database.museum/guid/UAM:Mamm:75580",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"29 Jan 1998","Crystal Mine area",NA,NA,NA,1998,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3029",3032,"http://vertnet.org/resources/norms.html","Colorado","Clear Creek County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"9881","Mammalia",359,"Empire, Colorado, Clear Creek County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,1000,"United States",NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"1998-06-21T00:00:00.000+0000",21,NA,NA,NA,"sex=female ; reproductive data=lactating ; tail length=181 mm; total length=543 mm; hind foot with claw=83 mm; weight=777 g; ear from notch=40 mm",NA,NA,NA,NA,NA,NA,NA,172,NA,"1998-06-21T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",1145109132,"Martes","Martes",2433765,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, Colorado, Clear Creek County",NA,NA,NA,NA,"A",NA,NA,"field","Tom Shankster","http://arctos.database.museum/guid/DMNS:Mamm:9881?seid=1475451",1,NA,"origensis","DMNS","urn:lsid:biocol.org:col:35013",NA,NA,"US",1145109132,"Animalia",1,"en","2016-07-28T04:44:47.245+0000","2016-08-04T00:09:32.726+0000","2016-06-24T04:06:57.432+0000",39.76139,NA,NA,NA,NA,NA,NA,NA,"Empire","unknown",NA,NA,-105.68389,NA,NA,6,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:9881?seid=1475451",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:9881","preparator number=XM.1464",NA,NA,"Chordata",44,"study skin; skeleton; study skin sample","<i>Martes americana origenes</i> (accepted ID) identified by Tom Shankster on 1998-06-21; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Tom Shankster; Preparator(s): Maggie Murphy Lane",NA,"http://arctos.database.museum/guid/DMNS:Mamm:9881",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,NA,NA,NA,"Martes americana subsp. origensis Rhoads, 1902",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218868,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"21 June 1998","Empire",NA,NA,NA,1998,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3030",3033,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","DOUGLAS CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"158800","Mammalia",359,"NO LOCALITY, Oregon, DOUGLAS CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-07-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",686485916,"Martes","Martes",2433765,"WGS84",NA,"N Slade","2007-08-14",NA,NA,"Topozone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96e00d5d-1ed8-11e3-bfac-90b11c41863e",NA,NA,"caurina","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686485916,"Animalia",1,"en","2016-03-28T15:43:48.568+0000","2016-08-03T12:33:13.717+0000","2015-06-05T22:02:33.710+0000",43.3297417295834,NA,NA,NA,NA,NA,NA,NA,"NO LOCALITY",NA,NA,"Center of county",-123.160878833137,NA,NA,7,NA,NA,"96e00d5d-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","OREGON DFW",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,NA,NA,"Martes americana subsp. caurina Merriam, 1890",NA,NA,NA,"Martes americana",5218864,"americana",NA,NA,5218875,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1998,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3035",3038,"http://www.vertnet.org/resources/norms.html","Alaska",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"267458","Mammalia",359,"Soldatna, Alaska, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,15000,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-03-10T00:00:00.000+0000",20,NA,NA,NA,"sex=male ; total length=725 mm; tail length=265 mm; hind foot with claw=105 mm; ear from notch=45 mm; weight=1250 g",NA,NA,NA,NA,NA,NA,NA,293,NA,"1998-10-20T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",1145294674,"Martes","Martes",2433765,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","not recorded",NA,"google earth","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Alaska, Kenai Quad",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:267458?seid=1301930",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145294674,"Animalia",1,"en","2016-07-28T04:56:02.498+0000","2016-08-04T12:19:05.067+0000","2016-06-24T04:34:11.847+0000",60.48667,NA,NA,NA,NA,NA,NA,NA,"Soldatna","unknown",NA,NA,-151.07528,NA,NA,10,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:267458?seid=1301930","725-265-105-45  1250.0g  non scrotal",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:267458","DGR: Division of Genomic Resources (MSB)=22602; NK=35415; institutional catalog number=- M -; preparator number=14",NA,NA,"Chordata",44,"skin; skull; postcranial skeleton; heart (frozen)","<i>Martes americana</i> (accepted ID) identified by unknown on 2005-03-10; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Leon A. Metz; Preparator(s): Lisa Metz, Roberts",NA,"http://arctos.database.museum/guid/MSB:Mamm:267458",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"20-Oct-1998","No specific locality recorded.",NA,NA,NA,1998,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3074",3077,"http://www.vertnet.org/resources/norms.html","Montana","Flathead County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"75652","Mammalia",359,"Peterson Creek, Montana, Flathead County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,NA,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",10,NA,NA,NA,"sex: female",NA,NA,NA,NA,NA,NA,NA,344,NA,"1998-12-10T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897086709,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae  (Turton, 1806)","North America, United States, Montana, Flathead County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:75652?seid=46202",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897086709,"Animalia",1,"en","2016-08-09T08:06:27.181+0000","2016-08-09T08:08:23.679+0000","2016-08-09T08:06:27.388+0000",48.065,NA,NA,NA,NA,NA,NA,NA,"Peterson Creek","unknown",NA,NA,-113.97361,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:75652?seid=46202",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:75652","AF=39491; original identifier=152-98",NA,NA,"Chordata",44,"muscle (frozen)",NA,"DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Neil Anderson; Preparator(s): Brandy K. Jacobsen",NA,"http://arctos.database.museum/guid/UAM:Mamm:75652",NA,NA,NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"10 Dec 1998","Head of Peterson Creek",NA,NA,NA,1998,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3095",3098,"http://www.vertnet.org/resources/norms.html","Montana","Gallatin County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"75614","Mammalia",359,"Moose Creek, Montana, Gallatin County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,NA,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",24,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,358,NA,"1998-12-24T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897086841,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Montana, Gallatin County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:75614?seid=992552",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897086841,"Animalia",1,"en","2016-08-09T08:06:27.203+0000","2016-08-09T08:08:23.594+0000","2016-08-09T08:06:27.365+0000",45.35111,NA,NA,NA,NA,NA,NA,NA,"Moose Creek","unknown",NA,NA,-111.17056,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:75614?seid=992552",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:75614","AF=39453; original identifier=713-98",NA,NA,"Chordata",44,"muscle (frozen)","<i>Martes americana</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Neil Anderson; Preparator(s): Brandy K. Jacobsen",NA,"http://arctos.database.museum/guid/UAM:Mamm:75614",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"24 Dec 1998","Moose Creek",NA,NA,NA,1998,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3147",3150,"http://www.vertnet.org/resources/norms.html","Oregon","Klamath County",NA,NA,"http://www.ncbi.nlm.nih.gov/nuccore/AY121345","PRESERVED_SPECIMEN",NA,NA,NA,"53625","Mammalia",359,"T28 S, R9E, Oregon, Klamath County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,6839.71,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",6,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,6,NA,"1997-01-06T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897062758,"Martes","Martes",2433765,"WGS84",NA,"Gary W. Shugart","2002-07-02 00:00:00.0","MaNIS georeferencing guidelines",NA,"TRS2LL batch program ver 11/26/2001","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Oregon, Klamath County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:53625?seid=1772739",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897062758,"Animalia",1,"en","2016-08-09T08:06:13.087+0000","2016-08-09T08:07:40.273+0000","2016-08-09T08:06:13.512+0000",43.129757825563,NA,NA,NA,NA,NA,NA,NA,"T28 S, R9E","Gary W. Shugart",NA,NA,-121.640838605361,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:53625?seid=1772739",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:53625","AF=15931; GenBank=AY121345; original identifier=6922",NA,NA,"Chordata",44,"skull; heart (frozen); liver (frozen)","<i>Martes americana</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy<br><i>Martes americana</i> identified by Joseph A. Cook, Karen D. Stone <i>sensu</i> <a href=""http://arctos.database.museum/publication/126"">Stone and Cook 2002</a>; method: type specimen Remark: ID from citation in Stone and Cook 2002.<br><i>Martes americana</i> identified by Joseph A. Cook, Rodney W. Flynn, Karen D. Stone <i>sensu</i> <a href=""http://arctos.database.museum/publication/10004414"">Stone et al. 2002</a>; method: type specimen Remark: ID from citation in Stone et al. 2002.","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Richard Green, Oregon Department of Fish and Wildlife; Preparator(s): Karen D. Stone",NA,"http://arctos.database.museum/guid/UAM:Mamm:53625",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"MALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"06 Jan 1997","T28 S, R9E",NA,NA,NA,1997,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3164",3167,"http://www.vertnet.org/resources/norms.html","Montana","Powell County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"75584","Mammalia",359,"Dempsey, Montana, Powell County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,3615,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",14,NA,NA,NA,"sex: female",NA,NA,NA,NA,NA,NA,NA,45,NA,"1997-02-14T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897087088,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae  (Turton, 1806)","North America, United States, Montana, Powell County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:75584?seid=1628442",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897087088,"Animalia",1,"en","2016-08-09T08:06:27.149+0000","2016-08-09T08:08:23.374+0000","2016-08-09T08:06:27.310+0000",46.33667,NA,NA,NA,NA,NA,NA,NA,"Dempsey","unknown",NA,NA,-113.01194,NA,NA,2,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:75584?seid=1628442",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:75584","AF=39423; original identifier=189-97",NA,NA,"Chordata",44,"muscle (frozen)",NA,"DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Neil Anderson; Preparator(s): Brandy K. Jacobsen",NA,"http://arctos.database.museum/guid/UAM:Mamm:75584",NA,NA,NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"14 Feb 1997","Dempsey",NA,NA,NA,1997,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
"3229",3233,"http://www.vertnet.org/resources/norms.html","Montana","Powell County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"75631","Mammalia",359,"Blind Canyon, Montana, Powell County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34889","NORTH_AMERICA",NA,NA,"United States",NA,NA,"377be098-626f-4cc2-b4b5-35700050669a",NA,"2000-09-12T00:00:00.000+0000",6,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,340,NA,"1997-12-06T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,NA,"United States",897087165,"Martes","Martes",2433765,"WGS84",NA,"unknown","2000-09-09 00:00:00.0","not recorded",NA,"unknown","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;  (Turton, 1806)","North America, United States, Montana, Powell County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/UAM:Mamm:75631?seid=1113911",1,NA,NA,"UAM","urn:lsid:biocol.org:col:34847",NA,NA,"US",897087165,"Animalia",1,"en","2016-08-09T08:06:27.182+0000","2016-08-09T08:08:23.591+0000","2016-08-09T08:06:27.379+0000",47.19222,NA,NA,NA,NA,NA,NA,NA,"Blind Canyon","unknown",NA,NA,-113.4325,NA,NA,12,NA,"ICZN","http://arctos.database.museum/guid/UAM:Mamm:75631?seid=1113911",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UAM:Mamm:75631","AF=39470; original identifier=402-97",NA,NA,"Chordata",44,"muscle (frozen)","<i>Martes americana</i> (accepted ID) identified by unknown on 2000-09-12; method: legacy","DWC_ARCHIVE","US","d9699a79-4736-45c2-925c-f4033ac67d52","Collector(s): Neil Anderson; Preparator(s): Brandy K. Jacobsen",NA,"http://arctos.database.museum/guid/UAM:Mamm:75631",NA,"http://arctosdb.org/home/data/",NA,NA,NA,NA,"Martes americana (Turton, 1806)",NA,"FEMALE",NA,"Martes americana",5218864,"americana",NA,NA,5218864,"SPECIES",NA,"PhysicalObject",NA,NA,"deg. min. sec.",NA,"06 Dec 1997","Blind Canyon",NA,NA,NA,1997,"2016-08-10",41648,"Martes americana",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",729.978617173,1119.0799605,TRUE
