"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"16990",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M21417","Mammalia",359,"Mount Fitton, Saudi Arabia","Mammalogy",NA,NA,1e-05,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-11-25T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500872132","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500872132,"Animalia",1,NA,"2013-09-07T07:22:25.000+0000","2016-08-04T15:41:10.049+0000",NA,-29.96305,NA,NA,NA,NA,NA,NA,"Mount Fitton",NA,NA,NA,139.66111,NA,NA,11,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Hornsby P.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"17196",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"JM13973","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.00045,50,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-01-13T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066622998","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1146f826-2153-433e-929d-12d5c647ac6f",NA,NA,NA,"QM",NA,NA,NA,"AU",1066622998,"Animalia",1,NA,"2015-10-19T05:51:15.001+0000","2016-08-04T10:56:39.867+0000","2015-04-30T09:48:36.523+0000",-25.41028,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,149.96306,NA,NA,1,NA,"1146f826-2153-433e-929d-12d5c647ac6f",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1997,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"17198",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.36899.002","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,1e-05,10000,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-01-13T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1088424",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101217275","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c2db58e4-d406-454d-8def-aab5017d2424",NA,NA,NA,"AM",NA,NA,NA,"AU",1101217275,"Animalia",1,NA,"2016-08-19T08:07:03.904+0000","2016-08-04T14:23:29.059+0000","2015-07-17T07:03:49.867+0000",-32.43193,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Near Gresford, Gresford-Paterson Road, 1.5 K from E. Gresford. (32° 25' 55"" S, 151° 33' 04"" E) 13/01/1997 - 13/01/1997, Field Collected - Terrestrial"";",151.55111,NA,NA,1,NA,"c2db58e4-d406-454d-8def-aab5017d2424",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Browne, D",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1997,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"17201","http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"159130","Mammalia",359,"BORE POND; NOONBAH STATION, Queensland, Australia, OCEANIA","KUM",NA,"OCEANIA",NA,NA,"Australia",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-01-17T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","686486246","Macropus","Macropus",2440171,"WGS84",NA,"N Slade","2009-02-27",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96eb8763-1ed8-11e3-bfac-90b11c41863e",NA,NA,NA,"KU","http://grbio.org/cool/iakn-125z",NA,NA,"AU",686486246,"Animalia",1,"en","2016-03-28T15:43:48.747+0000","2016-08-03T12:32:55.439+0000","2015-06-05T22:02:33.794+0000",-24.1164714009373,NA,NA,NA,NA,NA,NA,"BORE POND; NOONBAH STATION",NA,NA,NA,143.178856457224,NA,NA,1,NA,"96eb8763-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","EMMOTT A J",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1997,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"17308",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM16167-18","Mammalia",359,"Australia","SU",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-10-22T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501858565","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501858565,"Animalia",1,NA,"2013-09-07T07:24:52.000+0000","2016-08-03T15:43:14.089+0000",NA,-26.06187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.43798,NA,NA,10,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","PEDLER L.P. Lynn;CANTY P.D. Peter;HOPTON D. Debbie",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"17375",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M19625","Mammalia",359,"Leigh Creek South, Saudi Arabia","Mammalogy",NA,NA,0.001,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-12-11T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500866141","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500866141,"Animalia",1,NA,"2013-09-07T07:22:24.000+0000","2016-08-04T15:41:10.596+0000",NA,-30.583,NA,NA,NA,NA,NA,NA,"Leigh Creek South",NA,NA,NA,138.366,NA,NA,12,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Doyle S.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"17520",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.35239.001","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,1e-05,1e+05,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-02-26T00:00:00.000+0000","urn:australianmuseum.net.au:Events:1087889",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101215345","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b86d0266-5fb8-4c66-8469-ee31c8597ce6",NA,NA,NA,"AM",NA,NA,NA,"AU",1101215345,"Animalia",1,NA,"2016-08-19T08:07:03.588+0000","2016-08-04T14:23:02.625+0000","2015-07-17T07:03:38.465+0000",-28.64888,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Byron Bay area (28° 38' 56"" S, 153° 37' 05"" E) 26/02/1996 - 26/02/1996, Field Collected - Terrestrial"";",153.61804,NA,NA,2,NA,"b86d0266-5fb8-4c66-8469-ee31c8597ce6",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Raymond, R",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1996,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"17530",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"SUM13847-1985","Mammalia",359,"2.9 km S from Oolarinna East Bore. Patch located ~4 km (by road) S of Oolarinna East Bore on W side of track on rocky range / escarpments., Australia","SU",NA,NA,NA,NA,"Australia",NA,"40c0f670-ee87-4576-be9d-2725e0b47035",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-03-26T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","501852525","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SA Fauna",NA,NA,NA,"AU",501852525,"Animalia",1,NA,"2013-09-07T07:24:51.000+0000","2016-08-03T15:43:14.783+0000",NA,-27.64455,NA,NA,NA,NA,NA,NA,"2.9 km S from Oolarinna East Bore. Patch located ~4 km (by road) S of Oolarinna East Bore on W side of track on rocky range / escarpments.",NA,NA,NA,132.92075,NA,NA,3,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","526a57bd-769c-4cc9-94ae-1eb9bdfa5d6c","ROBINSON A.C. Tony;ARMSTRONG D.M. David;HOPTON D. Debbie;VAN WEENEN J. Jason",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"17594",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"JM14492","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,0.009,1000,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-09-10T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066623536","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23e288dc-b01f-48f0-92ae-c18d4529fc90",NA,NA,NA,"QM",NA,NA,NA,"AU",1066623536,"Animalia",1,NA,"2015-10-19T05:51:15.092+0000","2016-08-04T10:56:42.673+0000","2015-04-30T09:48:36.951+0000",-25.65,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,149.8,NA,NA,9,NA,"23e288dc-b01f-48f0-92ae-c18d4529fc90",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1996,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"17610",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M19291","Mammalia",359,"Blyth (township), Saudi Arabia","Mammalogy",NA,NA,0.001,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-11-14T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500865040","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kemper&Long",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500865040,"Animalia",1,NA,"2013-09-07T07:22:24.000+0000","2016-08-04T15:41:14.314+0000",NA,-34.016,NA,NA,NA,NA,NA,NA,"Blyth (township)",NA,NA,NA,138.516,NA,NA,11,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Thomas R.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"17879",NA,"New South Wales",NA,NA,"PRESERVED_SPECIMEN",NA,"M.32728","Mammalia",359,"New South Wales, Australia","Mammalogy",NA,NA,1e-05,NA,"Australia",NA,"dce8feb0-6c89-11de-8225-b8a03c50a862",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-10-05T00:00:00.000+0000","urn:australianmuseum.net.au:Events:4020563",NA,NA,"Macropodidae",9372,NA,NA,"Australia","1101212775","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"465622dc-44d0-4109-a7de-ad743fc17b58",NA,NA,NA,"AM",NA,NA,NA,"AU",1101212775,"Animalia",1,NA,"2016-08-19T08:07:03.136+0000","2016-08-04T14:23:17.550+0000","2015-07-17T07:03:25.099+0000",-31.02693,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ecatalogue.LocCollectionEventLocal: ""Australia, New South Wales, Mootwingee National Park area, 12 km NE of Amphitheatre Well (31° 01' 37"" S, 142° 36' 21"" E) 05/10/1995 - 05/10/1995"";",142.60583,NA,NA,10,NA,"465622dc-44d0-4109-a7de-ad743fc17b58",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","770c30d2-c2a8-4bb2-8056-6167297cddae","Andy Sharp (NPWS) - NPWS",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1995,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"18251",NA,"Queensland",NA,NA,"PRESERVED_SPECIMEN",NA,"JM10572","Mammalia",359,"-, Queensland, Australia","Mammals",NA,NA,1e-05,50,"Australia",NA,"a79c2b50-6c8a-11de-8226-b8a03c50a862",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993-07-20T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1066619653","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6fc08cc5-4aff-4805-8797-e1663f935c08",NA,NA,NA,"QM",NA,NA,NA,"AU",1066619653,"Animalia",1,NA,"2015-10-19T05:51:14.434+0000","2016-08-04T10:56:38.229+0000","2015-04-30T09:48:34.214+0000",-24.88472,NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,144.77306,NA,NA,7,NA,"6fc08cc5-4aff-4805-8797-e1663f935c08",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","f9d3db7d-6ee9-4fbf-bd4c-e5d0f0bd26c6",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common wallaroo",NA,1993,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"18362",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M18850","Mammalia",359,"Mambray Creek, Saudi Arabia","Mammalogy",NA,NA,0.001,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992-02-15T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500863610","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MacNamara",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500863610,"Animalia",1,NA,"2013-09-07T07:22:24.000+0000","2016-08-04T15:41:15.543+0000",NA,-32.85,NA,NA,NA,NA,NA,NA,"Mambray Creek",NA,NA,NA,137.966,NA,NA,2,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Eckert, B.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"18442",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,"M17286","Mammalia",359,"Dlorah Downs, Saudi Arabia","Mammalogy",NA,NA,0.001,NA,"Saudi Arabia",NA,"fa375330-6c8a-11de-8226-b8a03c50a862",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992-11-05T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Saudi Arabia","500858387","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MacNamara",NA,NA,NA,NA,"SAMA",NA,NA,NA,"SA",500858387,"Animalia",1,NA,"2013-09-07T07:22:23.000+0000","2016-08-04T15:41:15.066+0000",NA,-32.683,NA,NA,NA,NA,NA,NA,"Dlorah Downs",NA,NA,NA,140.166,NA,NA,11,NA,NA,NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4d0539cd-a2e0-4a2c-8b7d-ec6718eef764","Kemper C.",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"18550",NA,"South Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"C28313","Mammalia",359,"10km west of Andamooka, South Australia, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991-03-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1272786792","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"813a21bd-6985-49b3-935a-3b33a4cd8fb7",1,NA,NA,"NMV",NA,NA,NA,"AU",1272786792,"Animalia",1,NA,"2016-08-19T07:34:05.852+0000","2016-08-03T15:25:00.332+0000","2016-06-21T15:09:29.917+0000",-30.45,NA,NA,NA,NA,NA,NA,"10km west of Andamooka",NA,NA,NA,137.17,NA,NA,3,NA,"813a21bd-6985-49b3-935a-3b33a4cd8fb7",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","Martin Tolhurst",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1991,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
