"","accessRights","adm1","adm2","associatedSequences","basisOfRecord","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"22793",NA,"Western Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"C9310","Mammalia",359,"Hillside Station, Western Australia, Australia","Mammalogy",NA,NA,NA,NA,"Australia",NA,"39905320-6c8a-11de-8226-b8a03c50a862",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955-04-30T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1272800211","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f5528e53-066f-4057-85e8-48544cff5c75",1,NA,NA,"NMV",NA,NA,NA,"AU",1272800211,"Animalia",1,NA,"2016-08-19T07:34:18.282+0000","2016-08-03T15:24:52.599+0000","2016-06-21T15:10:14.993+0000",-21.72,NA,NA,NA,NA,NA,NA,"Hillside Station",NA,NA,NA,119.4,NA,NA,4,NA,"f5528e53-066f-4057-85e8-48544cff5c75",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","4cff2aca-5ce5-4028-88e6-d79b6449173a","E H. Ealey",NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,"Common Wallaroo",NA,1955,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"22796",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U2542","Mammalia",359,"McCallum Creek, Tabletop Range, Stapleton Station, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955-04-15T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085843771","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3b89bd85-b22f-4818-884d-3ef70ddd1533",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085843771,"Animalia",1,NA,"2016-08-19T07:37:39.489+0000","2016-08-04T02:31:01.886+0000","2015-05-13T22:31:13.501+0000",-13.1,NA,NA,NA,NA,NA,NA,"McCallum Creek, Tabletop Range, Stapleton Station",NA,NA,NA,130.68333,NA,NA,4,NA,"3b89bd85-b22f-4818-884d-3ef70ddd1533",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"22900",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U8476","Mammalia",359,"Kurundi, Devonport Range, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085848716","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H.H. Finlayson","1150ada1-e54b-4f5f-8c42-dffcbd55315d",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085848716,"Animalia",1,NA,"2016-08-19T07:37:44.751+0000","2016-08-04T02:31:10.504+0000","2015-05-13T22:31:33.249+0000",-20.5,NA,NA,NA,NA,NA,NA,"Kurundi, Devonport Range",NA,NA,NA,134.66667,NA,NA,1,NA,"1150ada1-e54b-4f5f-8c42-dffcbd55315d",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"22901",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U8461","Mammalia",359,"Banka Banka, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085848570","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H.H. Finlayson","67656856-c571-4b44-8617-6f164f23c0f1",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085848570,"Animalia",1,NA,"2016-08-19T07:37:44.728+0000","2016-08-04T02:31:08.417+0000","2015-05-13T22:31:32.892+0000",-18.78333,NA,NA,NA,NA,NA,NA,"Banka Banka",NA,NA,NA,134.01667,NA,NA,1,NA,"67656856-c571-4b44-8617-6f164f23c0f1",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"22903",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U8428","Mammalia",359,"Poomingie, Utopia Station, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954-02-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085848731","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H.H. Finlayson","20b0e9f8-34e9-4f79-b1a3-e7be2e0f158a",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085848731,"Animalia",1,NA,"2016-08-19T07:37:44.732+0000","2016-08-04T02:31:10.651+0000","2015-05-13T22:31:33.279+0000",-22.28333,NA,NA,NA,NA,NA,NA,"Poomingie, Utopia Station",NA,NA,NA,134.56667,NA,NA,2,NA,"20b0e9f8-34e9-4f79-b1a3-e7be2e0f158a",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"22905",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U8424","Mammalia",359,"Wirrapa? Hill (= Mapata?) 36 miles S of Utopia., Utopia Station, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954-02-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085848694","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H.H. Finlayson","eaa16051-049f-46d4-9a1a-b2fb9271d3a4",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085848694,"Animalia",1,NA,"2016-08-19T07:37:44.733+0000","2016-08-04T02:31:11.108+0000","2015-05-13T22:31:33.198+0000",-22.78333,NA,NA,NA,NA,NA,NA,"Wirrapa? Hill (= Mapata?) 36 miles S of Utopia., Utopia Station",NA,NA,NA,134.61667,NA,NA,2,NA,"eaa16051-049f-46d4-9a1a-b2fb9271d3a4",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1954,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"22955","http://www.vertnet.org/resources/norms.html","South Australia",NA,NA,"PRESERVED_SPECIMEN",NA,"119670","Mammalia",359,"Algebuckina,near Neals River, South Australia, Australia, OCEANIA","Mammal specimens","urn:lsid:biocol.org:col:34904","OCEANIA",NA,905,"Australia",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-27T00:00:00.000+0000",11,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,"131",NA,"1953-05-11T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1145687260","Macropus","Macropus",2440171,"WGS84",NA,"Vygandas Relys","2003-09-29 00:00:00.0","MaNIS georeferencing guidelines",NA,"ArcView GNS data","unverified","Animalia; Chordata; Mammalia; Diprotodontia; Macropodidae; Macropodinae;  Sclater, 1870","Australia, Australia, South Australia",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:119670?seid=1186209",1,NA,"erubescens","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"AU",1145687260,"Animalia",1,"en","2016-08-09T09:37:49.116+0000","2016-08-09T09:38:12.127+0000","2016-08-09T09:37:49.518+0000",-27.91667,NA,NA,NA,NA,NA,NA,"Algebuckina,near Neals River","Vygandas Relys",NA,NA,135.81667,NA,NA,5,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:119670?seid=1186209","PLUS LIMB BONES",NA,"Diprotodontia",1452,"http://arctos.database.museum/guid/MVZ:Mamm:119670","collector number=4651",NA,"Chordata",44,"skin; skull; skeleton","<i>Macropus robustus erubescens</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Reuben A. Stirton","4651","http://arctos.database.museum/guid/MVZ:Mamm:119670","http://creativecommons.org/publicdomain/zero/1.0/",NA,"Macropus robustus subsp. erubescens Sclater, 1870","MALE","Macropus robustus",5219970,"robustus",NA,NA,5219973,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,"11 May 1953","Algebuckina, Nr. Neals River",NA,NA,NA,1953,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"22956",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U8423","Mammalia",359,"Newcastle Waters, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1953-12-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085848683","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H.H. Finlayson","8d8ed2f3-8449-4f01-8702-98cc6d7bbfc9",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085848683,"Animalia",1,NA,"2016-08-19T07:37:44.735+0000","2016-08-04T02:31:07.329+0000","2015-05-13T22:31:33.177+0000",-17.36667,NA,NA,NA,NA,NA,NA,"Newcastle Waters",NA,NA,NA,133.4,NA,NA,12,NA,"8d8ed2f3-8449-4f01-8702-98cc6d7bbfc9",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"22958",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U8425","Mammalia",359,"Napperby, Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-01-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085848704","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H.H. Finlayson","c3454f43-b355-4a57-8583-24bca9fb3cab",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085848704,"Animalia",1,NA,"2016-08-19T07:37:44.741+0000","2016-08-04T02:31:10.743+0000","2015-05-13T22:31:33.218+0000",-22.51667,NA,NA,NA,NA,NA,NA,"Napperby",NA,NA,NA,132.75,NA,NA,1,NA,"c3454f43-b355-4a57-8583-24bca9fb3cab",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
"22960",NA,"Nt",NA,NA,"PRESERVED_SPECIMEN",NA,"U8480","Mammalia",359,"Elliott (South), Nt, Australia","Mammal",NA,NA,NA,NA,"Australia",NA,"793c3890-6c8a-11de-8226-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-02-01T00:00:00.000+0000",NA,NA,NA,"Macropodidae",9372,NA,NA,"Australia","1085848253","Macropus","Macropus",2440171,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H.H. Finlayson","4c92bac1-5e87-4801-8b34-192fc752e279",NA,NA,NA,"MAGNT",NA,NA,NA,"AU",1085848253,"Animalia",1,NA,"2016-08-19T07:37:44.739+0000","2016-08-04T02:31:07.352+0000","2015-05-13T22:31:32.217+0000",-17.55,NA,NA,NA,NA,NA,NA,"Elliott (South)",NA,NA,NA,133.53333,NA,NA,2,NA,"4c92bac1-5e87-4801-8b34-192fc752e279",NA,NA,"Diprotodontia",1452,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","AU","8cdd9232-84eb-4bad-9d9b-a36910cd524b",NA,NA,NA,NA,NA,"Macropus robustus Gould, 1840",NA,"Macropus robustus",5219970,"robustus",NA,NA,5219970,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1951,2016-08-25,40565,"Macropus robustus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE","LC",289.786089614,568.201927507,TRUE
