"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"841",842,"http://vertnet.org/resources/norms.html","New Mexico","Eddy",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"8437","Mammalia",359,"Guadalupe Mts., canyon about 0.3 mi W Devil's Den Spring, 6900 ft.  T26S R21E NW1/4 Sec 21., New Mexico, Eddy, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,"NATIVE","2000-07-13T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",684322779,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Carnivora | Canidae |  | Urocyon","| United States of America | New Mexico | EDDY |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UTEP:Mammals:8437",NA,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",684322779,"Animalia",1,"en","2015-02-23T03:03:30.996+0000","2016-08-04T13:04:11.442+0000","2015-02-19T18:56:15.777+0000",32.02,NA,NA,NA,NA,NA,NA,NA,"Guadalupe Mts., canyon about 0.3 mi W Devil's Den Spring, 6900 ft.  T26S R21E NW1/4 Sec 21.",NA,NA,NA,-104.81,NA,"2015-02-15T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Mammals:8437",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull | atlas",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Worthington, Richard D.",NA,"http://portal.vertnet.org/o/utep/mammals?id=8437",NA,NA,NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",195,NA,2434566,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"United States of America | New Mexico | Eddy | Guadalupe Mts., canyon about 0.3 mi W Devil's Den Spring, 6900 ft.  T26S R21E NW1/4 Sec 21.",NA,"Gray Fox",NA,2000,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"853",854,NA,"Texas","Lampasas",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"10626","Mammalia",359,"8 mi S, 7 mi W Lometa, FM 580, Texas, Lampasas, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-01-13T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1061285581,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061285581,"Animalia",1,NA,"2016-06-28T07:24:29.445+0000","2016-08-04T15:40:26.598+0000","2015-03-03T13:48:20.754+0000",31.10066,NA,NA,NA,NA,NA,NA,NA,"8 mi S, 7 mi W Lometa, FM 580",NA,NA,NA,-98.51537,NA,NA,1,NA,NA,"eeaf3ebc-ec46-430d-a316-5d637a19f612",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Revelez, Marcia A",NA,NA,NA,NA,NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,NA,NA,NA,NA,NA,"13 January 1999","8.0 mi S, 7.0 mi W Lometa (FM 580)",NA,"Gray Fox",NA,1999,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"854",855,NA,"Colima","Manzanillo",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"27945","Mammalia",359,"ca 1 km WNW Don Tomas, Colima, Manzanillo, Mexico, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"84aefc7e-f762-11e1-a439-00145eb45e9a",NA,NA,12,NA,NA,"In collection","{""totalLengthInmm"":""978"", ""tailLengthInmm"":""405"", ""hindfootLengthInmm"":""128"", ""earLengthInmm"":""63"", ""weightIn"":""X""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999-01-12T00:00:00.000+0000",NA,NA,"Canidae",9701,"Yes",NA,NA,NA,"Mexico",202107597,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,NA,NA,NA,"Verified by data custodian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:OMNH:Mammals:27945",NA,NA,NA,"OMNH",NA,NA,NA,"MX",202107597,"Animalia",1,"English","2016-08-09T08:14:36.282+0000","2016-08-09T08:22:03.955+0000","2016-08-09T08:14:36.400+0000",19.23278,NA,NA,NA,NA,NA,NA,NA,"ca 1 km WNW Don Tomas",NA,NA,NA,-104.39889,NA,"2016-04-21T00:00:00.000+0000",1,NA,NA,"urn:catalog:OMNH:Mammals:27945",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin",NA,"DWC_ARCHIVE","US","609765e0-4ce8-11db-b80e-b8a03c50a862","Colima Field Expedition 1999","BTR , 262",NA,"no embs",NA,"Sam Noble Oklahoma Museum of Natural History",NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,NA,NA,NA,NA,"902",NA,NA,NA,"Gray Fox",NA,1999,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"884",885,NA,"Texas","Tom Green",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"11342","Mammalia",359,"5 mi N, 6 mi W San Angelo, Management, Instruction and Research Center, Texas, Tom Green, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-04-29T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1061286260,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061286260,"Animalia",1,NA,"2016-06-28T07:24:29.763+0000","2016-08-04T15:40:26.851+0000","2015-03-03T13:48:22.073+0000",31.52817,NA,NA,NA,NA,NA,NA,NA,"5 mi N, 6 mi W San Angelo, Management, Instruction and Research Center",NA,NA,NA,-100.51177,NA,NA,4,NA,NA,"db3e2d97-a20a-4c34-a930-6ad8cad222da",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"heart, kidney;liver;skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Frost, J",NA,NA,NA,NA,NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"FEMALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,NA,NA,NA,NA,NA,"29 April 1998","5 mi N, 6 mi W San Angelo, MIR Center",NA,"Gray Fox",NA,1998,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"890",891,"http://www.vertnet.org/resources/norms.html","New Mexico","Taos County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"85576","Mammalia",359,"CIBOLLA MESA TRAIL NO. 102 AT RIO GRANDE CANYON RIM; CARSON NATIONAL FOREST, New Mexico, Taos County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,1609.34,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-02-15T00:00:00.000+0000",24,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,NA,NA,144,NA,"1998-05-24T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1145377865,"Urocyon","Urocyon",2434558,"WGS84",NA,"Janeth Davidson","2003-06-11 00:00:00.0","not recorded",NA,"USGS Map","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, New Mexico, Taos County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:85576?seid=893430",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145377865,"Animalia",1,"en","2016-07-28T04:56:28.825+0000","2016-08-04T12:18:44.933+0000","2016-06-24T04:35:02.781+0000",36.6694284195753,NA,NA,NA,NA,NA,NA,NA,"CIBOLLA MESA TRAIL NO. 102 AT RIO GRANDE CANYON RIM; CARSON NATIONAL FOREST","Janeth Davidson",NA,NA,-105.646745297081,NA,NA,5,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:85576?seid=893430",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:85576","NK=45912; preparator number=2442",NA,NA,"Chordata",44,"leg bones; muscle (frozen)","<i>Urocyon cinereoargenteus</i> (accepted ID) identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Paul J. Polechla Jr.",NA,"http://arctos.database.museum/guid/MSB:Mamm:85576",NA,"http://arctosdb.org/home/data/",NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"24-May-1998","CIBOLLA MESA TRAIL NO. 102 AT RIO GRANDE CANYON RIM; CARSON NATIONAL FOREST",NA,NA,NA,1998,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"903",904,NA,"Chiapas","CINTALAPA",NA,NA,NA,NA,"LITERATURE",NA,NA,NA,"NA / 1886 / y021","Mammalia",359,"Ejido Rosendo Salazar, Microondas, Chiapas, CINTALAPA, Mexico","No Aplica",NA,NA,NA,NA,"Mexico",NA,"802f2cdc-f762-11e1-a439-00145eb45e9a",NA,"1998-10-27T00:00:00.000+0000",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,835,NA,NA,NA,"1998-10-27T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"Mexico",371224640,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J. E. Malpica y M. & A. Riechers P.",NA,NA,NA,NA,"ND",NA,NA,NA,"MX",371224640,"Animalia",1,NA,"2016-01-29T15:32:59.914+0000","2016-08-04T03:37:53.102+0000","2014-10-11T16:03:06.582+0000",16.42,NA,NA,NA,NA,NA,NA,NA,"Ejido Rosendo Salazar, Microondas",NA,NA,NA,-94.026,NA,NA,10,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DIGIR","MX","ff90b050-c256-11db-b71b-b8a03c50a862","J. E. Malpica y M. & A. Riechers P.",NA,NA,NA,NA,NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"904",905,"http://vertnet.org/resources/norms.html","Michigan","Ingham",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"MR.36004","Mammalia",359,"Mason, near courthouse, Michigan, Ingham, United States, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",NA,152,"United States",NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,"NATIVE","1998-10-07T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",919441294,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Canidae | Urocyon","North and Central America | United States | Michigan | Ingham County |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.36004",NA,NA,NA,"MSU","http://grbio.org/cool/53w1-8r3k",NA,NA,"US",919441294,"Animalia",1,"en","2015-07-31T14:03:59.193+0000","2016-08-03T12:48:06.934+0000","2015-04-09T04:32:43.113+0000",42.5796513602593,NA,NA,NA,NA,NA,NA,NA,"Mason, near courthouse",NA,NA,NA,-84.4420927002796,NA,"2015-04-09T00:00:00.000+0000",10,NA,"ICZN","urn:catalog:MSU:MR:MR.36004","hit by a car; euthanized by Ingham County Animal Control","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skeleton",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","Ingham County Animal Control",NA,"http://portal.vertnet.org/o/msu/mr?id=mr-36004",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",280,NA,2434566,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"North and Central America | United States | Michigan | Ingham County | Mason, near courthouse",NA,NA,NA,1998,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"905",906,"http://www.vertnet.org/resources/norms.html","California","Lassen County",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"225294","Mammalia",359,"Wldcat Canyon Road, just S Black Butte, California, Lassen County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,NA,"United States",NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1998-10-16T00:00:00.000+0000",16,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,289,NA,"1998-10-16T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1145804631,"Urocyon","Urocyon",2434558,"WGS84",NA,"James L. Patton","2010-07-17 00:00:00.0","not recorded",NA,"Google Earth","verified by curator",NA,"Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, California, Lassen County",NA,NA,NA,NA,"A",NA,"field","John D. Perrine","http://arctos.database.museum/guid/MVZ:Mamm:225294?seid=1666282",1,NA,"townsendi","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145804631,"Animalia",1,"en","2016-08-09T09:39:01.655+0000","2016-08-09T09:41:48.781+0000","2016-08-09T09:39:02.328+0000",41.38886,NA,NA,NA,NA,NA,NA,NA,"Wldcat Canyon Road, just S Black Butte","James L. Patton",NA,NA,-122.36353,NA,NA,10,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:225294?seid=1666282",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MVZ:Mamm:225294","collector number=347",NA,NA,"Chordata",44,"skull; tissue (frozen); tissue (frozen); tissue (frozen) sample; stomach content (70% ethanol); skeleton","<i>Urocyon cinereoargenteus townsendi</i> (accepted ID) identified by John D. Perrine on 1998-10-16; method: field","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): John D. Perrine","347","http://arctos.database.museum/guid/MVZ:Mamm:225294",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Urocyon cinereoargenteus subsp. townsendi Merriam, 1899",NA,"MALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,6164345,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"16 Oct 1998","Wldcat Canyon Road, just S Black Butte, Lassen Co., California",NA,NA,NA,1998,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"920",921,NA,"California","Riverside Co.",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"24371","Mammalia",359,"Hwy 74 300 m. SW of Cahuilla Tewanet Vista Point, Sugarloaf Mt., Santa Rosa Mts., California, Riverside Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,25,NA,NA,NA,"Length=33 3/4 in S.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998-12-25T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",583522419,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Canidae","North America; USA; California; Riverside Co.",NA,NA,NA,NA,NA,NA,NA,"Douglas J. Long","urn:catalog:CAS:MAM:24371",NA,NA,"scottii","CAS",NA,NA,NA,"US",583522419,"Animalia",1,"en","2016-08-09T10:33:59.689+0000","2016-08-04T00:58:21.358+0000","2016-03-29T19:22:54.532+0000",33.5883118890895,NA,NA,NA,NA,NA,NA,"ADULT","Hwy 74 300 m. SW of Cahuilla Tewanet Vista Point, Sugarloaf Mt., Santa Rosa Mts.",NA,NA,NA,-116.434463878369,NA,NA,12,NA,NA,"urn:catalog:CAS:MAM:24371","Dead on road, skull crushed, saved; skin tanned, tip of tail missing from skin. TL: 33 3/4 in., TAIL: 12 3/4 in., HIND FOOT: 4 1/4 in., EAR: 2 3/4 in.  Collected at confluence of ranges of U. c. californicus and U. c. scottii.",NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","Douglas J. Long","DJL",NA,NA,NA,NA,NA,"Urocyon cinereoargenteus subsp. scottii Mearns, 1891",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",359,NA,6164340,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"25 Dec 1998",NA,NA,NA,NA,1998,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"923",924,"http://www.vertnet.org/resources/norms.html","New Mexico","Harding County","(host of) HWML:Para http://arctos.database.museum/guid/HWML:Para:66666; (host of) MSB:Para http://arctos.database.museum/guid/MSB:Para:1043; (host of) MSB:Para http://arctos.database.museum/guid/MSB:Para:1044; (host of) MSB:Para http://arctos.database.museum/guid/MSB:Para:1045; (host of) MSB:Para http://arctos.database.museum/guid/MSB:Para:1046; (host of) MSB:Para http://arctos.database.museum/guid/MSB:Para:1047; (host of) MSB:Para http://arctos.database.museum/guid/MSB:Para:1048; (host of) MSB:Para http://arctos.database.museum/guid/MSB:Para:1049",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"232357","Mammalia",359,"15 mi S, 2 mi W roy, Hartley Ranch, New Mexico, Harding County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,2535,"United States",NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-03-10T00:00:00.000+0000",29,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,29,NA,"1997-01-29T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"United States",1145266363,"Urocyon","Urocyon",2434558,"WGS84",NA,"Jason L. Malaney","2010-02-18 00:00:00.0","BioGeoMancer",NA,"Beogeomancer","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Canidae;","North America, United States, New Mexico, Harding County",NA,NA,NA,NA,"A",NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:232357?seid=872639",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495",NA,NA,"US",1145266363,"Animalia",1,"en","2016-07-28T04:55:54.040+0000","2016-08-04T12:18:42.650+0000","2016-06-24T04:33:50.344+0000",35.727,NA,NA,NA,NA,NA,NA,NA,"15 mi S, 2 mi W roy, Hartley Ranch","Jason L. Malaney",NA,NA,-104.23153,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:232357?seid=872639","934-402-130-75  2503.0g  taken on M 44 device",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:232357","NK=35527; institutional catalog number=- M -; preparator number=6182",NA,NA,"Chordata",44,"skull; postcranial skeleton; unknown (frozen)","<i>Urocyon cinereoargenteus</i> (accepted ID) identified by unknown on 2005-03-10; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Jimmy Garcia; Preparator(s): C. Gregory Schmitt",NA,"http://arctos.database.museum/guid/MSB:Mamm:232357",NA,"http://arctosdb.org/home/data/",NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,"FEMALE",NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"29-Jan-1997","15 mi S, 2 mi W roy, Hartley Ranch",NA,NA,NA,1997,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
"926",927,NA,"Coahuila","CUATROCIENEGAS",NA,NA,NA,NA,"LITERATURE",NA,NA,NA,"not recorded / 331 / H291","Mammalia",359,"Extremo S de Dunas Blancas, Coahuila, CUATROCIENEGAS, Mexico","ND",NA,NA,NA,NA,"Mexico",NA,"7a3eefec-f762-11e1-a439-00145eb45e9a",NA,"1997-01-01T00:00:00.000+0000",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,NA,NA,"1997-02-03T00:00:00.000+0000",NA,NA,"Canidae",9701,NA,NA,NA,NA,"Mexico",236152404,"Urocyon","Urocyon",2434558,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JHLS",NA,NA,NA,NA,"ND",NA,NA,NA,"MX",236152404,"Animalia",1,NA,"2016-01-26T01:31:32.551+0000","2016-08-04T02:43:45.111+0000","2014-10-06T17:12:20.369+0000",26.846,NA,NA,NA,NA,NA,NA,NA,"Extremo S de Dunas Blancas",NA,NA,NA,-102.183,NA,NA,2,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DIGIR","MX","ff90b050-c256-11db-b71b-b8a03c50a862","ND",NA,NA,NA,NA,NA,NA,"Urocyon cinereoargenteus (Schreber, 1775)",NA,NA,NA,"Urocyon cinereoargenteus",2434566,"cinereoargenteus",NA,NA,2434566,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,"2016-08-10",22780,"Urocyon cinereoargenteus",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","CANIDAE","LC",606.630718601,884.541305845,TRUE
