"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"2662",2688,"not-for-profit use only","Ontario","Victoria",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98624","Mammalia",359,"Longford Township, Ontario, Victoria, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-12-12T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211844398,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Victoria",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:98624",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211844398,"Animalia",1,"en","2016-05-26T13:57:42.154+0000","2016-08-04T13:23:33.107+0000","2016-05-26T13:57:52.949+0000",44.91667,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Longford Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-79,"2016-05-19T00:00:00.000+0000",12,NA,NA,"URI:catalog:ROM:Mammals:98624",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","F-017-91",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19901212","Longford Township",NA,NA,1990,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"2673",2699,"not-for-profit use only","Ontario","Muskoka",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98634","Mammalia",359,"Wood Township, Ontario, Muskoka, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-12-29T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211844422,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Muskoka",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:98634",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211844422,"Animalia",1,"en","2016-05-26T13:57:42.250+0000","2016-08-04T13:23:33.199+0000","2016-05-26T13:57:53.039+0000",44.95,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Wood Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-79.55,"2016-05-19T00:00:00.000+0000",12,NA,NA,"URI:catalog:ROM:Mammals:98634",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","F-045-91",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19901229","Wood Township",NA,NA,1990,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"2677",2703,"not-for-profit use only","Ontario","Parry Sound",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98683","Mammalia",359,"East Burpee Township, Ontario, Parry Sound, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-12-01T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211848031,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Parry Sound",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:98683",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211848031,"Animalia",1,"en","2016-05-26T13:57:45.498+0000","2016-08-04T13:23:33.987+0000","2016-05-26T13:57:55.449+0000",45.58333,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"East Burpee Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-80.1,"2016-05-19T00:00:00.000+0000",12,NA,NA,"URI:catalog:ROM:Mammals:98683",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","F-178-91",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"FEMALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19901200","East Burpee Township",NA,NA,1990,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"2712",2738,"not-for-profit use only","Ontario","Parry Sound",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98637","Mammalia",359,"Ryerson Township, Ontario, Parry Sound, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-12-29T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211848062,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Parry Sound",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:98637",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211848062,"Animalia",1,"en","2016-05-26T13:57:45.508+0000","2016-08-04T13:23:33.867+0000","2016-05-26T13:57:55.474+0000",45.58333,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Ryerson Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-79.51667,"2016-05-19T00:00:00.000+0000",12,NA,NA,"URI:catalog:ROM:Mammals:98637",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","F-063-91",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19901229","Ryerson Township",NA,NA,1990,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"2731",2757,"not-for-profit use only","Ontario","Muskoka",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98646","Mammalia",359,"Ontario, Muskoka, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-12-20T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",891389604,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Muskoka",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:98646",NA,NA,NA,"Royal Ontario Museum: ROM",NA,NA,NA,"CA",891389604,"Animalia",1,"en","2015-01-22T18:31:49.537+0000","2016-08-04T13:23:33.487+0000","2015-01-22T18:31:49.791+0000",45.1,NA,NA,NA,NA,NA,NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-79.65,"2014-11-19T00:00:00.000+0000",12,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","F-091-91",NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19901220",NA,NA,NA,1990,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"2740",2766,"not-for-profit use only","Ontario","Parry Sound",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98685","Mammalia",359,"Henvey Township, Ontario, Parry Sound, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-12-15T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211848748,"Martes","Martes",2433765,"WGS84","Stephen Lee (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Martes","North America; Canada; Ontario; Parry Sound",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:98685",NA,NA,NA,"ROM",NA,NA,NA,"CA",1211848748,"Animalia",1,"en","2016-05-26T13:57:46.086+0000","2016-08-04T13:23:33.992+0000","2016-05-26T13:57:55.874+0000",45.71667,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/",NA,"Henvey Township",NA,"ROM data parsed by John Wieczorek, 20020402; MaNIS-05 Upload",-80.58333,"2016-05-19T00:00:00.000+0000",12,NA,NA,"URI:catalog:ROM:Mammals:98685",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Strickland, MA","F-181-91",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Martes pennanti (Erxleben, 1777)",NA,"FEMALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19901215","Henvey Township",NA,NA,1990,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"3089",3115,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","New hampshire","COOS CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"144662","Mammalia",359,"COLEBROOK TOWNSHIP; EAST COLEBROOK ROAD, New hampshire, COOS CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-12-04T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",686471784,"Martes","Martes",2433765,"WGS84","Moe E. Flannery (CAS)","2002-06-11",NA,NA,"USGS map 1:24,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"960c5079-1ed8-11e3-bfac-90b11c41863e",NA,NA,"pennanti","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686471784,"Animalia",1,"en","2016-03-28T15:43:43.116+0000","2016-08-03T12:33:15.475+0000","2015-06-05T22:02:28.222+0000",44.8899215855369,NA,NA,NA,NA,NA,NA,"COLEBROOK TOWNSHIP; EAST COLEBROOK ROAD",NA,NA,-71.3994023009112,NA,12,NA,NA,"960c5079-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","NEW HAMPSHIRE FUR HARVEST",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Martes pennanti subsp. pennanti",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,7193967,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1986,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"3102",3128,NA,"New Hampshire","Coos",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"9333","Mammalia",359,"Berlin, New Hampshire, Coos, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-12-09T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1061284284,"Martes","Martes",2433765,"WGS84",NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,NA,NA,"US",1061284284,"Animalia",1,NA,"2016-06-28T07:24:28.891+0000","2016-08-04T15:40:27.965+0000","2015-03-03T13:48:18.207+0000",44.46543,NA,NA,NA,NA,NA,NA,"Berlin",NA,NA,-71.18625,NA,12,NA,NA,"acf06440-1639-4808-b951-00cbe588e22f",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Catello, T",NA,NA,NA,NA,NA,NA,"Martes pennanti (Erxleben, 1777)",NA,"FEMALE",NA,"Martes pennanti",5218855,"pennanti",NA,NA,5218855,"SPECIES",NA,NA,NA,NA,NA,NA,"09 December 1986","Berlin",NA,"Fisher",1986,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"3104",3130,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","New hampshire","COOS CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"144678","Mammalia",359,"STRATFORD TOWNSHIP; STRATFORD HOLLOW, New hampshire, COOS CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-12-02T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",686471800,"Martes","Martes",2433765,"WGS84","Moe E. Flannery (CAS)","2002-06-21",NA,NA,"Delorme Street Atlas USA 9.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"960c798a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"pennanti","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686471800,"Animalia",1,"en","2016-03-28T15:43:43.098+0000","2016-08-03T12:33:15.543+0000","2015-06-05T22:02:28.207+0000",44.679923356481,NA,NA,NA,NA,NA,NA,"STRATFORD TOWNSHIP; STRATFORD HOLLOW",NA,NA,-71.5294071422785,NA,12,NA,NA,"960c798a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","NEW HAMPSHIRE FUR HARVEST",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Martes pennanti subsp. pennanti",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,7193967,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1986,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"3111",3137,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","New hampshire","COOS CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"144669","Mammalia",359,"PITTSBURG TOWNSHIP; LAKE FRANCIS AREA, New hampshire, COOS CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986-12-08T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",686471791,"Martes","Martes",2433765,"WGS84","Moe E. Flannery (CAS)","2002-06-10",NA,NA,"USGS map 1:24,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"960c61bd-1ed8-11e3-bfac-90b11c41863e",NA,NA,"pennanti","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686471791,"Animalia",1,"en","2016-03-28T15:43:43.093+0000","2016-08-03T12:33:15.803+0000","2015-06-05T22:02:28.192+0000",45.0399204244105,NA,NA,NA,NA,NA,NA,"PITTSBURG TOWNSHIP; LAKE FRANCIS AREA",NA,NA,-71.3293994952398,NA,12,NA,NA,"960c61bd-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","NEW HAMPSHIRE FUR HARVEST",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Martes pennanti subsp. pennanti",NA,NA,NA,"Martes pennanti",5218855,"pennanti",NA,NA,7193967,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1986,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
"3290",3316,"http://www.vertnet.org/resources/norms.html","Maine",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"34568","Mammalia",359,"Lat: 45.4594 Long: -69.5911MAINE, Maine, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",1e+05,"United States",NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,5,NA,NA,NA,"{""totalLengthInMM"":""1008"", ""tailLengthInMM"":""365"", ""hindfootLengthInMM"":""135"", ""earLengthInMM"":""55"", ""weight"":""3.75 kg"" }",NA,NA,NA,NA,NA,NA,217,"MANAGED","1985-08-05T00:00:00.000+0000",NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",70144948,"Martes","Martes",2433765,"WGS84",NA,NA,"VertNet Georeferencing Guidelines","center of state",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Mustelinae | Martes","| USA | Maine |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:34568",1,NA,NA,"UWBM","urn:lsid:biocol.org:col:34878",NA,NA,"US",70144948,"Animalia",1,"en","2015-02-24T03:03:58.068+0000","2016-08-04T04:34:27.599+0000","2015-02-16T16:39:00.054+0000",45.4593131292158,NA,NA,NA,NA,NA,NA,"Lat: 45.4594 Long: -69.5911MAINE",NA,NA,-69.5904457521584,"2015-01-06T00:00:00.000+0000",8,NA,"ICZN","urn:catalog:UWBM:Mammal:34568","1008-365-135-55; Misc.: marked L-R; captive, wild caught from Dale Pederson","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin/skull/body skel",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","D. Pedersen",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=34568",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Martes pennanti (Erxleben, 1777)",NA,"MALE",NA,"Martes pennanti",5218855,"pennanti",217,NA,5218855,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Maine |  |  | Lat: 45.4594 Long: -69.5911MAINE",NA,"Fisher",1985,"2016-08-10",41651,"Martes pennanti",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",449.727567173,455.412234314,TRUE
