"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","http://unknown.org/occurrenceDetails","http://unknown.org/organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationRemarks","lon","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","waterBody","year","downloadDate"
"1575","http://vertnet.org/resources/norms.html","New Mexico","Bernalillo",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-521.1","Mammalia",359,"Isleta Cave No 2; Rio Grande, New Mexico, Bernalillo, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,8,NA,NA,NA,NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,1716,0,"189","NATIVE","1946-07-08T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","1058564050","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes","| USA | NM | Bernalillo |  |  |  |",NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-521.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",1058564050,"Animalia",1,"en","2015-02-23T03:02:54.797+0000","2016-08-04T13:04:00.000+0000","2015-02-23T03:02:54.846+0000",NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,NA,NA,"Isleta Cave No 2; Rio Grande",NA,"Mixed Holocene and Wisconsin Pleistocene.  Many numbers on the bones have an ""A"" prefix; in the database, this is indicated by a "".1"". E.g., 46-A479 on the specimen is given in the database as 46-479.1",NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-521.1","Burn marks","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Proximal portion of tibia",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Carter",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-521-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","189",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,"1716 M",NA,"USA | NM | Bernalillo | Isleta Cave No 2; Rio Grande","Swift Fox",NA,1946,2016-08-10
"1576","http://vertnet.org/resources/norms.html","New Mexico","Bernalillo",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-467.1","Mammalia",359,"Isleta Cave No 2; Rio Grande, New Mexico, Bernalillo, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,8,NA,NA,NA,NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,1716,0,"189","NATIVE","1946-07-08T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","1058564184","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes","| USA | NM | Bernalillo |  |  |  |",NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-467.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",1058564184,"Animalia",1,"en","2015-02-23T03:02:55.055+0000","2016-08-04T13:04:01.979+0000","2015-02-23T03:02:55.147+0000",NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,NA,NA,"Isleta Cave No 2; Rio Grande",NA,"Mixed Holocene and Wisconsin Pleistocene.  Many numbers on the bones have an ""A"" prefix; in the database, this is indicated by a "".1"". E.g., 46-A479 on the specimen is given in the database as 46-479.1",NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-467.1",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"R dentary m1, m2",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Carter",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-467-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","189",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,"1716 M",NA,"USA | NM | Bernalillo | Isleta Cave No 2; Rio Grande","Swift Fox",NA,1946,2016-08-10
"1577","http://vertnet.org/resources/norms.html","New Mexico","Bernalillo",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-475.1","Mammalia",359,"Isleta Cave No 2; Rio Grande, New Mexico, Bernalillo, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,8,NA,NA,NA,NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,1716,0,"189","NATIVE","1946-07-08T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","1058564218","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes","| USA | NM | Bernalillo |  |  |  |",NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-475.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",1058564218,"Animalia",1,"en","2015-02-23T03:02:55.164+0000","2016-08-04T13:03:59.789+0000","2015-02-23T03:02:55.234+0000",NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,NA,NA,"Isleta Cave No 2; Rio Grande",NA,"Mixed Holocene and Wisconsin Pleistocene.  Many numbers on the bones have an ""A"" prefix; in the database, this is indicated by a "".1"". E.g., 46-A479 on the specimen is given in the database as 46-479.1",NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-475.1",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"L dentary m2",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Carter",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-475-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","189",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,"1716 M",NA,"USA | NM | Bernalillo | Isleta Cave No 2; Rio Grande","Swift Fox",NA,1946,2016-08-10
"1578","http://vertnet.org/resources/norms.html","New Mexico","Bernalillo",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-566.1","Mammalia",359,"Isleta Cave No 2; Rio Grande, New Mexico, Bernalillo, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,8,NA,NA,NA,NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,1716,0,"189","NATIVE","1946-07-08T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","1058564232","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes","| USA | NM | Bernalillo |  |  |  |",NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-566.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",1058564232,"Animalia",1,"en","2015-02-23T03:02:55.221+0000","2016-08-04T13:03:59.862+0000","2015-02-23T03:02:55.268+0000",NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,NA,NA,"Isleta Cave No 2; Rio Grande",NA,"Mixed Holocene and Wisconsin Pleistocene.  Many numbers on the bones have an ""A"" prefix; in the database, this is indicated by a "".1"". E.g., 46-A479 on the specimen is given in the database as 46-479.1",NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-566.1",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Humerus.",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Carter",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-566-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","189",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,"1716 M",NA,"USA | NM | Bernalillo | Isleta Cave No 2; Rio Grande","Swift Fox",NA,1946,2016-08-10
"1579","http://vertnet.org/resources/norms.html","New Mexico","Bernalillo",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-856.1","Mammalia",359,"Isleta Cave No 2; Rio Grande, New Mexico, Bernalillo, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,5,NA,NA,NA,NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,1716,0,"186","NATIVE","1946-07-05T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","1058564292","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes","| USA | NM | Bernalillo |  |  |  |",NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-856.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",1058564292,"Animalia",1,"en","2015-02-23T03:02:55.377+0000","2016-08-04T13:04:02.263+0000","2015-02-23T03:02:55.410+0000",NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,NA,NA,"Isleta Cave No 2; Rio Grande",NA,"Mixed Holocene and Wisconsin Pleistocene.  Many numbers on the bones have an ""A"" prefix; in the database, this is indicated by a "".1"". E.g., 46-A479 on the specimen is given in the database as 46-479.1",NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-856.1",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"R dentary m2",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Church",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-856-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","186",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,"1716 M",NA,"USA | NM | Bernalillo | Isleta Cave No 2; Rio Grande","Swift Fox",NA,1946,2016-08-10
"1580","http://vertnet.org/resources/norms.html","New Mexico","Bernalillo",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-941.2","Mammalia",359,"Isleta Cave No 2; Rio Grande, New Mexico, Bernalillo, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,3,NA,NA,NA,NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,1716,0,"184","NATIVE","1946-07-03T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","1058564320","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes","| USA | NM | Bernalillo |  |  |  |",NA,NA,NA,NA,NA,NA,"Findley, James S.","urn:catalog:UTEP:Fossils:46-941.2",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",1058564320,"Animalia",1,"en","2015-02-23T03:02:55.414+0000","2016-08-04T13:03:59.954+0000","2015-02-23T03:02:55.542+0000",NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,NA,NA,"Isleta Cave No 2; Rio Grande",NA,"Mixed Holocene and Wisconsin Pleistocene.  Many numbers on the bones have an ""A"" prefix; in the database, this is indicated by a "".1"". E.g., 46-A479 on the specimen is given in the database as 46-479.1",NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-941.2",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"L dentary m/1 m/2.",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Carter and Durant",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-941-2",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","184",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,"1716 M",NA,"USA | NM | Bernalillo | Isleta Cave No 2; Rio Grande","Swift Fox",NA,1946,2016-08-10
"1581","http://vertnet.org/resources/norms.html",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-1263.1","Mammalia",359,"Isleta Cave No 2, Namibia","Fossils",NA,NA,NA,"Namibia",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"189","NATIVE","1946-07-08T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,NA,"1058564401","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes",NA,NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-1263.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,NA,1058564401,"Animalia",1,"en","2015-02-23T03:02:55.705+0000","2016-08-04T13:04:00.269+0000","2015-02-23T03:02:55.771+0000",NA,NA,NA,NA,NA,NA,NA,"Isleta Cave No 2",NA,NA,NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-1263.1","Burned","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Distal portion of femur",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Carter",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-1263-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","189",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"Isleta Cave No 2","Swift Fox",NA,1946,2016-08-10
"1582","http://vertnet.org/resources/norms.html",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-1646.1","Mammalia",359,"Isleta Cave No 2, Namibia","Fossils",NA,NA,NA,"Namibia",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187","NATIVE","1946-07-06T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,NA,"1058564459","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes",NA,NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-1646.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,NA,1058564459,"Animalia",1,"en","2015-02-23T03:02:55.834+0000","2016-08-04T13:04:00.088+0000","2015-02-23T03:02:55.891+0000",NA,NA,NA,NA,NA,NA,NA,"Isleta Cave No 2",NA,NA,NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-1646.1","Burned","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Fragment of R dentary",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Peters, R.",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-1646-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","187",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"Isleta Cave No 2","Swift Fox",NA,1946,2016-08-10
"1583","http://vertnet.org/resources/norms.html","New Mexico","Bernalillo",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-1477.1","Mammalia",359,"Isleta Cave No 2; Rio Grande, New Mexico, Bernalillo, United States, NORTH_AMERICA","Fossils",NA,"NORTH_AMERICA",NA,"United States",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,3,NA,NA,NA,NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,1716,0,"184","NATIVE","1946-07-03T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,"United States","1058564491","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes","| USA | NM | Bernalillo |  |  |  |",NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-1477.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,"US",1058564491,"Animalia",1,"en","2015-02-23T03:02:55.887+0000","2016-08-04T13:03:59.782+0000","2015-02-23T03:02:55.966+0000",NA,NA,"WISCONSINAN/HOLOCENE",NA,NA,NA,NA,"Isleta Cave No 2; Rio Grande",NA,"Mixed Holocene and Wisconsin Pleistocene.  Many numbers on the bones have an ""A"" prefix; in the database, this is indicated by a "".1"". E.g., 46-A479 on the specimen is given in the database as 46-479.1",NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-1477.1",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Tibia.",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","Carter, Nancy",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-1477-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","184",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,"1716 M",NA,"USA | NM | Bernalillo | Isleta Cave No 2; Rio Grande","Swift Fox",NA,1946,2016-08-10
"1584","http://vertnet.org/resources/norms.html",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-1395.1","Mammalia",359,"Isleta Cave No 2, Namibia","Fossils",NA,NA,NA,"Namibia",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186","NATIVE","1946-07-05T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,NA,"1058564501","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes",NA,NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-1395.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,NA,1058564501,"Animalia",1,"en","2015-02-23T03:02:55.903+0000","2016-08-04T13:03:59.957+0000","2015-02-23T03:02:55.970+0000",NA,NA,NA,NA,NA,NA,NA,"Isleta Cave No 2",NA,NA,NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-1395.1",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Humerus.",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862","R. Hunt",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-1395-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","186",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"Isleta Cave No 2","Swift Fox",NA,1946,2016-08-10
"1585","http://vertnet.org/resources/norms.html",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-1999.1","Mammalia",359,"Isleta Cave No 2, Namibia","Fossils",NA,NA,NA,"Namibia",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182","NATIVE","1946-07-01T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,NA,"1058564567","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes",NA,NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-1999.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,NA,1058564567,"Animalia",1,"en","2015-02-23T03:02:56.077+0000","2016-08-04T13:03:59.893+0000","2015-02-23T03:02:56.123+0000",NA,NA,NA,NA,NA,NA,NA,"Isleta Cave No 2",NA,NA,NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-1999.1","Missing proximal tip Marked X9.","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Radius.",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862",".002",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-1999-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","182",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"Isleta Cave No 2","Swift Fox",NA,1946,2016-08-10
"1586","http://vertnet.org/resources/norms.html",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-2016.1","Mammalia",359,"Isleta Cave No 2, Namibia","Fossils",NA,NA,NA,"Namibia",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182","NATIVE","1946-07-01T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,NA,"1058564626","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes",NA,NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-2016.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,NA,1058564626,"Animalia",1,"en","2015-02-23T03:02:56.202+0000","2016-08-04T13:04:00.310+0000","2015-02-23T03:02:56.240+0000",NA,NA,NA,NA,NA,NA,NA,"Isleta Cave No 2",NA,NA,NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-2016.1","Marked X9.","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Distal portion of tibia",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862",".002",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-2016-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","182",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"Isleta Cave No 2","Swift Fox",NA,1946,2016-08-10
"1587","http://vertnet.org/resources/norms.html",NA,NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"46-2006.1","Mammalia",359,"Isleta Cave No 2, Namibia","Fossils",NA,NA,NA,"Namibia",NA,NA,"bd2feca8-ec39-4480-9dad-e353ab6a506d",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182","NATIVE","1946-07-01T00:00:00.000+0000",NA,NA,NA,"Canidae",9701,NA,NA,NA,NA,"1058564637","Vulpes","Vulpes",5219234,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia | Carnivora | Canidae |  | Vulpes",NA,NA,NA,NA,NA,NA,NA,"Jasso, Heather A.","urn:catalog:UTEP:Fossils:46-2006.1",1,NA,NA,"UTEP","http://grbio.org/cool/gq95-3z97",NA,NA,NA,1058564637,"Animalia",1,"en","2015-02-23T03:02:56.213+0000","2016-08-04T13:04:00.352+0000","2015-02-23T03:02:56.243+0000",NA,NA,NA,NA,NA,NA,NA,"Isleta Cave No 2",NA,NA,NA,"2015-02-20T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UTEP:Fossils:46-2006.1","Burned Marked X9.","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Proximal portion of ulna",NA,"DWC_ARCHIVE","US","52c8f620-1816-11da-9544-b8a03c50a862",".002",NA,"http://portal.vertnet.org/o/utep/fossils?id=46-2006-1",NA,NA,NA,NA,"Vulpes velox (Say, 1823)",NA,NA,"Vulpes velox",5219290,"velox","182",NA,5219290,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"Isleta Cave No 2","Swift Fox",NA,1946,2016-08-10
