"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"310",310,NA,"California","Santa Barbara",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"1936","Mammalia",359,"Tajiguas Ranch, California, Santa Barbara, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,"United States","75018539-6328-41de-b875-7c2e61dc1635",NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,"NATIVE","1978-05-31T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",735664930,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Mephitidae:Spilogale","North America;United States;California;Santa Barbara County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:1936",1,NA,NA,"SBMNH","urn:lsid:biocol.org:col:34834","US",735664930,"Animalia",1,"en","2015-02-17T07:02:35.655+0000","2016-08-04T01:32:51.061+0000","2015-02-17T07:02:35.669+0000",34.48639,NA,NA,NA,NA,NA,NA,NA,"Tajiguas Ranch",NA,NA,NA,-120.09167,NA,"2014-10-10T00:00:00.000+0000",5,"ICZN","urn:catalog:SBMNH:MAM:1936",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",151,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"North America; United States; California; Santa Barbara County; ; ; ;",NA,1978,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"340",340,"http://vertnet.org/resources/norms.html","Oregon","Lane",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-15159","Mammalia",359,"Blue River, 5.5 mi NE; T15S, R5E, S32, NW .25, Oregon, Lane, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",582,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,"NATIVE","1972-02-26T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",812651602,"Spilogale","Spilogale",2434820,"WGS84",NA,"GW Shugart","7/1/2002",NA,NA,"TRS2LL batch program ver 11/26/2001","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Oregon | Lane |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-15159",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812651602,"Animalia",1,"en","2016-05-26T20:48:52.813+0000","2016-08-04T09:30:03.917+0000","2016-05-26T20:48:52.858+0000",44.2211408986041,NA,NA,NA,NA,NA,NA,NA,"Blue River, 5.5 mi NE; T15S, R5E, S32, NW .25",NA,NA,NA,-122.242472145411,NA,"2016-05-26T00:00:00.000+0000",2,"ICZN","urn:catalog:PSM:Mammal:Mammal-15159",NA,"present","Carnivora",732,NA,"3062",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","C. Maser",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-15159",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",57,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Oregon | Lane | Blue River, 5.5 mi NE; T15S, R5E, S32, NW .25",NA,1972,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"342",342,"http://vertnet.org/resources/norms.html","Oregon","Coos",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-13746","Mammalia",359,"Bandon, 9 mi NE; T27S, R13W, S18, NW .25, Oregon, Coos, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",582,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"NATIVE","1971-01-25T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",812650528,"Spilogale","Spilogale",2434820,"WGS84",NA,"GW Shugart","7/1/2002",NA,NA,"TRS2LL batch program ver 11/26/2001","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Oregon | Coos |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-13746",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812650528,"Animalia",1,"en","2016-05-26T20:48:52.219+0000","2016-08-04T09:30:03.007+0000","2016-05-26T20:48:52.276+0000",43.234432275361,NA,NA,NA,NA,NA,NA,NA,"Bandon, 9 mi NE; T27S, R13W, S18, NW .25",NA,NA,NA,-124.292904153942,NA,"2016-05-26T00:00:00.000+0000",1,"ICZN","urn:catalog:PSM:Mammal:Mammal-13746",NA,"present","Carnivora",732,NA,"2503",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","C. Maser",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-13746",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",25,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Oregon | Coos | Bandon, 9 mi NE; T27S, R13W, S18, NW .25",NA,1971,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"347",347,"http://vertnet.org/resources/norms.html","Oregon","Lincoln",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-13795","Mammalia",359,"Cascade Head Experimental Forest; T6S, R10W, S21, SW .25, Oregon, Lincoln, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,"NATIVE","1971-04-12T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",812650548,"Spilogale","Spilogale",2434820,"WGS84",NA,"GW Shugart","7/1/2002",NA,NA,"TRS2LL batch program ver 11/26/2001","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Oregon | Lincoln |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-13795",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812650548,"Animalia",1,"en","2016-05-26T20:48:52.265+0000","2016-08-04T09:30:05.615+0000","2016-05-26T20:48:52.372+0000",45.0330979175346,NA,NA,NA,NA,NA,NA,NA,"Cascade Head Experimental Forest; T6S, R10W, S21, SW .25",NA,NA,NA,-123.923038329972,NA,"2016-05-26T00:00:00.000+0000",4,"ICZN","urn:catalog:PSM:Mammal:Mammal-13795",NA,"present","Carnivora",732,NA,"2568",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","C. Maser",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-13795",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",102,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Oregon | Lincoln | Cascade Head Experimental Forest; T6S, R10W, S21, SW .25",NA,1971,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"359",359,"http://vertnet.org/resources/norms.html","Arizona","Cochise",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"UAZ 21068","Mammalia",359,"Chiricahua Mtns., Turkey Creek Ranger Station, T18S, R29E, S13, elev. 6400, Arizona, Cochise, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,16,NA,NA,NA,"{""earLengthInMM"":""29"", ""hindfootLengthInMM"":""39"", ""tail"":""150"", ""totalLength"":""384"", ""weight"":""458.5"" }",NA,NA,NA,NA,NA,NA,NA,289,"NATIVE","1971-10-16T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1262412184,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mephitidae |  |  | Spilogale","| United States of America  | Arizona | Cochise |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 21068",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","US",1262412184,"Animalia",1,"en","2016-03-29T18:16:44.645+0000","2016-08-04T10:11:15.048+0000","2016-03-29T18:16:44.863+0000",31.8685,NA,NA,NA,NA,NA,NA,NA,"Chiricahua Mtns., Turkey Creek Ranger Station, T18S, R29E, S13, elev. 6400",NA,NA,NA,-109.3464,NA,"2016-03-23T00:00:00.000+0000",10,"ICZN","urn:catalog:UAZ:Mammals:UAZ 21068",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","W. Hampton",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-21068",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",289,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"16 October 1971","United States of America  | Arizona | Cochise | Chiricahua Mtns., Turkey Creek Ranger Station, T18S, R29E, S13, elev. 6400","Western Spotted Skunk",1971,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"377",377,"http://vertnet.org/resources/norms.html","Oregon","Curry",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"Mammal-13738","Mammalia",359,"Port Orford, 2 mi S; T33S, R15W, S15, N .5, Oregon, Curry, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",1152,"United States","8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,"NATIVE","1970-12-22T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",812650520,"Spilogale","Spilogale",2434820,"WGS84",NA,"GW Shugart","7/1/2002",NA,NA,"TRS2LL batch program ver 11/26/2001","requires verification",NA,"Mammalia | Carnivora | Mephitidae | Spilogale","| USA | Oregon | Curry |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-13738",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812650520,"Animalia",1,"en","2016-05-26T20:48:52.173+0000","2016-08-04T09:30:03.403+0000","2016-05-26T20:48:52.256+0000",42.7171370216503,NA,NA,NA,NA,NA,NA,NA,"Port Orford, 2 mi S; T33S, R15W, S15, N .5",NA,NA,NA,-124.463799166944,NA,"2016-05-26T00:00:00.000+0000",12,"ICZN","urn:catalog:PSM:Mammal:Mammal-13738",NA,"present","Carnivora",732,NA,"2483",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","C. Maser",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-13738",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",356,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,"USA | Oregon | Curry | Port Orford, 2 mi S; T33S, R15W, S15, N .5",NA,1970,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"391",391,"http://vertnet.org/resources/norms.html","Arizona","Pima",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"UAZ 17786","Mammalia",359,"1.0 mi. NNE of jnct. of Ariz. Hwy 86 and rd. to Old Tucson, on SW side of Cat Mtn., 3250 ft., Arizona, Pima, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,16,NA,NA,NA,"{""earLengthInMM"":""24"", ""hindfootLengthInMM"":""41"", ""tail"":""144"", ""totalLength"":""360"", ""weight"":""254.2"" }",NA,NA,NA,NA,NA,NA,NA,321,"NATIVE","1968-11-16T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1262408889,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mephitidae |  |  | Spilogale","| United States of America  | Arizona | Pima |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 17786",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","US",1262408889,"Animalia",1,"en","2016-03-29T18:16:39.275+0000","2016-08-04T10:11:16.164+0000","2016-03-29T18:16:39.300+0000",32.18149,NA,NA,NA,NA,NA,NA,NA,"1.0 mi. NNE of jnct. of Ariz. Hwy 86 and rd. to Old Tucson, on SW side of Cat Mtn., 3250 ft.",NA,NA,NA,-111.05882,NA,"2016-03-23T00:00:00.000+0000",11,"ICZN","urn:catalog:UAZ:Mammals:UAZ 17786",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","D. Davis",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-17786",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",321,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"16 November 1968","United States of America  | Arizona | Pima | 1.0 mi. NNE of jnct. of Ariz. Hwy 86 and rd. to Old Tucson, on SW side of Cat Mtn., 3250 ft.","Western Spotted Skunk",1968,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"398",398,NA,"New Mexico","Otero",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"650","Mammalia",359,"2 MI. E. LA LUZ, New Mexico, Otero, United States, NORTH_AMERICA","Mamm",NA,"NORTH_AMERICA",NA,"United States","9587f32a-f762-11e1-a439-00145eb45e9a",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-01-30T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",174706641,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENMU",NA,"US",174706641,"Animalia",1,NA,"2013-09-07T07:14:15.000+0000","2016-08-04T09:50:30.941+0000",NA,32.9777,NA,NA,NA,NA,NA,NA,NA,"2 MI. E. LA LUZ",NA,NA,NA,-105.9068,NA,NA,1,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DIGIR_MANIS","US","0fbd3740-5703-11dd-b927-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Spilogale gracilis Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1967,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"401",401,"http://vertnet.org/resources/norms.html","Arizona","Pima",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"UAZ 17028","Mammalia",359,"Sabino Canyon-last recreational area, Arizona, Pima, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States","96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,22,NA,NA,NA,"{""earLengthInMM"":""25"", ""hindfootLengthInMM"":""40"", ""tail"":""120"", ""totalLength"":""235"" }",NA,NA,NA,NA,NA,NA,NA,265,"NATIVE","1967-09-22T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1262408124,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mephitidae |  |  | Spilogale","| United States of America  | Arizona | Pima |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 17028",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","US",1262408124,"Animalia",1,"en","2016-03-29T18:16:38.527+0000","2016-08-04T10:11:16.643+0000","2016-03-29T18:16:38.549+0000",32.32222,NA,NA,NA,NA,NA,NA,NA,"Sabino Canyon-last recreational area",NA,NA,NA,-110.80917,NA,"2016-03-23T00:00:00.000+0000",9,"ICZN","urn:catalog:UAZ:Mammals:UAZ 17028",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","R. Bronander",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-17028",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",265,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"22 September 1967","United States of America  | Arizona | Pima | Sabino Canyon-last recreational area","Western Spotted Skunk",1967,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"414",414,"http://www.vertnet.org/resources/norms.html","Arizona","Yuma County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"160336","Mammalia",359,"7 mi N Wenden, Arizona, Yuma County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",3796,"United States","b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"1965-04-15T00:00:00.000+0000",15,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,105,NA,"1965-04-15T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States",1145187005,"Spilogale","Spilogale",2434820,"WGS84",NA,"Jason L. Malaney","2009-09-01 00:00:00.0","BioGeoMancer",NA,"biogeomancer","unverified",NA,"Animalia Chordata Mammalia Carnivora Mephitidae","North America, United States, Arizona, Yuma County",NA,NA,NA,NA,"A","Spilogale putorius leucoparia Spilogale leucoparia","legacy","Woodrow Goodpaster","http://arctos.database.museum/guid/MSB:Mamm:160336?seid=461344",1,NA,"leucoparia","MSB","urn:lsid:biocol.org:col:34495","US",1145187005,"Animalia",1,"en","2016-07-28T04:55:35.522+0000","2016-08-04T12:18:33.916+0000","2016-06-24T04:33:07.829+0000",33.92409,NA,NA,NA,NA,NA,NA,NA,"7 mi N Wenden","Jason L. Malaney",NA,NA,-113.54159,NA,NA,4,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:160336?seid=461344","entered as Spilogale putorius leucoparia",NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:160336","UIMNH: University of Illinois Museum of Natural History=31903; collector number=16521",NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): Woodrow Goodpaster, L. Goodpaster","16521","http://arctos.database.museum/guid/MSB:Mamm:160336",NA,"http://arctosdb.org/home/data/",NA,NA,"Spilogale gracilis subsp. leucoparia Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",NA,NA,6164473,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,"15-April-1965","7 mi N Wenden",NA,1965,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
"422",422,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Nuevo leon",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"98707","Mammalia",359,"ZARAGOZA, 6 MI ENE OF, Nuevo leon, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"Mexico","1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-08-13T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Mexico",686427599,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2009-01-12",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94031794-1ed8-11e3-bfac-90b11c41863e",NA,NA,"leucoparia","KU","http://grbio.org/cool/iakn-125z","MX",686427599,"Animalia",1,"en","2016-03-28T15:43:27.620+0000","2016-08-03T12:33:01.566+0000","2015-09-16T18:57:03.230+0000",24.0004136646582,NA,NA,NA,NA,NA,NA,NA,"ZARAGOZA, 6 MI ENE OF",NA,NA,NA,-99.6801337296707,NA,NA,8,NA,"94031794-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","JIMÉNEZ S A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale gracilis subsp. leucoparia Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,6164473,"SUBSPECIES",NA,"PhysicalObject",NA,"decimal degrees",NA,NA,NA,NA,1964,"2016-08-10",136797,"Spilogale gracilis",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","LC",204.386399666,385.906115721,TRUE
