"","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http://unknown.org/occurrenceDetails","http://unknown.org/organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","vernacularName","year","downloadDate"
"607","not-for-profit use only","British Columbia","Greater Vancouver",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"30387","Mammalia",359,"British Columbia, Greater Vancouver, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada","c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1935-12-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Canada","891371727","Spilogale","Spilogale",2434820,"WGS84",NA,"Unknown (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Most likely from the gazetteer in, The Times Atlas of the World, Comprehensive Edition. 1975. John Bartholomew and Son Limited. Edinburgh, Great Britain. xl + 123 plates + 223 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mephitidae; Spilogale","North America; Canada; British Columbia; Greater Vancouver",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:30387",NA,NA,NA,"Royal Ontario Museum: ROM",NA,"CA",891371727,"Animalia",1,"en","2015-01-22T18:31:59.333+0000","2016-08-04T13:23:36.859+0000","2015-01-22T18:32:00.007+0000",49.06667,NA,NA,NA,NA,NA,NA,"ADULT",NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402.  MaNIS-Orig Upload",-121.96667,NA,"2014-11-19T00:00:00.000+0000",12,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Munro, JA","645",NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Spilogale gracilis Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"19351204",NA,NA,1935,2016-08-10
"608","not-for-profit use only","British Columbia","Greater Vancouver",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"30385","Mammalia",359,"British Columbia, Greater Vancouver, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada","c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1935-12-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Canada","891371767","Spilogale","Spilogale",2434820,"WGS84",NA,"Unknown (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Most likely from the gazetteer in, The Times Atlas of the World, Comprehensive Edition. 1975. John Bartholomew and Son Limited. Edinburgh, Great Britain. xl + 123 plates + 223 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mephitidae; Spilogale","North America; Canada; British Columbia; Greater Vancouver",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:30385",NA,NA,NA,"Royal Ontario Museum: ROM",NA,"CA",891371767,"Animalia",1,"en","2015-01-22T18:31:59.333+0000","2016-08-04T13:23:36.799+0000","2015-01-22T18:32:00.003+0000",49.06667,NA,NA,NA,NA,NA,NA,"ADULT",NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402.  MaNIS-Orig Upload",-121.96667,NA,"2014-11-19T00:00:00.000+0000",12,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Munro, JA","641",NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Spilogale gracilis Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"19351204",NA,NA,1935,2016-08-10
"609",NA,"British Columbia",NA,NA,"Genbank:","PRESERVED_SPECIMEN",NA,NA,"291832.7302186","Mammalia",359,"Cultus Lake, British Columbia, Canada, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"Canada","5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338",NA,"1935-12-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Canada","884605184","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mephitidae","North America, Canada, British Columbia",NA,NA,"291832",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3ded03dc8-f542-4f99-911d-a56c9c580dcb",1,NA,"latifrons","USNM",NA,"CA",884605184,"Animalia",1,NA,"2016-04-27T20:29:30.443+0000","2016-08-03T23:57:11.673+0000","2016-02-09T18:04:33.807+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Cultus Lake",NA,NA,NA,NA,NA,NA,12,NA,"http://n2t.net/ark:/65665/3ded03dc8-f542-4f99-911d-a56c9c580dcb",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","J. Munro","643",NA,NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis subsp. latifrons Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis","338",NA,6164475,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"4 Dec 1935",NA,NA,1935,2016-08-10
"610","not-for-profit use only","British Columbia","Greater Vancouver",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"30385","Mammalia",359,"Cultus Lake, New Westminster, British Columbia, Greater Vancouver, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada","c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1935-12-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Canada","1211858378","Spilogale","Spilogale",2434820,"WGS84",NA,"Unknown (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Most likely from the gazetteer in, The Times Atlas of the World, Comprehensive Edition. 1975. John Bartholomew and Son Limited. Edinburgh, Great Britain. xl + 123 plates + 223 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mephitidae; Spilogale","North America; Canada; British Columbia; Greater Vancouver",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:30385",NA,NA,NA,"ROM",NA,"CA",1211858378,"Animalia",1,"en","2016-05-26T13:57:55.588+0000","2016-08-04T13:23:36.888+0000","2016-05-26T13:58:03.213+0000",49.06667,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT","Cultus Lake, New Westminster",NA,NA,"ROM data parsed by John Wieczorek, 20020402.  MaNIS-Orig Upload",-121.96667,NA,"2016-05-19T00:00:00.000+0000",12,NA,"URI:catalog:ROM:Mammals:30385",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Munro, JA","641",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Spilogale gracilis Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"19351204","Cultus Lake, New Westminster",NA,1935,2016-08-10
"611",NA,"British Columbia",NA,NA,"Genbank:","PRESERVED_SPECIMEN",NA,NA,"291833.7302187","Mammalia",359,"Cultus Lake, British Columbia, Canada, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"Canada","5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338",NA,"1935-12-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Canada","884604924","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mephitidae","North America, Canada, British Columbia",NA,NA,"291833",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/3e5404909-380b-4385-9f8b-2638939df3c7",1,NA,"latifrons","USNM",NA,"CA",884604924,"Animalia",1,NA,"2016-04-27T20:32:20.228+0000","2016-08-03T23:57:11.716+0000","2016-02-09T18:08:34.933+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Cultus Lake",NA,NA,NA,NA,NA,NA,12,NA,"http://n2t.net/ark:/65665/3e5404909-380b-4385-9f8b-2638939df3c7",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","J. Munro","644",NA,NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis subsp. latifrons Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis","338",NA,6164475,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"4 Dec 1935",NA,NA,1935,2016-08-10
"612","not-for-profit use only","British Columbia","Greater Vancouver",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"30386","Mammalia",359,"British Columbia, Greater Vancouver, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,"Canada","c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1935-12-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Canada","891371798","Spilogale","Spilogale",2434820,"WGS84",NA,"Unknown (ROM)",NA,"MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Most likely from the gazetteer in, The Times Atlas of the World, Comprehensive Edition. 1975. John Bartholomew and Son Limited. Edinburgh, Great Britain. xl + 123 plates + 223 pp.","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Mephitidae; Spilogale","North America; Canada; British Columbia; Greater Vancouver",NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:30386",NA,NA,NA,"Royal Ontario Museum: ROM",NA,"CA",891371798,"Animalia",1,"en","2015-01-22T18:31:59.332+0000","2016-08-04T13:23:36.919+0000","2015-01-22T18:31:59.995+0000",49.06667,NA,NA,NA,NA,NA,NA,"ADULT",NA,NA,NA,"ROM data parsed by John Wieczorek, 20020402.  MaNIS-Orig Upload",-121.96667,NA,"2014-11-19T00:00:00.000+0000",12,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Munro, JA","642",NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","Royal Ontario Museum; ROM",NA,"Spilogale gracilis Merriam, 1890",NA,NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,"PhysicalObject",NA,NA,NA,"19351204",NA,NA,1935,2016-08-10
"613",NA,"British Columbia",NA,NA,"Genbank:","PRESERVED_SPECIMEN",NA,NA,"291834.7302188","Mammalia",359,"Cultus Lake, British Columbia, Canada, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"Canada","5df38344-b821-49c2-8174-cf0f29f4df0d",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338",NA,"1935-12-04T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Canada","884604941","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Carnivora, Caniformia, Mephitidae","North America, Canada, British Columbia",NA,NA,"291834",NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/383232a5b-1279-49fe-8879-403ba0354a73",1,NA,"latifrons","USNM",NA,"CA",884604941,"Animalia",1,NA,"2016-04-27T20:19:00.699+0000","2016-08-03T23:57:11.079+0000","2016-02-09T16:35:02.640+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Cultus Lake",NA,NA,NA,NA,NA,NA,12,NA,"http://n2t.net/ark:/65665/383232a5b-1279-49fe-8879-403ba0354a73",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,"DWC_ARCHIVE","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","J. Munro","646",NA,NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis subsp. latifrons Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis","338",NA,6164475,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"4 Dec 1935",NA,NA,1935,2016-08-10
"614",NA,"Idaho",NA,NA,NA,"UNKNOWN",NA,NA,"2-1293355-694","Mammalia",359,"Cassia, Idaho, United States, NORTH_AMERICA","ID-NHP",NA,"NORTH_AMERICA",NA,"United States","7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1935-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104420",NA,"Mephitidae",9679,"158591",NA,"United States","1274488914","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-1293355-694",NA,NA,NA,"NTSRV",NA,"US",1274488914,"Animalia",1,NA,"2016-06-28T16:48:34.192+0000","2016-08-04T03:33:30.592+0000","2016-06-28T16:48:34.240+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Cassia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Spilogale gracilis Merriam, 1890","552466",NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1935,2016-08-10
"615",NA,"Idaho",NA,NA,NA,"UNKNOWN",NA,NA,"2-1293361-685","Mammalia",359,"Blaine, Idaho, United States, NORTH_AMERICA","ID-NHP",NA,"NORTH_AMERICA",NA,"United States","7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1935-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104420",NA,"Mephitidae",9679,"158590",NA,"United States","1274490317","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-1293361-685",NA,NA,NA,"NTSRV",NA,"US",1274490317,"Animalia",1,NA,"2016-06-28T16:48:35.182+0000","2016-08-04T03:33:30.663+0000","2016-06-28T16:48:35.235+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Blaine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Spilogale gracilis Merriam, 1890","552466",NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1935,2016-08-10
"616",NA,"Idaho",NA,NA,NA,"UNKNOWN",NA,NA,"2-1293362-702","Mammalia",359,"Gooding, Idaho, United States, NORTH_AMERICA","ID-NHP",NA,"NORTH_AMERICA",NA,"United States","7fd12114-9010-4c13-8f46-990fe04ca882","NatureServe Network Species Occurrence Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1934-01-01T00:00:00.000+0000","http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.104420",NA,"Mephitidae",9679,"158592",NA,"United States","1274490295","Spilogale","Spilogale",2434820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-1293362-702",NA,NA,NA,"NTSRV",NA,"US",1274490295,"Animalia",1,NA,"2016-06-28T16:48:35.168+0000","2016-08-04T03:33:30.737+0000","2016-06-28T16:48:35.205+0000",NA,NA,NA,NA,NA,NA,NA,NA,"Gooding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","aa40a1e0-818b-11d9-b6d0-b8a03c50a862",NA,NA,NA,NA,"These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.","NatureServe",NA,"Spilogale gracilis Merriam, 1890","552466",NA,"Spilogale gracilis",2434835,"gracilis",NA,NA,2434835,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,1934,2016-08-10
"617","http://vertnet.org/resources/norms.html","British Columbia",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"M006262","Mammalia",359,"Huntingdon, British Columbia, Canada, NORTH_AMERICA","CTC",NA,"NORTH_AMERICA",NA,"Canada","3ad882bb-cd21-4201-8b83-3684bfc6d830","Cowan Tetrapod Collection - Mammal",NA,17,NA,NA,"in collection",NA,NA,NA,NA,NA,NA,NA,NA,"168","NATIVE","1933-06-17T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Canada","786007895","Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mephitidae | Spilogale","North America | Canada | BC | Lower Mainland |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UBCBBM:CTC:M006262",1,NA,"latifrons","UBCBBM",NA,"CA",786007895,"Animalia",1,"en","2015-04-07T23:36:57.613+0000","2016-08-03T15:27:11.979+0000","2015-04-07T23:36:57.640+0000",49.00641,NA,NA,NA,NA,NA,NA,NA,"Huntingdon",NA,NA,NA,-122.26444,NA,"2015-04-06T00:00:00.000+0000",6,"ICZN","urn:catalog:UBCBBM:CTC:M006262",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","CA","b542788f-0dc2-4a2b-b652-fceced449591","K. Racey","1205","http://portal.vertnet.org/o/ubcbbm/ctc?id=m006262",NA,NA,NA,NA,"Spilogale gracilis subsp. latifrons Merriam, 1890",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis","168",NA,6164475,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"17 June 1933","North America | Canada | BC | Lower Mainland | Huntingdon","Western Spotted Skunk",1933,2016-08-10
"618","http://vertnet.org/resources/norms.html","Colorado","El Paso County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"10722","Mammalia",359,"NE of Glen Cairn Ranch, Colorado, El Paso County, United States, NORTH_AMERICA","Mammal specimens","95","NORTH_AMERICA",NA,"United States","88d8974c-f762-11e1-a439-00145eb45e9a",NA,"1933-01-01T00:00:00.000+0000",26,NA,NA,NA,"unformatted measurements=420-180-41-32 ; sex=female ; hind foot with claw=41 mm; tail length=180 mm; ear from notch=32 mm; total length=420 mm",NA,NA,NA,NA,NA,NA,NA,"299",NA,"1933-10-26T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"United States","1061301816","Spilogale","Spilogale",2434820,NA,NA,"Todd Fielder","1933-10-26 00:00:00.0",NA,NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mephitidae;","North America, United States, Colorado, El Paso County",NA,NA,NA,NA,"A",NA,"legacy","unknown","urn:occurrence:Arctos:UCM:Mamm:10722:2535484",1,"mask part attribute location","gracilis","UCM","urn:lsid:biocol.org:col:34854","US",1061301816,"Animalia",1,"en","2016-08-09T08:14:17.818+0000","2016-08-09T08:20:30.293+0000","2016-08-09T08:14:17.866+0000",NA,NA,NA,NA,NA,NA,NA,NA,"NE of Glen Cairn Ranch","Todd Fielder",NA,"LatLongRemarks: TRS Data: 16S, 67W, 22; Confidence Value: 5; UTM Zone: 13; Confidence Value: 5; UTM cannot be converted by bulkloader; data follow: DATUM: unknown; GEOREFERENCE_SOURCE: MaNIS georeferencing guidelines; GEOREFERENCE_PROTOCOL: not recorded; UTM_ZONE: ; UTM_EW: 510588; UTM_NS: 4276997",NA,NA,NA,10,"ICZN","urn:occurrence:Arctos:UCM:Mamm:10722:2535484",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UCM:Mamm:10722","original identifier=ERW 4363",NA,NA,"Chordata",44,"skull; study skin","<i>Spilogale gracilis gracilis</i> (accepted ID) identified by unknown on 1933; method: legacy<br><i>Spilogale gracilis tenuis</i> identified by unknown; method: legacy Remark: per catalog","DWC_ARCHIVE","US","4cadac10-3e7b-11d9-8439-b8a03c50a862","Collector(s): unknown",NA,"http://arctos.database.museum/guid/UCM:Mamm:10722",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale gracilis subsp. gracilis",NA,"FEMALE","Spilogale gracilis",2434835,"gracilis",NA,NA,7193896,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"26 October 1933","Colorado, El Paso county, NE of Glen Cairn Ranch",NA,1933,2016-08-10
"619","http://vertnet.org/resources/norms.html","British Columbia",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"M006022","Mammalia",359,"Vancouver; Marine Drive, British Columbia, Canada, NORTH_AMERICA","CTC",NA,"NORTH_AMERICA",NA,"Canada","3ad882bb-cd21-4201-8b83-3684bfc6d830","Cowan Tetrapod Collection - Mammal",NA,16,NA,NA,"in collection","{ ""tailLengthInMillimeters""=""129"", ""footLengthInMillimeters""=""47"", ""headBodyLengthInMillimeters""=""415"" }",NA,NA,NA,NA,NA,NA,NA,"47","NATIVE","1932-02-16T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,"Canada","786006716","Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mephitidae | Spilogale","North America | Canada | BC | Lower Mainland |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UBCBBM:CTC:M006022",1,NA,"latifrons","UBCBBM",NA,"CA",786006716,"Animalia",1,"en","2015-04-07T23:36:57.424+0000","2016-08-03T15:27:13.356+0000","2015-04-07T23:36:57.448+0000",49.2611,NA,NA,NA,NA,NA,NA,NA,"Vancouver; Marine Drive",NA,NA,NA,-123.11352,NA,"2015-04-06T00:00:00.000+0000",2,"ICZN","urn:catalog:UBCBBM:CTC:M006022",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; skull",NA,"DWC_ARCHIVE","CA","b542788f-0dc2-4a2b-b652-fceced449591","K. Racey","980","http://portal.vertnet.org/o/ubcbbm/ctc?id=m006022",NA,NA,NA,NA,"Spilogale gracilis subsp. latifrons Merriam, 1890",NA,"MALE","Spilogale gracilis",2434835,"gracilis","47",NA,6164475,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,"16 February 1932","North America | Canada | BC | Lower Mainland | Vancouver","Western Spotted Skunk",1932,2016-08-10
