"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1754",1763,"http://vertnet.org/resources/norms.html","Texas","Live Oak",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"MR.23668","Mammalia",359,"5 mi. NE of George West, Texas, Live Oak, United States, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",NA,5103,"United States",NA,NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,"NATIVE","1975-08-10T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",919447149,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Taxidea","North and Central America | United States | Texas | Live Oak County |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.23668",NA,NA,"berlandieri","MSU","http://grbio.org/cool/53w1-8r3k","US",919447149,"Animalia",1,"en","2015-07-31T14:04:00.502+0000","2016-08-03T12:48:05.896+0000","2015-04-09T04:32:48.175+0000",28.3835900622854,NA,NA,NA,NA,NA,NA,NA,NA,"5 mi. NE of George West",NA,NA,NA,-98.0590925120681,NA,"2015-04-09T00:00:00.000+0000",8,NA,"ICZN","urn:catalog:MSU:MR:MR.23668","no measurements","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","Rollin H. Baker","RHB6532","http://portal.vertnet.org/o/msu/mr?id=mr-23668",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",222,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"North and Central America | United States | Texas | Live Oak County | 5 mi. NE of George West",NA,NA,1975,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1755",1764,"http://vertnet.org/resources/norms.html","Oregon","Malheur",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"Mammal-20304","Mammalia",359,"T23S, R41E, S31, Oregon, Malheur, United States, NORTH_AMERICA","Mammal",NA,"NORTH_AMERICA",NA,1152,"United States",NA,NA,"8eddc200-f535-4c65-9b4d-f723eafe607e",NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,"NATIVE","1975-08-21T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",812656857,"Taxidea","Taxidea",2434101,"WGS84",NA,"GW Shugart","7/1/2002",NA,NA,"TRS2LL batch program ver 11/26/2001","requires verification",NA,"Mammalia | Carnivora | Mustelidae | Taxidea","| USA | Oregon | Malheur |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:PSM:Mammal:Mammal-20304",NA,NA,NA,"PSM","urn:lsid:biocol.org:col:34825","US",812656857,"Animalia",1,"en","2016-05-26T20:48:55.191+0000","2016-08-04T09:30:03.894+0000","2016-05-26T20:48:55.241+0000",43.5260870342804,NA,NA,NA,NA,NA,NA,NA,NA,"T23S, R41E, S31",NA,NA,NA,-117.741747294212,NA,"2016-05-26T00:00:00.000+0000",8,NA,"ICZN","urn:catalog:PSM:Mammal:Mammal-20304",NA,"present","Carnivora",732,NA,"6634",NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","f56c5f80-055c-11d8-b84e-b8a03c50a862","C. Maser",NA,"http://portal.vertnet.org/o/psm/mammal?id=mammal-20304",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",233,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Malheur | T23S, R41E, S31",NA,NA,1975,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1757",1766,"http://vertnet.org/resources/norms.html","Arizona","Cochise",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"UAZ 23297","Mammalia",359,"53 mi. E Tucson on I-10, road kill, Arizona, Cochise, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,"NATIVE","1975-09-22T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1262414793,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mustelidae | Mustelinae |  | Taxidea","| United States of America  | Arizona | Cochise |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 23297",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","US",1262414793,"Animalia",1,"en","2016-03-29T18:16:47.462+0000","2016-08-04T10:11:16.203+0000","2016-03-29T18:16:47.488+0000",32.21842,NA,NA,NA,NA,NA,NA,NA,NA,"53 mi. E Tucson on I-10, road kill",NA,NA,NA,-110.01662,NA,"2016-03-23T00:00:00.000+0000",9,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 23297",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skeleton | skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","E.J. Croxen",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-23297",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",265,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"22 September 1975","United States of America  | Arizona | Cochise | 53 mi. E Tucson on I-10, road kill",NA,"American Badger",1975,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1758",1767,NA,"Oregon","Umatilla",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"41390","Mammalia",359,"Lat: 45.7069 Long: -118.9757OREGON: Umatilla County; Pendleton, 10 mi E; along I-80 N, Oregon, Umatilla, United States","Mammal",NA,NA,NA,5001.84,"United States",NA,NA,"9f210074-c49e-4fe3-b0af-8257374ef356",NA,NA,19,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"1975-10-19T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1231598120,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UWBM",NA,"US",1231598120,"Animalia",1,NA,"2016-01-28T16:41:37.748+0000","2016-08-04T10:44:20.008+0000","2016-01-28T16:41:37.798+0000",45.7069,NA,NA,NA,NA,NA,NA,NA,NA,"Lat: 45.7069 Long: -118.9757OREGON: Umatilla County; Pendleton, 10 mi E; along I-80 N",NA,NA,NA,-118.9757,NA,NA,10,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DIGIR_MANIS","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","L. H. Fisk",NA,NA,NA,NA,NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1760",1769,"http://vertnet.org/resources/norms.html","Kansas","Phillips",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"15689","Mammalia",359,"3 3/4 MI S, 4 MI W KIRWIN, Kansas, Phillips, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299,"NATIVE","1975-10-26T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",48097961,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | TAXIDEA","North America | USA | Kansas | Phillips |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fd016562-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c","US",48097961,"Animalia",1,"en","2015-05-12T17:06:01.358+0000","2016-08-04T07:44:27.408+0000","2015-05-12T17:06:01.374+0000",39.67303,NA,NA,NA,NA,NA,NA,NA,NA,"3 3/4 MI S, 4 MI W KIRWIN",NA,NA,NA,-99.19727,NA,"2015-04-12T00:00:00.000+0000",10,NA,"ICZN","fd016562-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SO - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","LAUNCHBAUGH, G K",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=15689",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",299,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | PHILLIPS",NA,NA,1975,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1761",1770,"http://vertnet.org/resources/norms.html","Kansas","Stafford",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"12347","Mammalia",359,"1 MI S, 3 MI E HUDSON, Kansas, Stafford, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,"NATIVE","1975-10-25T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",48097916,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | TAXIDEA","North America | USA | Kansas | Stafford |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fcaa8859-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c","US",48097916,"Animalia",1,"en","2015-05-12T17:05:59.854+0000","2016-08-04T07:44:24.804+0000","2015-05-12T17:05:59.865+0000",38.10555,NA,NA,NA,NA,NA,NA,NA,NA,"1 MI S, 3 MI E HUDSON",NA,NA,NA,-98.60445,NA,"2015-04-12T00:00:00.000+0000",10,NA,"ICZN","fcaa8859-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SO - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862",NA,NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=12347",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",298,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | STAFFORD",NA,NA,1975,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1765",1774,"http://www.vertnet.org/resources/norms.html","Wyoming","Albany County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"2595","Mammalia",359,"Laramie area, Wyoming, Albany County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,25595,"United States",NA,NA,"f36b26ac-97d1-40f6-a9a0-484defff98e7",NA,"1974-01-07T00:00:00.000+0000",7,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,7,NA,"1974-01-07T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",897117914,"Taxidea","Taxidea",2434101,"WGS84",NA,"James M. Maley","2012-08-22 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, Wyoming, Albany County",NA,NA,NA,NA,"A",NA,NA,"legacy","Doug Crow","http://arctos.database.museum/guid/UWYMV:Mamm:2595?seid=1851686",1,NA,NA,"UWYMV",NA,"US",897117914,"Animalia",1,"en","2016-08-09T08:23:35.715+0000","2016-08-09T08:26:35.883+0000","2016-08-09T08:23:35.723+0000",41.31139,NA,NA,NA,NA,NA,NA,NA,NA,"Laramie area","James M. Maley",NA,NA,-105.59056,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UWYMV:Mamm:2595?seid=1851686",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UWYMV:Mamm:2595","collector number=320",NA,NA,"Chordata",44,"skull","<i>Taxidea taxus</i> (accepted ID) identified by Doug Crow on 1974-01-07; method: legacy","DWC_ARCHIVE","US","50576fe5-7883-495d-9089-b5dcf5e56098","Collector(s): Doug Crow","320","http://arctos.database.museum/guid/UWYMV:Mamm:2595",NA,"http://arctosdb.org/home/data/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1974-01-07","Carcass from McConnel Fur Co.",NA,NA,1974,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1769",1778,"http://www.vertnet.org/resources/norms.html","Wyoming",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"2956","Mammalia",359,"Wyoming, Wyoming, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,355468,"United States",NA,NA,"f36b26ac-97d1-40f6-a9a0-484defff98e7",NA,"1974-01-04T00:00:00.000+0000",4,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,4,NA,"1974-01-04T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",897118315,"Taxidea","Taxidea",2434101,"WGS84",NA,"James M. Maley","2012-10-05 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, Wyoming",NA,NA,NA,NA,"A",NA,NA,"legacy","Doug Crow","http://arctos.database.museum/guid/UWYMV:Mamm:2956?seid=1877479",1,NA,NA,"UWYMV",NA,"US",897118315,"Animalia",1,"en","2016-08-09T08:23:35.975+0000","2016-08-09T08:26:36.320+0000","2016-08-09T08:23:35.995+0000",42.99037,NA,NA,NA,NA,NA,NA,NA,NA,"Wyoming","James M. Maley",NA,NA,-107.5697,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/UWYMV:Mamm:2956?seid=1877479",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/UWYMV:Mamm:2956","collector number=241",NA,NA,"Chordata",44,"skull","<i>Taxidea taxus</i> (accepted ID) identified by Doug Crow on 1974-01-04; method: legacy","DWC_ARCHIVE","US","50576fe5-7883-495d-9089-b5dcf5e56098","Collector(s): Doug Crow","241","http://arctos.database.museum/guid/UWYMV:Mamm:2956",NA,"http://arctosdb.org/home/data/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1974-01-04","Wyoming",NA,NA,1974,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1775",1784,"http://vertnet.org/resources/norms.html","Baja California Sur",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"UAZ 22416","Mammalia",359,"San Jorge, Baja California Sur, Mexico, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1974-01-01T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"Mexico",1262413494,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mustelidae | Mustelinae |  | Taxidea","| United Mexican States | Baja California Sur |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 22416",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","MX",1262413494,"Animalia",1,"en","2016-03-29T18:16:46.075+0000","2016-08-04T10:11:13.435+0000","2016-03-29T18:16:46.137+0000",23.43333,NA,NA,NA,NA,NA,NA,NA,NA,"San Jorge",NA,NA,NA,-109.86667,NA,"2016-03-23T00:00:00.000+0000",1,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 22416",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull (cranium only)",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","E.L. Roth",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-22416",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"January 1974","United Mexican States | Baja California Sur | San Jorge",NA,"American Badger",1974,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1782",1791,"http://vertnet.org/resources/norms.html","Sonora",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"UAZ 22414","Mammalia",359,"30 km S of Hermosillo, Sonora, Mexico, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,NA,"96275bf2-8999-4869-95d5-4903a84391b0",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"NATIVE","1974-01-18T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"Mexico",1262413464,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"|  |  | Carnivora | Caniformia |  |  | Mustelidae | Mustelinae |  | Taxidea","| United Mexican States | Sonora |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UAZ:Mammals:UAZ 22414",NA,NA,NA,"UAZ","http://biocol.org/urn:lsid:biocol.org:col:34852","MX",1262413464,"Animalia",1,"en","2016-03-29T18:16:46.051+0000","2016-08-04T10:11:13.818+0000","2016-03-29T18:16:46.090+0000",28.79616,NA,NA,NA,NA,NA,NA,NA,NA,"30 km S of Hermosillo",NA,NA,NA,-110.96667,NA,"2016-03-23T00:00:00.000+0000",1,NA,"ICZN","urn:catalog:UAZ:Mammals:UAZ 22414",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","84d451a0-644d-11de-b910-b8a03c50a862","W.G. Spaulding, F.M. Wiserman",NA,"http://portal.vertnet.org/o/uaz/mammals?id=uaz-22414",NA,"https://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",18,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"18 January 1974","United Mexican States | Sonora | 30 km S of Hermosillo",NA,"American Badger",1974,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1795",1804,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Missouri","NODAWAY CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"168992","Mammalia",359,"Maryville, 2 mi N of, Missouri, NODAWAY CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-04-15T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1092708851,"Taxidea","Taxidea",2434101,"WGS84",NA,"Eifler, Maria","2015-03-09",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ade2ad0b-80ee-4d3d-8309-babdd10c01b9",NA,NA,"taxus","KU","http://grbio.org/cool/iakn-125z","US",1092708851,"Animalia",1,"en","2016-03-28T15:43:52.580+0000","2016-08-03T12:33:10.989+0000","2015-06-05T22:02:37.787+0000",40.317,NA,NA,NA,NA,NA,NA,NA,NA,"Maryville, 2 mi N of",NA,NA,NA,-94.873,NA,NA,4,NA,NA,"ade2ad0b-80ee-4d3d-8309-babdd10c01b9",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"Complete Skull, Complete Skin",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","J R Schildknecht",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Taxidea taxus subsp. taxus",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,7193957,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees, minutes, seconds",NA,NA,NA,NA,NA,1974,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
