"","X","accessRights","adm1","adm2","associatedReferences","associatedSequences","basisOfRecord","bed","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","lithostratigraphicTerms","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"1211",1214,NA,"California","Santa Barbara",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"3095","Mammalia",359,"Vandenberg Air Force Base; S20, 1 mi S of Main Gate, California, Santa Barbara, United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"75018539-6328-41de-b875-7c2e61dc1635",NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,"NATIVE","1988-04-12T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",735675281,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia:Chordata:Mammalia:Carnivora:Mustelidae:Taxidea","North America;United States;California;Santa Barbara County;;;;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:SBMNH:MAM:3095",1,NA,"jeffersonii","SBMNH","urn:lsid:biocol.org:col:34834","US",735675281,"Animalia",1,"en","2015-02-17T07:02:21.388+0000","2016-08-04T01:32:46.598+0000","2015-02-17T07:02:21.397+0000",34.73944,NA,NA,NA,NA,NA,NA,NA,NA,"Vandenberg Air Force Base; S20, 1 mi S of Main Gate",NA,NA,NA,-120.50944,NA,"2014-10-10T00:00:00.000+0000",4,NA,"ICZN","urn:catalog:SBMNH:MAM:3095",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","78678140-1815-11da-9544-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"Taxidea taxus subsp. jeffersonii Harlan, 1825",NA,NA,NA,"Taxidea taxus",2434102,"taxus",102,NA,6163987,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America; United States; California; Santa Barbara County; ; ; ;",NA,NA,1988,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1229",1232,"http://www.vertnet.org/resources/norms.html","Oregon","Harney",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"58720","Mammalia",359,"Lat: 43.2658 Long: -118.8431OREGON: Harney County; Malheur National Wildlife Refuge, Oregon, Harney, United States, NORTH_AMERICA","Mammal","urn:lsid:biocol.org:col:34921","NORTH_AMERICA",NA,50870,"United States",NA,NA,"830eb5d0-f762-11e1-a439-00145eb45e9a",NA,NA,18,NA,NA,NA,"{""totalLengthInMM"":""657"", ""tailLengthInMM"":""140"", ""hindfootLengthInMM"":""109"", ""earLengthInMM"":""64"", ""weight"":""4.89 kg"" }",NA,NA,NA,NA,NA,NA,NA,200,"NATIVE","1988-07-18T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",70180630,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines",NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Taxidiinae | Taxidea","| USA | Oregon | Harney |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UWBM:Mammal:58720",1,NA,NA,"UWBM","urn:lsid:biocol.org:col:34878","US",70180630,"Animalia",1,"en","2015-02-24T03:04:02.904+0000","2016-08-04T04:34:26.957+0000","2015-02-16T16:39:04.003+0000",43.2655805853587,NA,NA,NA,NA,NA,NA,NA,NA,"Lat: 43.2658 Long: -118.8431OREGON: Harney County; Malheur National Wildlife Refuge",NA,NA,NA,-118.843871285034,NA,"2015-01-06T00:00:00.000+0000",7,NA,"ICZN","urn:catalog:UWBM:Mammal:58720","657-140-109-64","present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin/skull/body skel",NA,"DWC_ARCHIVE","US","06fcbbf0-0562-11d8-b851-b8a03c50a862","G. Ivey",NA,"http://portal.vertnet.org/o/uwbm/mammal?id=58720",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",200,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"USA | Oregon | Harney |  | Lat: 43.2658 Long: -118.8431OREGON: Harney County; Malheur National Wildlife Refuge",NA,"American Badger",1988,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1233",1236,"http://vertnet.org/resources/norms.html","Colorado","Park County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"7443","Mammalia",359,"6 miles north of Fairplay, Highway 285, Colorado, Park County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,500,"United States",NA,NA,"5f3463d2-51b6-4a8a-b252-9bab4388934e",NA,"1988-07-11T00:00:00.000+0000",11,NA,NA,NA,"sex=male ; verbatim preservation date=11 July 1988",NA,NA,NA,NA,NA,NA,NA,193,NA,"1988-07-11T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145106425,"Taxidea","Taxidea",2434101,"WGS84",NA,"unknown","2012-07-08 00:00:00.0","GeoLocate",NA,"GeoLocate","unverified",NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae;","North America, United States, Colorado, Park County",NA,NA,NA,NA,"A",NA,NA,"field","Carron A. Meaney","http://arctos.database.museum/guid/DMNS:Mamm:7443?seid=33245",1,NA,NA,"DMNS","urn:lsid:biocol.org:col:35013","US",1145106425,"Animalia",1,"en","2016-07-28T04:44:46.266+0000","2016-08-04T00:09:32.452+0000","2016-07-28T04:44:46.281+0000",39.28513,NA,NA,NA,NA,NA,NA,NA,NA,"6 miles north of Fairplay, Highway 285","unknown",NA,NA,-105.9135,NA,NA,7,NA,"ICZN","http://arctos.database.museum/guid/DMNS:Mamm:7443?seid=33245","Roadkill",NA,"Carnivora",732,"http://arctos.database.museum/guid/DMNS:Mamm:7443","collector number=Field No.36; preparator number=CTC17",NA,NA,"Chordata",44,"skull; partial skeleton","<i>Taxidea taxus montana</i> (accepted ID) identified by Carron A. Meaney on 1988-07-11; method: field","DWC_ARCHIVE","US","a2ef6dd1-8886-48c9-8025-c62bac973cc7","Collector(s): Carron A. Meaney; Preparator(s): Carin T. Carper","Field No.36","http://arctos.database.museum/guid/DMNS:Mamm:7443",NA,"http://creativecommons.org/licenses/by-nc/3.0",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"11 July 1988","North America, United States, Colorado, Park County, Six (6) miles north of Fairplay, Highway 285",NA,NA,1988,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1271",1274,"http://vertnet.org/resources/norms.html","Kansas","Jewell",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"25100","Mammalia",359,"4 MI W MANKATO, Kansas, Jewell, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,"NATIVE","1987-01-13T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",48098454,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | TAXIDEA","North America | USA | Kansas | Jewell |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"fda5ea86-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c","US",48098454,"Animalia",1,"en","2015-05-12T17:06:05.663+0000","2016-08-04T07:44:27.663+0000","2015-05-12T17:06:05.675+0000",39.7872,NA,NA,NA,NA,NA,NA,NA,NA,"4 MI W MANKATO",NA,NA,NA,-98.28517,NA,"2015-04-12T00:00:00.000+0000",1,NA,"ICZN","fda5ea86-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","CLEVELAND, S C",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=25100",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",13,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | JEWELL",NA,NA,1987,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1283",1286,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oregon","WALLOWA CO",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"146384","Mammalia",359,"NO LOCALITY, Oregon, WALLOWA CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,1,NA,NA,NA,"TotalLength: 712.0; TailLength: 120.0; HindFoot: 115.0; EarLength: 50.0; BodyMass: 5700.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987-07-01T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",686473505,"Taxidea","Taxidea",2434101,"WGS84",NA,"N Slade","2007-08-14",NA,NA,"Topozone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"961faa20-1ed8-11e3-bfac-90b11c41863e",NA,NA,"jeffersonii","KU","http://grbio.org/cool/iakn-125z","US",686473505,"Animalia",1,"en","2016-03-28T15:43:43.813+0000","2016-08-03T12:33:15.969+0000","2015-06-05T22:02:28.816+0000",45.4997756232062,NA,NA,NA,NA,NA,NA,NA,NA,"NO LOCALITY",NA,NA,"Center of county",-117.160764223322,NA,NA,7,NA,NA,"961faa20-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","UNKNOWN",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Taxidea taxus subsp. jeffersonii Harlan, 1825",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,6163987,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1987,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1284",1287,"http://www.vertnet.org/resources/norms.html","California","San Bernardino County",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"59024","Mammalia",359,"10 MI. W. NEEDLES, DOR, INTERSTATE 30, California, San Bernardino County, United States, NORTH_AMERICA","Mammal specimens",NA,"NORTH_AMERICA",NA,11318.52,"United States",NA,NA,"b15d4952-7d20-46f1-8a3e-556a512b04c5",NA,"2005-02-15T00:00:00.000+0000",19,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,NA,NA,200,NA,"1987-07-19T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1145348580,"Taxidea","Taxidea",2434101,"WGS84",NA,"Nitin Bhasin","2002-09-20 00:00:00.0","not recorded",NA,"USGS Map","unverified",NA,"Animalia Chordata Mammalia Carnivora Mustelidae","North America, United States, California, San Bernardino County",NA,NA,NA,NA,"A",NA,NA,"legacy","unknown","http://arctos.database.museum/guid/MSB:Mamm:59024?seid=513155",1,NA,NA,"MSB","urn:lsid:biocol.org:col:34495","US",1145348580,"Animalia",1,"en","2016-07-28T04:56:19.144+0000","2016-08-04T12:18:38.788+0000","2016-06-24T04:34:45.153+0000",34.8806474366446,NA,NA,NA,NA,NA,NA,NA,NA,"10 MI. W. NEEDLES, DOR, INTERSTATE 30","Nitin Bhasin",NA,NA,-114.767747042391,NA,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MSB:Mamm:59024?seid=513155",NA,NA,"Carnivora",732,"http://arctos.database.museum/guid/MSB:Mamm:59024","preparator number=336",NA,NA,"Chordata",44,"skull; postcranial skeleton","<i>Taxidea taxus</i> (accepted ID) identified by unknown on 2005-02-15; method: legacy","DWC_ARCHIVE","US","939ed180-aa7b-11db-8edf-b8a03c50a862","Collector(s): William L. Gannon",NA,"http://arctos.database.museum/guid/MSB:Mamm:59024",NA,"http://arctosdb.org/home/data/",NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"19-Jul-1987","10 MI. W. NEEDLES, DOR, INTERSTATE 30",NA,NA,1987,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1298",1301,NA,"Texas","Sterling",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"7675","Mammalia",359,"17 mi N Sterling City, Texas, Sterling, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"f9772d3a-db34-4a33-baa0-7a016a970358",NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1987-09-04T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1061282625,"Taxidea","Taxidea",2434101,"WGS84",NA,NA,NA,"GEOLocate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASNHC",NA,"US",1061282625,"Animalia",1,NA,"2016-06-28T07:24:28.162+0000","2016-08-04T15:40:27.314+0000","2015-03-03T13:48:15.305+0000",32.00136,NA,NA,NA,NA,NA,NA,NA,NA,"17 mi N Sterling City",NA,NA,NA,-101.0943,NA,NA,9,NA,NA,"9cdd1ec4-767e-408c-98d3-8c75ce228ffa",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skull",NA,"DWC_ARCHIVE","US","9c0a8aa8-4ce7-49ba-aac7-21a97234f886","Dowler, Robert C",NA,NA,NA,NA,NA,NA,"Taxidea taxus (Schreber, 1777)",NA,"MALE",NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,NA,NA,NA,NA,NA,"04 September 1987","17 mi N Sterling City",NA,"badger",1987,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1302",1305,"http://vertnet.org/resources/norms.html","California","Los Angeles",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"085731","Mammalia",359,"Kanan Rd, just S Agoura Hills, California, Los Angeles, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",NA,3270,"United States",NA,NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,18,NA,NA,NA,"{""measurements"":""655-127-99-55"", ""weightInGrams"":""6650.0"" }",NA,NA,NA,NA,NA,NA,NA,291,"NATIVE","1987-10-18T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"United States",1065355260,"Taxidea","Taxidea",2434101,"WGS84",NA,"Tamrya D. d'Artenay, Nitin Bhasin, Julian A. Kapoor (MVZ)",NA,"VertNet Georeferencing Guidelines","Measured along Kanan Rd.","Terrain Navigator 3.02 USGS 1:100,000","requires verification",NA,"Carnivora | Mustelidae | Taxidea","| United States | California | Los Angeles Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3f516c1b-c4f7-4804-859b-cec6771eca2e",NA,NA,"jeffersonii","LACM","urn:lsid:biocol.org:col:34802","US",1065355260,"Animalia",1,"en","2015-04-17T15:59:12.770+0000","2016-08-04T02:41:11.112+0000","2015-04-17T15:59:12.784+0000",34.1247106041352,NA,NA,NA,NA,NA,NA,NA,NA,"Kanan Rd, just S Agoura Hills",NA,NA,NA,-118.777023016814,NA,"2015-04-17T00:00:00.000+0000",10,NA,"ICZN","3f516c1b-c4f7-4804-859b-cec6771eca2e",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin in alcohol | body skeleton",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Gurnee, D S; Maldonado, J E","JEM 0876","http://portal.vertnet.org/o/lacm/mammals?id=085731","not pregnant","https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Taxidea taxus subsp. jeffersonii Harlan, 1825",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",291,NA,6163987,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"18 OCT 1987","United States | California | Los Angeles Co | Kanan Rd, just S Agoura Hills",NA,NA,1987,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1328",1331,"http://vertnet.org/resources/norms.html","Texas","Baylor",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"48551","Mammalia",359,"12 MI NE SEYMOUR, Texas, Baylor, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,"NATIVE","1986-01-17T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,"TK928233",NA,"United States",911680030,"Taxidea","Taxidea",2434101,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"TAXIDEA","| United States | Texas | Baylor Co |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:48551",NA,NA,"berlandieri","TTU","urn:lsid:biocol.org:col:34902","US",911680030,"Animalia",1,"en","2015-02-26T18:20:30.564+0000","2016-08-04T07:53:06.432+0000","2015-02-20T22:04:19.866+0000",33.723,NA,NA,NA,NA,NA,NA,NA,NA,"12 MI NE SEYMOUR",NA,NA,NA,-99.109,NA,"2015-02-20T00:00:00.000+0000",1,NA,"ICZN","urn:catalog:TTU:Mammals:48551",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS | skin | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","JONES, C","6418","http://portal.vertnet.org/o/ttu/mammals?id=48551",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,"FEMALE",NA,"Taxidea taxus",2434102,"taxus",17,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"1/17/1986","UNITED STATES | TEXAS | BAYLOR CO | 12 MI NE SEYMOUR",NA,NA,1986,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1391",1394,"not-for-profit use only","Saskatchewan",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"91991","Mammalia",359,"Near Val Marie, Possible Near Dogtown, Saskatchewan, Canada, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34909","NORTH_AMERICA",NA,NA,"Canada",NA,NA,"c5c4a23e-2035-4416-ab64-032d6df52ddb","Mammalogy",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985-07-13T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,NA,NA,"Canada",1211858430,"Taxidea","Taxidea",2434101,"WGS84",NA,"Unknown (ROM)","Not recorded.","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices",NA,"Most likely from the gazetteer in, The Times Atlas of the World, Comprehensive Edition. 1975. John Bartholomew and Son Limited. Edinburgh, Great Britain. xl + 123 plates + 223 pp.",NA,NA,"Animalia; Chordata; Mammalia; Carnivora; Mustelidae; Taxidea","North America; Canada; Saskatchewan",NA,NA,NA,NA,NA,NA,NA,NA,NA,"URI:catalog:ROM:Mammals:91991",NA,NA,NA,"ROM",NA,"CA",1211858430,"Animalia",1,"en","2016-05-26T13:57:55.640+0000","2016-08-04T13:23:36.783+0000","2016-05-26T13:58:03.225+0000",49.1,NA,NA,NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/","ADULT",NA,"Near Val Marie, Possible Near Dogtown",NA,NA,"ROM data parsed by Susan M. Woodward, 20060919.",-107.38333,NA,"2016-05-19T00:00:00.000+0000",7,NA,NA,"URI:catalog:ROM:Mammals:91991",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"skin; tanned",NA,"DWC_ARCHIVE","CA","ff418020-1d67-11d9-8435-b8a03c50a862","Woodward, SM; Gibson, JS","FN26058",NA,NA,NA,"Royal Ontario Museum; ROM",NA,"Taxidea taxus (Schreber, 1777)",NA,NA,NA,"Taxidea taxus",2434102,"taxus",NA,NA,2434102,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"19850713","Near Val Marie, Possible Near Dogtown",NA,NA,1985,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
"1406",1409,"http://vertnet.org/resources/norms.html","Texas","Lubbock",NA,NA,"PRESERVED_SPECIMEN",NA,NA,NA,"49618","Mammalia",359,"9 MI N, 1 MI E IDALOU, Texas, Lubbock, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,"NATIVE","1985-09-25T00:00:00.000+0000",NA,NA,NA,"Mustelidae",5307,NA,"TK940939",NA,"United States",911680669,"Taxidea","Taxidea",2434101,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"TAXIDEA","| UNITED STATES | TEXAS | LUBBOCK CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:49618",NA,NA,"berlandieri","TTU","urn:lsid:biocol.org:col:34902","US",911680669,"Animalia",1,"en","2015-02-26T18:20:30.885+0000","2016-08-04T07:53:06.545+0000","2015-02-20T22:04:20.439+0000",33.796,NA,NA,NA,NA,NA,NA,NA,NA,"9 MI N, 1 MI E IDALOU",NA,NA,NA,-101.668,NA,"2015-02-20T00:00:00.000+0000",9,NA,"ICZN","urn:catalog:TTU:Mammals:49618",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","BOZEMAN, V; OWEN, R D","769","http://portal.vertnet.org/o/ttu/mammals?id=49618",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Taxidea taxus subsp. berlandieri Baird, 1858",NA,NA,NA,"Taxidea taxus",2434102,"taxus",268,NA,6163990,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"9/25/1985","UNITED STATES | TEXAS | LUBBOCK CO | 9 MI N, 1 MI E IDALOU",NA,NA,1985,"2016-08-10",41663,"Taxidea taxus",1,1,1,"IUCN",2008,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE","LC",309.142318105,971.013785811,TRUE
