"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"669",672,"http://vertnet.org/resources/norms.html","Texas","Jackson",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"5059","Mammalia",359,"1 MI SW GANADO, Texas, Jackson, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,"NATIVE","1966-06-22T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,"TK938262",NA,NA,"United States",911636181,"Spilogale","Spilogale",2434820,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"SPILOGALE","| UNITED STATES | TEXAS | JACKSON CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:5059",NA,NA,NA,"TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911636181,"Animalia",1,"en","2015-02-26T18:20:17.549+0000","2016-08-04T07:53:00.555+0000","2015-02-20T22:03:45.180+0000",29.031,NA,NA,NA,NA,NA,NA,NA,"1 MI SW GANADO",NA,NA,NA,-96.523,NA,"2015-02-20T00:00:00.000+0000",6,NA,"ICZN","urn:catalog:TTU:Mammals:5059",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"AL | alcoholic",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","SABLATURA, L H","62","http://portal.vertnet.org/o/ttu/mammals?id=5059",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",173,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"6/22/1966","UNITED STATES | TEXAS | JACKSON CO | 1 MI SW GANADO",NA,NA,NA,1966,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"675",678,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Florida","HILLSBOROUGH CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"107130","Mammalia",359,"TEMPLE TERRACE, 2 MI S, 1 MI W OF, Florida, HILLSBOROUGH CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-08-09T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686435890,"Spilogale","Spilogale",2434820,"WGS84",NA,"Sean P. Maher","2007-04-15",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"945d53e9-1ed8-11e3-bfac-90b11c41863e",NA,NA,"ambarvalis","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686435890,"Animalia",1,"en","2016-03-28T15:43:30.641+0000","2016-08-03T12:33:02.915+0000","2015-06-05T22:02:13.165+0000",28,NA,NA,NA,NA,NA,NA,NA,"TEMPLE TERRACE, 2 MI S, 1 MI W OF",NA,NA,NA,-82.4,NA,NA,8,NA,NA,"945d53e9-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SB",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ROHWER S A",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. ambarvalis Bangs, 1898",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164470,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1966,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"678",681,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Missouri","BUCHANAN CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"168983","Mammalia",359,"St Joseph, 0.5 mi N of, Missouri, BUCHANAN CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1966-12-29T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1092708855,"Spilogale","Spilogale",2434820,"WGS84",NA,"Eifler, Maria","2015-03-05",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2301d9ea-c0f2-41fb-a97d-d44d5bad7909",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",1092708855,"Animalia",1,"en","2016-03-28T15:43:52.619+0000","2016-08-03T12:33:10.411+0000","2015-06-05T22:02:37.792+0000",39.78,NA,NA,NA,NA,NA,NA,NA,"St Joseph, 0.5 mi N of",NA,NA,NA,-94.84,NA,NA,12,NA,NA,"2301d9ea-c0f2-41fb-a97d-d44d5bad7909",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull, Complete Skin",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","L W Edwards",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees, minutes, seconds",NA,NA,NA,NA,NA,NA,1966,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"681",684,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","South Dakota","Hamlin County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"Spilogale putorius interrupta (YPM MAM 004762)","YPM MAM 004762","Mammalia",359,"South Dakota, Hamlin County, United States, NORTH_AMERICA","VZ",NA,"NORTH_AMERICA",NA,"United States",NA,"854f602e-f762-11e1-a439-00145eb45e9a",NA,NA,NA,NA,NA,NA,"{ ""solr_long_lat"": ""-97.3792,44.7597"" }",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-04-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,"141",NA,NA,"United States",1039517603,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Ferae; Carnivora; Caniformia; Arctoidea-Mustelida; Mustelidae; Mephitinae","North America; USA; South Dakota; Hamlin County; Hazel",NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:2b09a5ea-7953-4371-8c26-91993a09eee6",1,NA,"interrupta","YPM",NA,NA,NA,"US",1039517603,"Animalia",1,"eng","2016-08-09T20:30:47.645+0000","2016-08-04T07:52:43.607+0000","2016-06-28T20:16:04.085+0000",44.7597,NA,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,NA,NA,NA,-97.3792,NA,NA,4,"Hazel","ICZN","urn:uuid:2b09a5ea-7953-4371-8c26-91993a09eee6","number 4762; lot count 1",NA,"Carnivora",732,NA,NA,"YPM","Chordata",44,"skin, round","Spilogale putorius interrupta","DWC_ARCHIVE","US","2e167bb0-4441-11db-9ba2-b8a03c50a862",NA,NA,"http://collections.peabody.yale.edu/search/Record/YPM-MAM-004762",NA,NA,"Yale Peabody Museum of Natural History",NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES","Animals and Plants: Vertebrates - Mammals","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,"Spotted Skunk; spotted skunks; mustelids; dog-like carnivores; carnivores; mammals; vertebrates; chordates; animals",NA,1965,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"682",685,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Missouri","SHANNON CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"168985","Mammalia",359,"Salem, 2 mi S of, Missouri, SHANNON CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-04-18T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1092708821,"Spilogale","Spilogale",2434820,"WGS84",NA,"Eifler, Maria","2015-03-05",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8aa8ac89-faf4-47ce-87a8-2ac32e971d02",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",1092708821,"Animalia",1,"en","2016-03-28T15:43:52.597+0000","2016-08-03T12:33:07.588+0000","2016-03-28T15:43:52.637+0000",37.62,NA,NA,NA,NA,NA,NA,NA,"Salem, 2 mi S of",NA,NA,NA,-91.54,NA,NA,4,NA,NA,"8aa8ac89-faf4-47ce-87a8-2ac32e971d02",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skin",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","David Arlen Easterla",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees, minutes, seconds",NA,NA,NA,NA,NA,NA,1965,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"685",688,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","South dakota","ROBERTS CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"101955","Mammalia",359,"HARTFORD BEACH PARK, South dakota, ROBERTS CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-06-23T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686430835,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2009-07-03",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9429c3d4-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686430835,"Animalia",1,"en","2016-03-28T15:43:28.884+0000","2016-08-03T12:33:16.009+0000","2015-06-05T22:02:11.026+0000",45.3999021435584,NA,NA,NA,NA,NA,NA,NA,"HARTFORD BEACH PARK",NA,NA,NA,-96.6601725405087,NA,NA,6,NA,NA,"9429c3d4-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","CLIFTON P L",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"Decimal Degrees",NA,NA,NA,NA,NA,NA,1965,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"691",695,NA,"Iowa","Story County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"352","Mammalia",359,"Story County, Iowa, Story County, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"81e4afd9-0b61-483d-b7fa-0690f06c8e14",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1965-10-22T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",621072462,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,"North America, United States, Iowa, Story County",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISU",NA,NA,NA,"US",621072462,"Animalia",1,NA,"2013-12-13T19:23:17.125+0000","2016-08-04T03:50:51.149+0000","2014-05-29T13:13:36.827+0000",42.03333,NA,NA,NA,NA,NA,NA,"ADULT","Story County",NA,NA,NA,-93.46667,NA,NA,10,NA,NA,NA,NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,NA,NA,"DWC_ARCHIVE","US","2e4967ed-fd35-4d34-ae4d-e8731d366e97",NA,NA,NA,NA,NA,NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"FEMALE",NA,"Spilogale putorius",2434831,"putorius",NA,NA,2434831,"SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"695",699,"http://www.vertnet.org/resources/norms.html","Kansas","Lyon",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"M0514","Mammalia",359,"Ross Natural History Reservation, Kansas, Lyon, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9",NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,"1964-01-23T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",785790762,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia;Chordata;Mammalia;Carnivora;Mephitidae;Spilogale",";;KS;Lyon;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:KSTC:Mammals:M0514",1,NA,NA,"KSTC",NA,NA,NA,"US",785790762,"Animalia",1,"en","2016-06-02T21:57:24.790+0000","2016-08-04T09:23:35.098+0000","2016-06-02T21:57:24.813+0000",38.49608,NA,NA,NA,NA,NA,NA,NA,"Ross Natural History Reservation",NA,NA,NA,-96.33843,NA,"2013-09-09T00:00:00.000+0000",1,NA,"ICZN","urn:catalog:KSTC:Mammals:M0514",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"skin",NA,"DWC_ARCHIVE","US","9bcba4e4-a10d-4484-9c5e-36a059a0c9cd",NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",24,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1/23/1964","Ross Natural History Reservation",NA,NA,NA,1964,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"696",700,"http://www.vertnet.org/resources/norms.html","Kansas","Wabaunsee",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"M0416","Mammalia",359,"Alta Vista, Kansas, Wabaunsee, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"8a5459ee-3d3a-4e0a-9fb0-0cbbb9e5a6f9",NA,NA,3,NA,NA,NA,"weight: 475 g; total length: 495 mm; tail: 213 mm; foot: 48 mm; ear: 24 mm",NA,NA,NA,NA,NA,NA,NA,4,NA,"1964-01-03T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",785790416,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Animalia;Chordata;Mammalia;Carnivora;Mephitidae;Spilogale",";;KS;Wabaunsee;;;;",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:KSTC:Mammals:M0416",1,NA,NA,"KSTC",NA,NA,NA,"US",785790416,"Animalia",1,"en","2016-06-02T21:57:24.815+0000","2016-08-04T09:23:35.097+0000","2016-06-02T21:57:24.829+0000",38.86386,NA,NA,NA,NA,NA,NA,NA,"Alta Vista",NA,NA,NA,-96.48869,NA,"2013-09-09T00:00:00.000+0000",1,NA,"ICZN","urn:catalog:KSTC:Mammals:M0416",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"skin",NA,"DWC_ARCHIVE","US","9bcba4e4-a10d-4484-9c5e-36a059a0c9cd","J Mahoney; Richard H Schmidt",NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"FEMALE",NA,"Spilogale putorius",2434831,"putorius",4,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1/3/1964","Alta Vista",NA,NA,NA,1964,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"699",703,"http://vertnet.org/resources/norms.html","Texas","Haskell",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"1848","Mammalia",359,"10 MI SE HASKELL, Texas, Haskell, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"854f70cc-55e3-4af2-9417-0f47d6c7902d",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"NATIVE","1964-03-10T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,"TK937049",NA,NA,"United States",911633095,"Spilogale","Spilogale",2434820,"WGS84",NA,"Mia Hwang (TTU)","3/3/2003","not recorded",NA,"Topozone.com","requires verification",NA,"SPILOGALE","| UNITED STATES | TEXAS | HASKELL CO |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:TTU:Mammals:1848",NA,NA,NA,"TTU","urn:lsid:biocol.org:col:34902",NA,NA,"US",911633095,"Animalia",1,"en","2015-02-26T18:20:16.666+0000","2016-08-04T07:53:04.772+0000","2015-02-20T22:03:43.001+0000",33.06,NA,NA,NA,NA,NA,NA,NA,"10 MI SE HASKELL",NA,NA,NA,-99.607,NA,"2015-02-20T00:00:00.000+0000",3,NA,"ICZN","urn:catalog:TTU:Mammals:1848",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"SK | other preparation | skull",NA,"DWC_ARCHIVE","US","acac73b0-055d-11d8-b84f-b8a03c50a862","GRAND, B",NA,"http://portal.vertnet.org/o/ttu/mammals?id=1848",NA,"http://creativecommons.org/licenses/by/4.0/",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",70,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,"UTM",NA,"3/10/1964","UNITED STATES | TEXAS | HASKELL CO | 10 MI SE HASKELL",NA,NA,NA,1964,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"701",705,"http://vertnet.org/resources/norms.html","Kansas","Butler",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"2448","Mammalia",359,"9 1/2 MI S, 1/2 MI W HAVERHILL, Kansas, Butler, United States, NORTH_AMERICA","FHSM-M",NA,"NORTH_AMERICA",NA,"United States",NA,"84e6e5f8-f762-11e1-a439-00145eb45e9a","Fort Hays Sternberg Museum Mammalogy Collection",NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,"NATIVE","1964-04-23T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",48091537,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"| CARNIVORA | MUSTELIDAE | SPILOGALE","North America | USA | Kansas | Butler |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"fb93ba10-100b-11e3-9860-4cd443d04e13",NA,NA,NA,"FHSM","http://grbio.org/cool/5bc7-5n0c",NA,NA,"US",48091537,"Animalia",1,"en","2015-05-12T17:05:55.687+0000","2016-08-04T07:44:24.319+0000","2015-05-12T17:05:55.698+0000",37.68555,NA,NA,NA,NA,NA,NA,NA,"9 1/2 MI S, 1/2 MI W HAVERHILL",NA,NA,NA,-96.91943,NA,"2015-04-12T00:00:00.000+0000",4,NA,"ICZN","fb93ba10-100b-11e3-9860-4cd443d04e13",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"SB - 1",NA,"DWC_ARCHIVE","US","976af1e0-ca25-11da-bfed-b8a03c50a862","STRANATHAN, S E",NA,"http://portal.vertnet.org/o/fhsm/fhsm-m?id=2448",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,NA,NA,"Spilogale putorius",2434831,"putorius",114,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | KANSAS | BUTLER",NA,NA,NA,1964,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"708",712,NA,"Florida","Highland",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"NCSM 2105 - North Carolina Museum of Natural Sciences Mammals Collection","2105","Mammalia",359,"Avon Park Air Force Range, Florida, Highland, United States, NORTH_AMERICA","NCSM-Mammals",NA,"NORTH_AMERICA",12070,"United States","NCSM-MammalsDWC","ea9f5b0b-ad97-45ea-935a-ba2784c80cbb","NCSM Mammals Collection",NA,27,NA,NA,"In Collections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-07-27T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,"MAMM-2105",NA,NA,"United States",897157545,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,"DeLorme 10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A90BB7BF-5ECB-41F4-ACD9-B6D055227A48",NA,NA,NA,"NCSM","NCSM",NA,NA,"US",897157545,"Animalia",1,"EN","2016-07-28T19:48:34.254+0000","2016-08-04T15:09:02.928+0000","2016-07-28T19:48:34.473+0000",27.5947,NA,NA,NA,NA,NA,NA,NA,"Avon Park Air Force Range",NA,NA,NA,-81.2551,NA,"2016-07-28T00:00:00.000+0000",7,NA,NA,"A90BB7BF-5ECB-41F4-ACD9-B6D055227A48","Source: specimen tag, MRS, NCSM catalog. Scent gland larger than NCSM 2104.",NA,"Carnivora",732,NA,"998 JBF","NCSM","Chordata",44,NA,NA,"DWC_ARCHIVE","US","69e7f900-ed5b-11dd-ac7e-b8a03c50a862",NA,NA,"http://collections.naturalsciences.org/specimenMammals.aspx?ID=2105",NA,"http://creativecommons.org/publicdomain/zero/1.0/","North Carolina Museum of Natural Sciences",NA,"Spilogale putorius (Linnaeus, 1758)",NA,"FEMALE",NA,"Spilogale putorius",2434831,"putorius",NA,NA,2434831,"SPECIES",NA,"Physical Object",NA,NA,NA,"32",NA,"Received from collector. Lat/Long taken at center of Avon Park AFR within Highlands County. Taken in scrub behind camp at Fort Kissimmee. Collector differs in catalog.",NA,"Eastern Spotted Skunk",NA,1964,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
