"","X","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","bed","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"573",576,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Kansas","WYANDOTTE CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"134708","Mammalia",359,"BONNER SPRINGS, 1 MI S OF, Kansas, WYANDOTTE CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,21,NA,NA,NA,"TotalLength: 46.0; TailLength: 17.0; HindFoot: 4.5; EarLength: 2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973-07-21T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686461986,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2006-06-09",NA,NA,"Topozone 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9594aabc-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686461986,"Animalia",1,"en","2016-03-28T15:43:39.508+0000","2016-08-03T12:33:09.538+0000","2015-06-05T22:02:24.224+0000",39.0399780705416,NA,NA,NA,NA,NA,NA,NA,"BONNER SPRINGS, 1 MI S OF",NA,NA,NA,-94.8800804628096,NA,NA,7,NA,NA,"9594aabc-1ed8-11e3-bfac-90b11c41863e","HEAD ONLY IN ALCOHOL",NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"AL",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SHERRADEN K",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1973,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"582",585,"http://vertnet.org/resources/norms.html","Arkansas",NA,NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"MR.22288","Mammalia",359,"Born in U of Arkansas at Little Rock, Arkansas, United States, NORTH_AMERICA","MR","http://grbio.org/cool/qxfg-723q","NORTH_AMERICA",12889,"United States",NA,"22a66350-7947-4a49-84a3-39c7c1b0881f",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,"NATIVE","1972-09-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",919441509,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","located point at the center of Little Rock",NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Spilogale","North and Central America | United States | Arkansas |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:MSU:MR:MR.22288",NA,NA,NA,"MSU","http://grbio.org/cool/53w1-8r3k",NA,NA,"US",919441509,"Animalia",1,"en","2015-07-31T14:03:59.247+0000","2016-08-03T12:48:06.430+0000","2015-04-09T04:32:43.455+0000",34.7464754944331,NA,NA,NA,NA,NA,NA,NA,"Born in U of Arkansas at Little Rock",NA,NA,NA,-92.2893903272103,NA,"2015-04-09T00:00:00.000+0000",9,NA,"ICZN","urn:catalog:MSU:MR:MR.22288","mother from Shinnall Mt.","present","Carnivora",732,NA,NA,NA,"Chordata",44,"skin | skull",NA,"DWC_ARCHIVE","US","311e2740-f15a-11d8-b22f-b8a03c50a862","P. M. Tullos","235","http://portal.vertnet.org/o/msu/mr?id=mr-22288",NA,"https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"FEMALE",NA,"Spilogale putorius",2434831,"putorius",245,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,"North and Central America | United States | Arkansas | Born in U of Arkansas at Little Rock",NA,NA,NA,1972,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"588",591,"http://vertnet.org/resources/norms.html","North Carolina","Macon",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"123813","Mammalia",359,"FRANKLIN, North Carolina, Macon, United States, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34916","NORTH_AMERICA",1154,"United States",NA,"6d2cfc0a-9903-40b8-802b-403398218e4a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NATIVE","1970-02-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",784014142,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,"VertNet Georeferencing Guidelines","center of locality","Topozone.com","requires verification",NA,"CARNIVORA | MUSTELIDAE | SPILOGALE","| USA | NORTH CAROLINA | MACON |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:UMMZ:Mammals:123813",NA,NA,"putorius","UMMZ","urn:lsid:biocol.org:col:34917",NA,NA,"US",784014142,"Animalia",1,"en","2015-07-16T13:29:07.913+0000","2016-08-04T00:59:04.613+0000","2015-04-07T16:40:42.215+0000",35.1815806831606,NA,NA,NA,NA,NA,NA,NA,"FRANKLIN",NA,NA,NA,-83.3910525815592,NA,"2015-04-06T00:00:00.000+0000",2,NA,"ICZN","urn:catalog:UMMZ:Mammals:123813",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skin | Skull",NA,"DWC_ARCHIVE","US","6ea87510-0561-11d8-b851-b8a03c50a862","J.C. SILL","JCS11","http://portal.vertnet.org/o/ummz/mammals?id=123813",NA,"http://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Spilogale putorius subsp. putorius",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",NA,NA,7059408,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"FEB 1970","USA | NORTH CAROLINA | MACON | FRANKLIN",NA,NA,NA,1970,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"592",595,"http://vertnet.org/resources/norms.html","Arkansas","Stone",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"910","Mammalia",359,"Allison, Arkansas, Stone, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"ec4ab3fa-ba4c-4e10-8e13-350c75739f3e",NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,"NATIVE","1970-04-18T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",615922494,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,NA,"requires verification",NA,"Carnivora | Spilogale","| United States | AR | Stone |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"ark:/99999/e082c43d-f258-4c26-afcd-fba30bc806fb",1,NA,NA,"TTRS",NA,NA,NA,"US",615922494,"Animalia",1,"en","2015-02-17T03:34:45.589+0000","2016-08-04T15:10:23.843+0000","2015-02-17T03:34:45.609+0000",35.93667,NA,NA,NA,NA,NA,NA,NA,"Allison",NA,NA,NA,-92.11722,NA,"2015-02-14T00:00:00.000+0000",4,NA,"ICZN","ark:/99999/e082c43d-f258-4c26-afcd-fba30bc806fb","Remarks: no skull; Preparer's identifier VBB-904","present","Carnivora",732,NA,NA,NA,"Chordata",44,"skin",NA,"DWC_ARCHIVE","US","132fe0d8-aa85-40a0-af20-52f48fae7bd6","W.W. Baker",NA,"http://portal.vertnet.org/o/ttrs/mammals?id=910",NA,"http://creativecommons.org/licenses/by/3.0",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",108,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"United States | AR | Stone | Allison",NA,"Spotted Skunk",NA,1970,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"626",629,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Iowa","RINGGOLD CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"168981","Mammalia",359,"Mount Ayr, 8 mi W of, Iowa, RINGGOLD CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969-12-12T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1092708811,"Spilogale","Spilogale",2434820,"WGS84",NA,"Eifler, Maria","2015-03-10",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ebea0118-83cb-45c1-8dcc-c6742f02fcd5",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",1092708811,"Animalia",1,"en","2016-03-28T15:43:52.615+0000","2016-08-03T12:33:11.061+0000","2015-06-05T22:02:37.753+0000",40.714,NA,NA,NA,NA,NA,NA,NA,"Mount Ayr, 8 mi W of",NA,NA,NA,-94.088,NA,NA,12,NA,NA,"ebea0118-83cb-45c1-8dcc-c6742f02fcd5",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull, Complete Skin",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","C L Jenson",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees, minutes, seconds",NA,NA,NA,NA,NA,NA,1969,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"634",637,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Kansas","BUTLER CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"160311","Mammalia",359,"AUGUSTA, 2 MI W OF ON HIGHWAY 54, Kansas, BUTLER CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,17,NA,NA,NA,"TotalLength: 542.0; TailLength: 194.0; HindFoot: 43.0; EarLength: 21.0; BodyMass: 926.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1968-05-17T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686487425,"Spilogale","Spilogale",2434820,"WGS84",NA,"N Slade","2006-01-07",NA,NA,"Topozone 1:25,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9704865d-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686487425,"Animalia",1,"en","2016-03-28T15:43:49.174+0000","2016-08-03T12:33:07.578+0000","2015-06-05T22:02:34.215+0000",37.6799956884004,NA,NA,NA,NA,NA,NA,NA,"AUGUSTA, 2 MI W OF ON HIGHWAY 54",NA,NA,NA,-97.0101317773142,NA,NA,5,NA,NA,"9704865d-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SO",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","MCPEAK R H",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1968,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"641",644,"http://www.vertnet.org/resources/norms.html","Louisiana","Livingston",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"15303","Mammalia",359,"16 mi NE University, Louisiana, Livingston, United States, NORTH_AMERICA","Mammals",NA,"NORTH_AMERICA",NA,"United States",NA,"847e2306-f762-11e1-a439-00145eb45e9a","LSUMZ - Mammalogy",NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,"NATIVE","1968-12-28T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",45903869,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,"2002-7-26",NA,NA,NA,"requires verification",NA,"Animalia | Chordata | Mammalia | Carnivora | Mustelidae | Spilogale","North America | USA | Louisiana | Livingston Parish |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:LSUMZ:Mammals:15303",NA,NA,NA,"LSUMZ","http://grbio.org/cool/ew6z-dwdm",NA,NA,"US",45903869,"Animalia",1,"en","2015-03-10T08:52:34.214+0000","2016-08-04T07:23:42.558+0000","2015-03-10T08:52:34.306+0000",30.552197871515,NA,NA,NA,NA,NA,NA,NA,"16 mi NE University",NA,NA,NA,-90.9669409931096,NA,NA,12,NA,"ICZN","urn:catalog:LSUMZ:Mammals:15303",NA,"present","Carnivora",732,NA,NA,NA,"Chordata",44,"Skin-1, Skull-1",NA,"DWC_ARCHIVE","US","c361e830-181e-11da-9544-b8a03c50a862","John, David",NA,"http://portal.vertnet.org/o/lsumz/mammals?id=15303",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Spilogale putorius (Linnaeus, 1758)",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",363,NA,2434831,"SPECIES",NA,"PhysicalObject",NA,NA,NA,NA,NA,"North America | USA | Louisiana | Livingston Parish",NA,NA,NA,1968,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"650",653,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Iowa","MAHASKA CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"112840","Mammalia",359,"NEW SHARON, 1.5 MI S OF, Iowa, MAHASKA CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-04-21T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",686441496,"Spilogale","Spilogale",2434820,"WGS84",NA,"Sean P. Maher","2007-04-01",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"949a8b24-1ed8-11e3-bfac-90b11c41863e",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",686441496,"Animalia",1,"en","2016-03-28T15:43:32.519+0000","2016-08-03T12:33:12.109+0000","2015-06-05T22:02:15.659+0000",41.44,NA,NA,NA,NA,NA,NA,NA,"NEW SHARON, 1.5 MI S OF",NA,NA,NA,-92.65,NA,NA,4,NA,NA,"949a8b24-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","BOWLES J B",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1967,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"655",658,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Missouri","HOLT CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"168984","Mammalia",359,"Squaw Creek Wildlife Refuge, Missouri, HOLT CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-07-29T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1092708872,"Spilogale","Spilogale",2434820,"WGS84",NA,"Johnson, Kristen","2003-04-07",NA,NA,"Topozone.com",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53439c35-b3b6-4a7b-9ea0-826a9aacaa68",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",1092708872,"Animalia",1,"en","2016-03-28T15:43:52.583+0000","2016-08-03T12:33:10.437+0000","2016-03-28T15:43:52.611+0000",40.0699603450342,NA,NA,NA,NA,NA,NA,NA,"Squaw Creek Wildlife Refuge",NA,NA,NA,-95.2500964545553,NA,NA,7,NA,NA,"53439c35-b3b6-4a7b-9ea0-826a9aacaa68","Juvenile; milk dentition",NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull, Complete Skin",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","Stephen R Moore",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,NA,1967,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"656",659,NA,"Florida","Polk",NA,NA,NA,"PRESERVED_SPECIMEN",NA,"NCSM 1291 - North Carolina Museum of Natural Sciences Mammals Collection","1291","Mammalia",359,"Haines City, Florida, Polk, United States, NORTH_AMERICA","NCSM-Mammals",NA,"NORTH_AMERICA",12070,"United States","NCSM-MammalsDWC","ea9f5b0b-ad97-45ea-935a-ba2784c80cbb","NCSM Mammals Collection",NA,NA,NA,NA,"In Collections",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-09-01T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,"MAMM-1291",NA,NA,"United States",897156946,"Spilogale","Spilogale",2434820,"WGS84",NA,NA,NA,NA,NA,"DeLorme 10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0832F09F-6152-453A-A7EE-39C123253EAB",NA,NA,NA,"NCSM","NCSM",NA,NA,"US",897156946,"Animalia",1,"EN","2016-07-28T19:48:33.995+0000","2016-08-04T15:09:03.105+0000","2016-07-28T19:48:34.094+0000",28.1142,NA,NA,NA,NA,NA,NA,NA,"Haines City",NA,NA,NA,-81.6179,NA,"2016-07-28T00:00:00.000+0000",9,NA,NA,"0832F09F-6152-453A-A7EE-39C123253EAB","Source: specimen tag, MRS, NCSM catalog.",NA,"Carnivora",732,NA,"1262 XUS","NCSM","Chordata",44,NA,NA,"DWC_ARCHIVE","US","69e7f900-ed5b-11dd-ac7e-b8a03c50a862",NA,NA,"http://collections.naturalsciences.org/specimenMammals.aspx?ID=1291",NA,"http://creativecommons.org/publicdomain/zero/1.0/","North Carolina Museum of Natural Sciences",NA,"Spilogale putorius (Linnaeus, 1758)",NA,"MALE",NA,"Spilogale putorius",2434831,"putorius",NA,NA,2434831,"SPECIES",NA,"Physical Object",NA,NA,NA,"50",NA,"Received from J.B. Funderburg. Lat/Long taken from population center of Haines City. Confidence diameter 10 mi.",NA,"Eastern Spotted Skunk",NA,1967,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
"657",660,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Iowa","CASS CO",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"168980","Mammalia",359,"Anita, 2 mi S, 3 mi E of, Iowa, CASS CO, United States, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,"United States",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-12-02T00:00:00.000+0000",NA,NA,"Mephitidae",9679,NA,NA,NA,NA,"United States",1092708833,"Spilogale","Spilogale",2434820,"WGS84",NA,"Eifler, Maria","2015-03-05",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5ac9cfb6-3a03-43d5-a855-e6362a9e1b25",NA,NA,"interrupta","KU","http://grbio.org/cool/iakn-125z",NA,NA,"US",1092708833,"Animalia",1,"en","2016-03-28T15:43:52.589+0000","2016-08-03T12:33:12.498+0000","2015-06-05T22:02:37.772+0000",41.42,NA,NA,NA,NA,NA,NA,NA,"Anita, 2 mi S, 3 mi E of",NA,NA,NA,-94.7,NA,NA,12,NA,NA,"5ac9cfb6-3a03-43d5-a855-e6362a9e1b25",NA,NA,"Carnivora",732,NA,NA,NA,"Chordata",44,"Complete Skull, Complete Skin",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","R F Harrison",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Spilogale putorius subsp. interrupta Rafinesque, 1820",NA,NA,NA,"Spilogale putorius",2434831,"putorius",NA,NA,6164469,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees, minutes, seconds",NA,NA,NA,NA,NA,NA,1967,"2016-08-10",41636,"Spilogale putorius",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE","VU",179.649879115,305.958152071,TRUE
