"","X","accessRights","adm1","adm2","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonomicStatus","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimTaxonRank","vernacularName","year","downloadDate","id_no","binomial","presence","origin","seasonal","compiler","year.1","citation","source.1","dist_comm","island.1","kingdom.1","phylum.1","class.1","order_","family.1","rlcategory","shape_Leng","shape_Area","optional"
"781",788,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Rivas",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"71928","Mammalia",359,"LA VIRGEN, 5 MI S OF, Rivas, Nicaragua, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Nicaragua",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1956-03-18T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Nicaragua",686401076,"Nasua","Nasua",2433530,"WGS84",NA,"Andrea Caiozzi-Cofre (MVZ)","2003-05-23",NA,NA,"gazetteer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92fd7abe-1ed8-11e3-bfac-90b11c41863e",NA,NA,"narica","KU","http://grbio.org/cool/iakn-125z",NA,"NI",686401076,"Animalia",1,"en","2016-03-28T15:43:17.883+0000","2016-08-03T12:32:54.619+0000","2015-06-05T22:01:59.391+0000",11.29,NA,NA,NA,NA,NA,NA,"LA VIRGEN, 5 MI S OF",NA,NA,"Two ""La Virgen's"" in Rivas. For one, 5mi S was in ocean. Assumed heading was by air.",-85.76,NA,NA,3,NA,NA,"92fd7abe-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. narica",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1956,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"798",805,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Santa rosa",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"65928","Mammalia",359,"ASTILLERO, Santa rosa, Guatemala, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Guatemala",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955-02-12T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Guatemala",686395095,"Nasua","Nasua",2433530,"WGS84",NA,"Vygandas Relys (LACM)","2003-06-19",NA,NA,"ArcView GNS data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92cabc27-1ed8-11e3-bfac-90b11c41863e",NA,NA,"narica","KU","http://grbio.org/cool/iakn-125z",NA,"GT",686395095,"Animalia",1,"en","2016-03-28T15:43:15.742+0000","2016-08-03T12:32:55.885+0000","2015-06-05T22:01:57.029+0000",13.85,NA,NA,NA,NA,NA,NA,"ASTILLERO",NA,NA,NA,-90.35,NA,NA,2,NA,NA,"92cabc27-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","BEE J W",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. narica",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1955,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"806",813,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","San luis potosi",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"68056","Mammalia",359,"CIUDAD VALLES, 12 MI N OF, San luis potosi, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955-07-27T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686397216,"Nasua","Nasua",2433530,"WGS84",NA,"Juan Carlos Hern<U+FFFD>ndez Barrios (CONABIO)","2004-01-03",NA,NA,"Instituto Mexicano del Transporte, (1996). <U+FFFD>Red de carreteras<U+FFFD>. Escala 1:1. M<U+FFFD>xico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92de749b-1ed8-11e3-bfac-90b11c41863e",NA,NA,"molaris","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686397216,"Animalia",1,"en","2016-03-28T15:43:16.389+0000","2016-08-03T12:33:00.459+0000","2015-09-16T18:56:44.868+0000",22.1404955224196,NA,NA,NA,NA,NA,NA,"CIUDAD VALLES, 12 MI N OF",NA,NA,"Assumed by road",-98.970109454351,NA,NA,7,NA,NA,"92de749b-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","BAKER R H",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. molaris Merriam, 1902",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,6164387,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1955,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"812",819,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Tamaulipas",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"60373","Mammalia",359,"EL MANTE, 25 MI (BY ROAD) N, 3 KM W OF HWY; RCH PANO AYUCTLE, Tamaulipas, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954-02-27T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686389551,"Nasua","Nasua",2433530,"WGS84",NA,"N Slade","2009-02-09",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"928fc6da-1ed8-11e3-bfac-90b11c41863e",NA,NA,"molaris","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686389551,"Animalia",1,"en","2016-03-28T15:43:13.843+0000","2016-08-03T12:33:00.952+0000","2015-06-05T22:01:54.854+0000",23.0604552313616,NA,NA,NA,NA,NA,NA,"EL MANTE, 25 MI (BY ROAD) N, 3 KM W OF HWY; RCH PANO AYUCTLE",NA,NA,NA,-99.1101163000246,NA,NA,2,NA,NA,"928fc6da-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","SCHALDACH W J & GRISSINO V",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. molaris Merriam, 1902",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,6164387,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1954,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"821",828,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Oaxaca",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"63118","Mammalia",359,"SOLEDAD, 3 MI S OF, Oaxaca, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1954-08-24T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686392288,"Nasua","Nasua",2433530,"WGS84",NA,"N Slade","2009-01-19",NA,NA,"Google Earth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92b0e98a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"narica","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686392288,"Animalia",1,"en","2016-03-28T15:43:14.837+0000","2016-08-03T12:32:57.126+0000","2015-06-05T22:01:55.911+0000",16.5707679003421,NA,NA,NA,NA,NA,NA,"SOLEDAD, 3 MI S OF",NA,NA,"CNMA gave locality as 187 mi NW",-94.6499886876628,NA,NA,8,NA,NA,"92b0e98a-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SB",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DICKERMAN R W",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. narica",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1954,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"829",836,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Tamaulipas",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"56985","Mammalia",359,"PIEDRA, 2 MI S, 10 MI W OF; SIERRA DE TAMAULIPAS, Tamaulipas, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1953-06-11T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686386194,"Nasua","Nasua",2433530,"WGS84",NA,"Julieta Vargas Cuenca (CNMA)","2001-11-29",NA,NA,"Instituto Nacional de Estadistica Geograf<U+FFFD>a e Inform<U+FFFD>tica, (INEGI). Map 1:250,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"926600fc-1ed8-11e3-bfac-90b11c41863e",NA,NA,"molaris","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686386194,"Animalia",1,"en","2016-03-28T15:43:12.638+0000","2016-08-03T12:33:00.954+0000","2015-09-16T18:56:36.831+0000",23.4504414365948,NA,NA,NA,NA,NA,NA,"PIEDRA, 2 MI S, 10 MI W OF; SIERRA DE TAMAULIPAS",NA,NA,NA,-98.2600973225817,NA,NA,6,NA,NA,"926600fc-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","HEINRICH G H",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. molaris Merriam, 1902",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,6164387,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,1953,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"840",849,"Open Access, http://creativecommons.org/publicdomain/zero/1.0/; see Yale Peabody policies at: http://hdl.handle.net/10079/8931zqj","Sonora State",NA,NA,"PRESERVED_SPECIMEN",NA,"Nasua narica (YPM MAM 004123)","YPM MAM 004123","Mammalia",359,"El Gavilan - 13 miles w of Ures, Sonora State, Mexico, NORTH_AMERICA","VZ",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"854f602e-f762-11e1-a439-00145eb45e9a",NA,NA,31,NA,NA,NA,"{ ""solr_long_lat"": ""-110.5333,29.4333"" }",NA,NA,NA,NA,NA,NA,NA,NA,"1952-12-31T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,"RWD 1619","Mexico",1039528359,"Nasua","Nasua",2433530,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,"Animalia; Chordata; Vertebrata; Amniota; Mammalia; Theriiformes-----Theria-Placentalia-Epitheria; Preptotheria-Ferae; Carnivora; Caniformia; Arctoidea-Mustelida; Procyonidae; Procyoninae","North America; Mexico; Sonora State; Ures",NA,NA,NA,NA,NA,NA,NA,NA,"urn:uuid:e5ed582b-fb43-4786-a0a6-24fe2b478b51",1,NA,NA,"YPM",NA,NA,"MX",1039528359,"Animalia",1,"eng","2016-08-09T20:30:49.761+0000","2016-08-04T07:52:42.428+0000","2016-06-28T20:16:09.395+0000",29.4333,NA,NA,NA,NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,"""El Gavilan"" - 13 miles w of Ures",NA,NA,NA,-110.5333,NA,NA,12,"Ures","ICZN","urn:uuid:e5ed582b-fb43-4786-a0a6-24fe2b478b51","number 4123; lot count 1",NA,"Carnivora",732,NA,NA,NA,"YPM","Chordata",44,"skeleton (skull only)","Nasua narica","DWC_ARCHIVE","US","2e167bb0-4441-11db-9ba2-b8a03c50a862",NA,NA,"http://collections.peabody.yale.edu/search/Record/YPM-MAM-004123",NA,"Yale Peabody Museum of Natural History",NA,"Nasua narica (Linnaeus, 1766)",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,2433531,NA,"SPECIES","Animals and Plants: Vertebrates - Mammals","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,"White-nosed Coati; coatis; procyonids; dog-like carnivores; carnivores; mammals; vertebrates; chordates; animals",1952,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"855",864,"http://vertnet.org/resources/norms.html","Sonora",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"014350","Mammalia",359,"Guirocoba, SE, Sonora, Mexico, NORTH_AMERICA","Mammals","urn:lsid:biocol.org:col:34897","NORTH_AMERICA",NA,462,"Mexico",NA,"7a25f7aa-03fb-4322-aaeb-66719e1a9527",NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,"NATIVE","1950-06-05T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",1065353064,"Nasua","Nasua",2433530,"WGS84",NA,"Nadya Moreno Almeraya (CONABIO)",NA,"VertNet Georeferencing Guidelines","Populated place coordinates/ Extent calculated as: y = 0.0863x0.3322 (0.3322 = exponential) where X = number of inhabitants of named place","Instituto Nacional de Estadfstica Geograffa e Informtica (INEGI), (2002) Localidades de la Rep+blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci=n y Viviend","requires verification",NA,"Carnivora | Procyonidae | Nasua","| Mexico | Sonora |  |  |  |  |",NA,NA,NA,NA,NA,NA,NA,NA,"39d82066-b709-479b-a650-abfac6428f0b",NA,NA,"molaris","LACM","urn:lsid:biocol.org:col:34802",NA,"MX",1065353064,"Animalia",1,"en","2015-04-17T15:59:08.660+0000","2016-08-04T02:40:41.431+0000","2015-04-17T15:59:08.674+0000",26.9030409613641,NA,NA,NA,NA,NA,NA,"Guirocoba, SE",NA,NA,NA,-108.694532808063,NA,"2015-04-17T00:00:00.000+0000",6,NA,"ICZN","39d82066-b709-479b-a650-abfac6428f0b",NA,"present","Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SP",NA,"DWC_ARCHIVE","US","493fe050-055d-11d8-b84f-b8a03c50a862","Stager, K E","1478","http://portal.vertnet.org/o/lacm/mammals?id=014350","https://creativecommons.org/publicdomain/zero/1.0",NA,NA,"Nasua narica subsp. molaris Merriam, 1902",NA,NA,NA,"Nasua narica",2433531,"narica",156,NA,6164387,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"05 JUN 1950","Mexico | Sonora | Guirocoba, SE",NA,NA,1950,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"862",871,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Veracruz",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"29986","Mammalia",359,"PARAJE NUEVO, 2 KM N OF, Veracruz, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-02-13T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686359417,"Nasua","Nasua",2433530,"WGS84",NA,"Yolanda Hortelano (CNMA)","2004-03-26",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica, (INEGI). Map 1:250,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"914565e2-1ed8-11e3-bfac-90b11c41863e",NA,NA,"narica","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686359417,"Animalia",1,"en","2016-03-28T15:43:02.609+0000","2016-08-03T12:32:58.033+0000","2015-09-16T18:56:13.065+0000",18.8906500421942,NA,NA,NA,NA,NA,NA,"PARAJE NUEVO, 2 KM N OF",NA,NA,NA,-96.8600479963391,NA,NA,2,NA,NA,"914565e2-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DALQUEST W W",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. narica",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,1949,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"875",884,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Veracruz",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"32213","Mammalia",359,"JESUS CARRANZA, 20 KM ENE OF, Veracruz, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-04-13T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686361633,"Nasua","Nasua",2433530,"WGS84",NA,"Yolanda Hortelano (CNMA)","2004-03-24",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica, (INEGI). Map 1:250,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91631fee-1ed8-11e3-bfac-90b11c41863e",NA,NA,"narica","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686361633,"Animalia",1,"en","2016-03-28T15:43:03.475+0000","2016-08-03T12:32:57.336+0000","2015-09-16T18:56:15.269+0000",17.5007220966902,NA,NA,NA,NA,NA,NA,"JESUS CARRANZA, 20 KM ENE OF",NA,NA,NA,-94.8299956257604,NA,NA,4,NA,NA,"91631fee-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","DALQUEST W W",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. narica",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,7193889,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"degrees minutes seconds",NA,NA,NA,NA,NA,1949,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
"878",887,"http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms","Jalisco",NA,NA,"PRESERVED_SPECIMEN",NA,NA,"33422","Mammalia",359,"PURIFICACION, 8 MI S OF, Jalisco, Mexico, NORTH_AMERICA","KUM",NA,"NORTH_AMERICA",NA,NA,"Mexico",NA,"1d04e739-98a9-4e16-9970-8f8f3bf9e9e3","University of Kansas Biodiversity Institute Mammalogy Collection",NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-05-21T00:00:00.000+0000",NA,NA,NA,"Procyonidae",5311,NA,NA,"Mexico",686362833,"Nasua","Nasua",2433530,"WGS84",NA,"Nadya Moreno Almeraya (CONABIO)","2003-09-01",NA,NA,"Instituto Nacional de Estad<U+FFFD>stica Geograf<U+FFFD>a e Inform<U+FFFD>tica (INEGI), (2002) Localidades de la Rep<U+FFFD>blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci<U+FFFD>n y Viviend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91707efe-1ed8-11e3-bfac-90b11c41863e",NA,NA,"molaris","KU","http://grbio.org/cool/iakn-125z",NA,"MX",686362833,"Animalia",1,"en","2016-03-28T15:43:04.017+0000","2016-08-03T12:32:59.066+0000","2015-09-16T18:56:16.590+0000",19.6005916332759,NA,NA,NA,NA,NA,NA,"PURIFICACION, 8 MI S OF",NA,NA,NA,-104.600232110796,NA,NA,5,NA,NA,"91707efe-1ed8-11e3-bfac-90b11c41863e",NA,NA,"Carnivora",732,NA,NA,NA,NA,"Chordata",44,"SK",NA,"DWC_ARCHIVE","US","b554c320-0560-11d8-b851-b8a03c50a862","ALCORN J R",NA,NA,"http://creativecommons.org/licenses/by/4.0/deed.en_US",NA,NA,"Nasua narica subsp. molaris Merriam, 1902",NA,NA,NA,"Nasua narica",2433531,"narica",NA,NA,6164387,NA,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,NA,NA,NA,NA,1949,"2016-08-10",41683,"Nasua narica",1,1,1,"IUCN",2016,"IUCN (International Union for Conservation of Nature)",NA,NA,NA,"ANIMALIA","CHORDATA","MAMMALIA","CARNIVORA","PROCYONIDAE","LC",277.865298519,235.977334215,TRUE
